Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	101.812888688	102.280594052	1550.336	4147.651
2	Spectrogram 1	1	110.188192952	110.689305842	986.577	2355.705
3	Spectrogram 1	1	131.852973552	132.303975153	1550.336	5355.705
4	Spectrogram 1	1	134.442056816	135.277244966	1006.711	3986.577
5	Spectrogram 1	1	159.972125673	160.580426945	1026.846	4771.812
6	Spectrogram 1	1	175.580406112	176.164791017	1651.007	5659.600
7	Spectrogram 1	1	176.990498791	177.835167316	1006.711	4308.725
8	Spectrogram 1	1	178.277563249	178.750748712	1711.409	5476.510
9	Spectrogram 1	1	218.725539932	219.217652813	1651.007	4389.262
10	Spectrogram 1	1	240.487716546	241.707091244	1630.872	5516.779
11	Spectrogram 1	1	302.395315446	303.297318648	3724.832	4147.651
12	Spectrogram 1	1	323.782301354	324.378515037	1787.200	4570.470
13	Spectrogram 1	1	330.297318648	331.031544309	595.700	4932.886
14	Spectrogram 1	1	338.148253667	338.555193165	851.100	3659.600
15	Spectrogram 1	1	340.536725362	341.605766193	825.503	5536.913
16	Spectrogram 1	1	348.821791806	349.656979955	1791.946	4006.711
17	Spectrogram 1	1	650.238304241	651.123603679	1026.846	2758.389
18	Spectrogram 1	1	678.416378207	678.851708833	1361.700	2553.200
19	Spectrogram 1	1	679.810683742	680.194870290	966.443	2637.584
20	Spectrogram 1	1	683.084621288	683.986624490	1570.470	2375.839
21	Spectrogram 1	1	787.476608482	788.186108504	510.600	4912.752
22	Spectrogram 1	1	790.733842265	791.619141704	3422.819	3664.430
23	Spectrogram 1	1	795.594637296	796.045638897	1691.275	3805.369
24	Spectrogram 1	1	802.610217752	803.061219353	1006.711	3986.577
25	Spectrogram 1	1	810.310652492	810.928691722	624.161	3281.879
26	Spectrogram 1	1	888.337382679	888.905310621	1187.919	4087.248
27	Spectrogram 1	1	906.417573241	906.952093657	1510.067	3523.490
28	Spectrogram 1	1	966.280594052	967.032263386	3402.685	4610.738
29	Spectrogram 1	1	976.008903118	976.510016008	563.758	5033.557
30	Spectrogram 1	1	976.994425135	977.462130498	1731.544	4348.993
