Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.033407526	0.651446757	427.900	5953.500
2	Spectrogram 1	1	15.450980767	16.352983969	3404.700	4800.000
3	Spectrogram 1	1	41.682607670	43.169242576	651.200	7200.000
4	Spectrogram 1	1	49.683710143	50.201526796	1190.700	2214.000
5	Spectrogram 1	1	62.652549230	64.356333055	539.500	5376.700
6	Spectrogram 1	1	70.002204946	71.138060830	1395.300	5190.700
7	Spectrogram 1	1	74.645851058	76.132485964	762.800	5414.000
8	Spectrogram 1	1	85.610238586	87.297318648	520.900	7069.800
9	Spectrogram 1	1	88.717138502	89.886401912	986.000	6344.200
10	Spectrogram 1	1	95.599088855	96.233831849	1525.600	2437.200
11	Spectrogram 1	1	98.856322638	100.242734967	762.800	5246.500
12	Spectrogram 1	1	110.405341871	111.674827858	483.700	5990.700
13	Spectrogram 1	1	112.610238586	113.011128898	4316.300	4651.200
14	Spectrogram 1	1	134.859650891	135.911987959	483.700	5581.400
15	Spectrogram 1	1	140.896428336	141.781727775	1209.300	5227.900
16	Spectrogram 1	1	142.600212161	144.036735779	948.800	5990.700
17	Spectrogram 1	1	144.955442743	145.556778211	4818.600	6027.900
18	Spectrogram 1	1	177.066794219	178.269465154	930.200	5916.300
19	Spectrogram 1	1	190.971044033	191.923158524	874.400	3051.200
20	Spectrogram 1	1	193.977721372	195.314022411	1581.400	5172.100
21	Spectrogram 1	1	195.881950353	196.717138502	1600.000	4967.400
22	Spectrogram 1	1	212.903084841	213.922014384	520.900	5916.300
23	Spectrogram 1	1	215.492168105	216.594616463	1097.700	7293.000
24	Spectrogram 1	1	222.547875093	223.249433138	1060.500	4167.400
25	Spectrogram 1	1	225.688182535	226.673704552	3516.300	4558.100
26	Spectrogram 1	1	227.041187338	227.959894302	1525.600	6176.700
27	Spectrogram 1	1	231.116905508	231.584610871	2120.900	3311.600
28	Spectrogram 1	1	244.570153721	245.973269813	725.600	6214.000
29	Spectrogram 1	1	246.457678939	247.510016008	1116.300	6009.300
30	Spectrogram 1	1	248.695983180	249.464356278	1097.700	3981.400
31	Spectrogram 1	1	268.773906296	269.726020787	1507.000	5227.900
32	Spectrogram 1	1	272.906454761	274.593534823	688.400	5525.600
33	Spectrogram 1	1	277.199321849	278.502215363	539.500	6158.100
34	Spectrogram 1	1	290.077923116	290.963222555	1804.700	4037.200
35	Spectrogram 1	1	291.297297815	292.416449935	1711.600	4409.300
36	Spectrogram 1	1	293.869677315	294.354086442	1190.700	7088.400
37	Spectrogram 1	1	305.368585259	306.003328253	4130.200	4502.300
38	Spectrogram 1	1	309.277265799	310.062342660	3758.100	4093.000
39	Spectrogram 1	1	311.348532410	311.866349063	874.400	5469.800
40	Spectrogram 1	1	312.551203345	314.221579645	1451.200	6790.700
41	Spectrogram 1	1	315.190397898	316.276142493	893.000	5897.700
42	Spectrogram 1	1	317.979926318	319.650302617	595.300	5655.800
43	Spectrogram 1	1	319.750525195	321.003307419	800.000	5358.100
44	Spectrogram 1	1	321.587939124	321.972125673	1134.900	3330.200
45	Spectrogram 1	1	324.009984758	325.296174508	874.400	6083.700
46	Spectrogram 1	1	326.388638108	326.956566050	1693.000	3795.300
47	Spectrogram 1	1	335.742745383	336.861897504	4502.300	5004.700
48	Spectrogram 1	1	350.191500371	351.043392284	4409.300	5265.100
49	Spectrogram 1	1	359.335177733	359.986624490	1767.400	2046.500
50	Spectrogram 1	1	362.124706153	362.842967961	930.200	1934.900
51	Spectrogram 1	1	366.267239375	367.453206547	520.900	5767.400
52	Spectrogram 1	1	382.710461164	383.579056839	874.400	4074.400
53	Spectrogram 1	1	395.037838252	395.806211349	1079.100	3888.400
54	Spectrogram 1	1	397.075697337	397.894181723	930.200	1190.700
55	Spectrogram 1	1	407.756120894	408.457678939	800.000	2251.200
56	Spectrogram 1	1	415.172591662	416.108002390	1730.200	2641.900
57	Spectrogram 1	1	416.492188938	417.177043221	948.800	2809.300
58	Spectrogram 1	1	432.694839040	433.496619664	930.200	2716.300
