Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	25.485769019	25.996809319	1641.694	5574.500
2	Spectrogram 1	1	34.315447253	35.451092363	1500.000	7062.500
3	Spectrogram 1	1	36.586737474	38.223959175	390.879	7524.430
4	Spectrogram 1	1	42.529946885	43.656128286	429.967	7524.430
5	Spectrogram 1	1	44.242878260	44.914801617	312.500	4687.500
6	Spectrogram 1	1	48.028361961	48.728676446	187.500	4875.000
7	Spectrogram 1	1	48.851704666	49.419527221	250.000	4937.500
8	Spectrogram 1	1	53.772833478	54.435293126	437.500	4625.000
9	Spectrogram 1	1	54.492075381	55.769676130	312.500	6687.500
10	Spectrogram 1	1	55.769676130	56.413208360	664.495	7562.500
11	Spectrogram 1	1	63.179797976	63.936894716	312.500	6625.000
12	Spectrogram 1	1	63.984213262	64.606889500	586.319	6875.000
13	Spectrogram 1	1	78.504420309	80.592390683	664.495	5530.945
14	Spectrogram 1	1	82.085744594	83.739417131	1758.958	4182.410
15	Spectrogram 1	1	90.821812639	92.909783013	4377.850	5394.137
16	Spectrogram 1	1	93.945416319	95.315124884	508.143	5022.801
17	Spectrogram 1	1	97.466854101	98.081995202	312.500	4937.500
18	Spectrogram 1	1	103.366338646	103.834044010	1739.414	6097.720
19	Spectrogram 1	1	105.905310621	106.489942326	1661.238	4162.866
20	Spectrogram 1	1	108.425829416	109.154535029	437.500	3312.500
21	Spectrogram 1	1	110.305119293	111.741642910	605.863	5472.313
22	Spectrogram 1	1	113.214507965	113.848576485	429.967	4375.000
23	Spectrogram 1	1	114.531171330	115.082395509	508.143	4377.850
24	Spectrogram 1	1	119.148253667	119.820177024	875.000	5187.500
25	Spectrogram 1	1	125.574116417	126.037838170	375.000	4562.500
26	Spectrogram 1	1	130.449857461	132.855199332	469.055	5628.664
27	Spectrogram 1	1	134.358538001	134.993280995	3400.651	4065.147
28	Spectrogram 1	1	138.608012806	139.242755800	1758.958	4299.674
29	Spectrogram 1	1	140.299643849	140.744438183	250.000	5125.000
30	Spectrogram 1	1	146.318604600	147.444786002	312.500	5687.500
31	Spectrogram 1	1	147.511031966	148.050463394	375.000	3250.000
32	Spectrogram 1	1	152.154764593	152.822915112	429.967	3439.739
33	Spectrogram 1	1	156.870640418	157.305971044	375.000	5437.500
34	Spectrogram 1	1	159.070122471	159.838495569	410.423	2736.156
35	Spectrogram 1	1	168.948765405	169.867472369	703.583	3791.531
36	Spectrogram 1	1	171.404218564	172.356333055	644.951	2560.261
37	Spectrogram 1	1	173.642522805	174.561229770	449.511	4749.186
38	Spectrogram 1	1	177.709769861	178.410084345	1641.694	4687.500
39	Spectrogram 1	1	179.091471412	179.479483491	410.423	4812.500
40	Spectrogram 1	1	189.908491088	190.514168481	375.000	5187.500
41	Spectrogram 1	1	197.134732577	198.070143305	957.655	3029.316
42	Spectrogram 1	1	207.586741640	208.059927103	437.500	4875.000
43	Spectrogram 1	1	211.048967149	211.800636484	1602.606	4534.202
44	Spectrogram 1	1	215.358538001	216.177022388	332.248	2833.876
45	Spectrogram 1	1	225.482615839	226.088293231	437.500	5750.000
46	Spectrogram 1	1	229.873776932	230.290180139	312.500	3875.000
47	Spectrogram 1	1	241.429007597	242.609094446	312.500	5491.857
48	Spectrogram 1	1	245.438749397	246.557901517	1758.958	4456.026
49	Spectrogram 1	1	256.466841601	256.930563354	312.500	4875.000
50	Spectrogram 1	1	262.075697337	263.512220954	1250.814	4592.834
51	Spectrogram 1	1	264.030037607	264.681484363	410.423	3029.316
52	Spectrogram 1	1	265.967674114	267.103529997	1758.958	4534.202
53	Spectrogram 1	1	270.406926998	270.842257624	875.000	5125.000
54	Spectrogram 1	1	271.750773712	272.822935946	742.671	5491.857
55	Spectrogram 1	1	275.746094469	276.280614885	527.687	3498.371
56	Spectrogram 1	1	277.297658009	277.969581366	1623.168	4065.147
57	Spectrogram 1	1	293.015770071	293.365927313	437.500	4562.500
58	Spectrogram 1	1	300.936894716	301.476326144	1016.287	2091.205
59	Spectrogram 1	1	315.823309372	316.944293012	527.687	5609.121
60	Spectrogram 1	1	329.863020810	330.731616486	723.127	1250.814
61	Spectrogram 1	1	331.600212161	332.201547629	508.143	2345.277
62	Spectrogram 1	1	353.545737789	353.858040195	527.687	3750.000
63	Spectrogram 1	1	356.536269913	357.501568257	375.000	3000.000
64	Spectrogram 1	1	366.123007387	366.605656559	625.000	3187.500
65	Spectrogram 1	1	373.665583662	374.034668323	312.500	4437.500
66	Spectrogram 1	1	386.337532019	386.848572319	437.500	5562.500
67	Spectrogram 1	1	387.955826301	388.949515773	1485.342	2750.000
68	Spectrogram 1	1	406.334349671	406.977881901	375.000	5625.000
69	Spectrogram 1	1	411.013354677	412.499989583	4436.482	5355.049
70	Spectrogram 1	1	411.454258044	411.965298344	250.000	2562.500
71	Spectrogram 1	1	415.239741746	416.053620741	1125.000	5000.000
72	Spectrogram 1	1	421.018908709	422.071245778	449.511	5159.609
73	Spectrogram 1	1	433.892712684	434.488926367	312.500	5062.500
74	Spectrogram 1	1	440.252325302	440.971567206	1312.500	3187.500
75	Spectrogram 1	1	443.063088617	444.132487763	375.000	5812.500
76	Spectrogram 1	1	463.665583662	464.119841706	312.500	1687.500
77	Spectrogram 1	1	466.082395509	466.550100872	449.511	4104.235
78	Spectrogram 1	1	483.337382679	484.172570829	4299.674	4885.993
79	Spectrogram 1	1	490.495241062	490.873789432	449.511	3750.000
80	Spectrogram 1	1	498.310673325	499.246084053	4221.498	4514.658
81	Spectrogram 1	1	500.157688210	500.602482545	312.500	2625.000
82	Spectrogram 1	1	509.451092363	510.179797976	312.500	5687.500
83	Spectrogram 1	1	511.089052014	512.158092845	508.143	5550.489
84	Spectrogram 1	1	512.508871868	513.377467544	859.935	1211.726
85	Spectrogram 1	1	518.261805678	519.123003220	4260.586	4827.362
86	Spectrogram 1	1	526.930938335	527.482162514	3263.844	3967.427
87	Spectrogram 1	1	529.391127760	530.148224501	437.500	6750.000
88	Spectrogram 1	1	568.078854522	568.656140786	437.500	6062.500
89	Spectrogram 1	1	618.003307419	618.922014384	899.023	2521.173
90	Spectrogram 1	1	735.908482755	736.760216588	918.567	1270.358
91	Spectrogram 1	1	741.794951577	742.343846714	3937.500	5000.000
92	Spectrogram 1	1	852.246027274	853.012587723	4250.000	5125.000
93	Spectrogram 1	1	862.552048318	863.460564406	1312.500	5562.500
94	Spectrogram 1	1	872.602437941	873.370811038	1837.134	5061.889
95	Spectrogram 1	1	877.897530809	879.016682930	1934.853	5061.889
96	Spectrogram 1	1	887.051192929	887.702639685	4436.482	4944.625
97	Spectrogram 1	1	918.539393927	918.936869716	4125.000	5312.500
