Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	9.372286449	10.271338829	4137.931	5970.443
2	Spectrogram 1	1	15.548874303	17.081995202	425.500	9234.000
3	Spectrogram 1	1	17.858019361	18.577261264	648.600	6681.100
4	Spectrogram 1	1	21.567793389	22.769684464	324.300	6940.500
5	Spectrogram 1	1	22.958958649	23.999966667	713.500	7913.500
6	Spectrogram 1	1	24.153641286	26.081982702	453.202	7980.296
7	Spectrogram 1	1	27.066208465	28.078825355	518.900	7394.600
8	Spectrogram 1	1	29.488922200	30.558321346	518.900	6097.300
9	Spectrogram 1	1	31.693999790	32.507878785	389.200	6875.700
10	Spectrogram 1	1	35.148253667	37.205999188	591.133	8108.100
11	Spectrogram 1	1	43.495245229	44.526789537	1232.400	6291.900
12	Spectrogram 1	1	45.738144322	47.167164419	389.200	7848.600
13	Spectrogram 1	1	47.195555547	48.104071635	648.600	8043.200
14	Spectrogram 1	1	54.264946359	55.485764853	324.300	7005.400
15	Spectrogram 1	1	56.678229719	57.454253877	778.400	6810.800
16	Spectrogram 1	1	58.665608662	59.801253772	1037.800	7978.400
17	Spectrogram 1	1	62.271281887	63.492100381	324.300	8394.089
18	Spectrogram 1	1	66.170330100	67.779160673	389.200	8216.749
19	Spectrogram 1	1	68.785162635	69.343521481	713.500	6206.897
20	Spectrogram 1	1	72.170321767	72.842245124	324.300	6616.200
21	Spectrogram 1	1	77.569009581	78.899019046	778.400	6246.305
22	Spectrogram 1	1	80.583559293	81.974724553	648.600	7978.400
23	Spectrogram 1	1	82.788603549	83.346962395	518.900	8627.000
24	Spectrogram 1	1	83.517346661	84.567818389	1167.600	6745.900
25	Spectrogram 1	1	88.154564196	89.290209306	908.100	6291.900
26	Spectrogram 1	1	92.451088197	93.955817968	518.900	8756.800
27	Spectrogram 1	1	94.798088091	95.990515457	648.600	6745.900
28	Spectrogram 1	1	100.457386225	101.346974895	1362.200	6616.200
29	Spectrogram 1	1	102.889559503	103.570946569	259.500	7329.700
30	Spectrogram 1	1	106.126148068	106.864317390	908.100	5773.000
31	Spectrogram 1	1	107.668732676	108.586712474	389.200	7005.400
32	Spectrogram 1	1	110.451100697	111.321761948	1142.857	7394.600
33	Spectrogram 1	1	113.914818283	115.135636777	973.000	6551.400
34	Spectrogram 1	1	116.852994386	118.164023738	389.200	7645.320
35	Spectrogram 1	1	121.901343928	123.055916457	1232.400	6486.500
36	Spectrogram 1	1	123.283890444	123.842249290	1491.900	6681.100
37	Spectrogram 1	1	125.365906480	128.111330642	571.429	8709.360
38	Spectrogram 1	1	128.299656349	129.605648226	1458.128	8108.100
39	Spectrogram 1	1	129.927414340	130.949494940	454.100	6681.100
40	Spectrogram 1	1	133.296494834	134.526777037	389.200	7665.025
41	Spectrogram 1	1	135.794914077	136.883240641	1232.400	6758.621
42	Spectrogram 1	1	139.996838486	140.971600539	1753.695	7980.296
43	Spectrogram 1	1	141.974753720	143.034689156	389.200	6995.074
44	Spectrogram 1	1	143.167181086	143.536265747	1037.800	8043.200
45	Spectrogram 1	1	143.763394769	144.539418927	510.600	6638.300
46	Spectrogram 1	1	152.006285528	153.359595952	389.200	10325.123
47	Spectrogram 1	1	157.097761107	157.949494940	713.500	7459.500
48	Spectrogram 1	1	159.554531598	160.561478693	297.900	5871.921
49	Spectrogram 1	1	161.214474632	161.858006861	2187.192	5477.833
50	Spectrogram 1	1	162.778357855	163.396397086	3645.320	4295.567
51	Spectrogram 1	1	166.940056230	168.056773922	1102.700	6681.100
52	Spectrogram 1	1	168.302830363	169.145100486	518.900	6162.200
53	Spectrogram 1	1	171.482636672	172.050459227	324.300	6032.400
54	Spectrogram 1	1	172.675064038	173.242886593	454.100	5967.600
55	Spectrogram 1	1	174.397459122	175.211338118	389.200	6097.300
56	Spectrogram 1	1	180.357435528	182.867478904	324.300	7978.400
57	Spectrogram 1	1	192.016372963	193.379147095	908.100	6616.200
58	Spectrogram 1	1	195.148860726	195.820784083	324.300	6875.700
59	Spectrogram 1	1	195.953276012	196.918574356	1148.900	7957.400
60	Spectrogram 1	1	199.710368586	200.656739511	340.400	6042.600
61	Spectrogram 1	1	200.760840313	202.038441062	638.300	5914.900
62	Spectrogram 1	1	205.788620216	206.971583872	297.900	7106.400
63	Spectrogram 1	1	209.839087776	211.059906270	297.900	10723.400
64	Spectrogram 1	1	211.646656243	212.782301354	297.900	8851.100
65	Spectrogram 1	1	215.328039143	216.482611672	468.100	8638.300
66	Spectrogram 1	1	217.173462447	218.659264800	297.900	8723.400
67	Spectrogram 1	1	223.930588354	225.293362487	170.200	8638.300
68	Spectrogram 1	1	226.940047897	228.889572003	340.400	6212.800
69	Spectrogram 1	1	236.962115996	238.353281257	127.700	8255.300
70	Spectrogram 1	1	240.350123909	241.684506914	425.500	8595.700
71	Spectrogram 1	1	244.305958544	246.643494729	170.200	8978.700
72	Spectrogram 1	1	252.832798081	254.025225447	297.900	7148.900
73	Spectrogram 1	1	253.902197227	255.217652813	255.300	7787.200
74	Spectrogram 1	1	255.662447148	256.504717271	1829.800	5063.800
75	Spectrogram 1	1	258.236576065	259.504713105	1148.900	6000.000
76	Spectrogram 1	1	261.861176709	263.110386330	1234.000	7276.600
77	Spectrogram 1	1	265.608805573	266.309120058	1234.000	6851.100
78	Spectrogram 1	1	266.593031335	267.880095794	413.793	7531.900
79	Spectrogram 1	1	268.040978851	269.271261054	297.900	7872.300
80	Spectrogram 1	1	271.069365812	272.498385910	453.202	8553.200
81	Spectrogram 1	1	274.731821293	275.810684148	1477.833	7446.800
82	Spectrogram 1	1	276.141951472	276.927439340	383.000	7234.000
83	Spectrogram 1	1	287.063080284	288.435318126	492.611	8297.900
84	Spectrogram 1	1	288.558346346	289.760237421	1399.015	8468.100
85	Spectrogram 1	1	289.977902734	291.378531703	425.500	8978.700
86	Spectrogram 1	1	303.842236790	304.816998843	1280.788	6147.783
87	Spectrogram 1	1	309.634064353	310.987374777	512.315	7704.433
88	Spectrogram 1	1	317.630898672	318.293358320	1024.631	5615.764
89	Spectrogram 1	1	319.126164734	320.697140471	297.900	7546.798
90	Spectrogram 1	1	321.336983412	321.870640418	2068.966	6147.783
91	Spectrogram 1	1	329.309115891	331.069365812	553.200	7744.700
92	Spectrogram 1	1	338.072548160	339.255511817	340.400	8042.600
93	Spectrogram 1	1	340.258664997	341.611975421	297.900	9446.800
94	Spectrogram 1	1	342.908503588	343.798092258	468.100	7531.900
95	Spectrogram 1	1	351.709753194	353.328047476	340.400	8807.882
96	Spectrogram 1	1	354.170317600	355.447918349	453.202	8669.951
97	Spectrogram 1	1	355.637192534	356.621418297	383.000	9191.500
98	Spectrogram 1	1	363.350153076	364.542580442	425.500	8137.931
99	Spectrogram 1	1	364.693999790	366.009455376	433.498	8591.133
100	Spectrogram 1	1	366.274439235	368.247868898	340.400	8315.271
101	Spectrogram 1	1	368.394310108	369.123015720	340.400	6383.000
102	Spectrogram 1	1	373.921132978	375.406935331	510.600	8808.500
103	Spectrogram 1	1	377.195576380	377.810717482	340.400	8766.000
104	Spectrogram 1	1	379.873806099	380.916040251	170.200	7404.300
105	Spectrogram 1	1	380.999559066	381.643519729	2170.200	8297.900
106	Spectrogram 1	1	384.463705087	385.466858268	1182.266	4906.404
107	Spectrogram 1	1	386.290217639	387.170342600	5148.900	6340.400
108	Spectrogram 1	1	389.744471517	390.596205350	255.300	8936.200
109	Spectrogram 1	1	394.372225342	395.583580126	553.200	8851.100
110	Spectrogram 1	1	399.690829942	400.504708938	212.800	8085.100
111	Spectrogram 1	1	403.249184621	404.432148278	170.200	8638.300
112	Spectrogram 1	1	404.971579706	406.192398199	383.000	6893.600
113	Spectrogram 1	1	408.056748922	409.315422253	170.200	9531.900
114	Spectrogram 1	1	412.097752773	413.309107558	553.200	8766.000
115	Spectrogram 1	1	413.952677287	414.851729666	170.200	9276.600
116	Spectrogram 1	1	414.965294177	415.940056230	127.700	9531.900
117	Spectrogram 1	1	418.618285949	419.129326249	2000.000	3957.400
118	Spectrogram 1	1	424.769696964	425.536257413	297.900	7021.300
119	Spectrogram 1	1	425.782322187	426.880112461	374.384	7744.700
120	Spectrogram 1	1	435.719216903	436.485777353	1404.300	7063.800
121	Spectrogram 1	1	436.627732992	437.583567626	297.900	6808.500
122	Spectrogram 1	1	437.583567626	438.842240957	723.400	7446.800
123	Spectrogram 1	1	441.085140050	442.164002905	768.473	6935.961
124	Spectrogram 1	1	451.642830521	452.664911120	255.300	8425.500
125	Spectrogram 1	1	452.762378132	453.545036080	433.498	6978.700
126	Spectrogram 1	1	454.008757834	454.765854574	297.900	5914.900
127	Spectrogram 1	1	455.030838433	456.043455323	638.300	9021.300
128	Spectrogram 1	1	456.753233517	458.097080231	297.900	9063.800
129	Spectrogram 1	1	474.223240799	475.292639945	212.800	9191.500
130	Spectrogram 1	1	476.269656482	478.240700515	553.200	8468.100
131	Spectrogram 1	1	481.917273922	482.882572266	340.400	6384.236
132	Spectrogram 1	1	489.412531651	490.387293704	297.900	9361.700
133	Spectrogram 1	1	490.945652550	491.731140418	297.900	10955.665
134	Spectrogram 1	1	492.327354101	493.188551643	315.271	8723.400
135	Spectrogram 1	1	532.926741798	533.721693375	468.100	9276.600
