Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	4.810689866	5.846324490	5176.000	5552.000
2	Spectrogram 1	1	5.244988257	5.913139627	1488.000	4432.000
3	Spectrogram 1	1	13.663695523	14.164809051	4352.000	4816.000
4	Spectrogram 1	1	133.780718118	135.083613290	4704.000	5376.000
5	Spectrogram 1	1	188.519082022	189.053603118	2448.000	3072.000
6	Spectrogram 1	1	352.533773912	353.034887439	3296.000	3776.000
7	Spectrogram 1	1	410.646310510	411.080608901	4432.000	4896.000
8	Spectrogram 1	1	446.225463580	446.927022518	4064.000	4288.000
9	Spectrogram 1	1	480.267823456	480.902567258	4032.000	4304.000
10	Spectrogram 1	1	481.136420237	481.837979176	1600.000	3811.075
11	Spectrogram 1	1	481.604126197	482.238869999	5200.000	5392.000
12	Spectrogram 1	1	516.047381729	516.682125531	2624.000	3216.000
13	Spectrogram 1	1	802.656256911	803.391223418	3408.000	3936.000
14	Spectrogram 1	1	811.809930684	813.046010719	5120.000	5312.000
15	Spectrogram 1	1	825.005953360	825.507066887	832.000	3936.000
16	Spectrogram 1	1	872.758705341	873.560485964	1563.518	4749.186
17	Spectrogram 1	1	876.487113823	877.355710604	5264.000	5536.000
18	Spectrogram 1	1	880.095131223	880.830097730	1384.000	5570.033
19	Spectrogram 1	1	882.233215608	883.101812389	1485.342	4338.762
20	Spectrogram 1	1	885.239896774	885.841233007	1536.000	2080.000
21	Spectrogram 1	1	897.133028441	897.867994949	4064.000	4688.000
22	Spectrogram 1	1	930.741081907	931.242195435	2048.000	3312.000
23	Spectrogram 1	1	935.317967637	935.952711439	3888.000	4736.000
24	Spectrogram 1	1	996.483665321	997.402372286	2130.293	4006.515
25	Spectrogram 1	1	1093.736888824	1094.538670468	3968.000	4720.000
26	Spectrogram 1	1	1158.734221766	1159.850586871	2560.000	4358.306
27	Spectrogram 1	1	1164.179648501	1164.764280206	2071.661	3478.827
28	Spectrogram 1	1	1209.025986382	1209.861174531	1563.518	4749.186
29	Spectrogram 1	1	1316.097985100	1317.200434861	1936.000	4720.000
30	Spectrogram 1	1	1325.218251305	1326.053440517	2032.000	3232.000
31	Spectrogram 1	1	1334.839673200	1335.608047276	1968.000	3424.000
32	Spectrogram 1	1	1335.875307824	1336.409828920	2240.000	2912.000
33	Spectrogram 1	1	1376.599214569	1377.367588645	3120.000	3712.000
34	Spectrogram 1	1	1390.229502524	1390.931061463	2432.000	3504.000
35	Spectrogram 1	1	1410.975643865	1411.944463352	2944.000	3696.000
36	Spectrogram 1	1	1429.550251961	1430.838895903	1563.518	3920.000
37	Spectrogram 1	1	1445.485678652	1446.254052728	1872.000	3728.000
38	Spectrogram 1	1	1446.888818073	1447.556969444	1712.000	3536.000
