Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	17.822915112	18.975474759	2304.636	5961.700
2	Spectrogram 1	1	42.570689160	43.380457704	1801.900	3377.483
3	Spectrogram 1	1	73.597731518	74.077923116	2185.300	2960.265
4	Spectrogram 1	1	80.776132076	81.377467544	9397.351	10152.318
5	Spectrogram 1	1	159.995241853	160.843570804	9623.000	9929.700
6	Spectrogram 1	1	169.099099272	169.583508398	9695.364	10152.318
7	Spectrogram 1	1	170.830716177	171.640484721	8108.600	8664.500
8	Spectrogram 1	1	170.919809438	171.471033616	1966.887	3397.351
9	Spectrogram 1	1	175.910142504	176.874152675	6824.300	7169.300
10	Spectrogram 1	1	185.627365030	186.745616828	5444.100	5846.600
11	Spectrogram 1	1	186.282891946	187.131220897	8626.200	9162.900
12	Spectrogram 1	1	187.131220897	187.940989441	8204.500	8396.200
13	Spectrogram 1	1	187.246902117	188.210912289	695.364	4466.500
14	Spectrogram 1	1	207.156990372	208.025586048	556.291	9516.556
15	Spectrogram 1	1	208.142512389	208.526698937	496.689	1390.728
16	Spectrogram 1	1	250.550083496	251.542073388	456.954	6000.000
17	Spectrogram 1	1	275.142891025	276.068340790	8166.100	9795.500
18	Spectrogram 1	1	275.258572246	275.991219976	2338.700	2913.700
19	Spectrogram 1	1	323.371990612	324.181759156	5635.800	5846.600
20	Spectrogram 1	1	334.053223309	334.901552259	5597.400	5923.300
21	Spectrogram 1	1	350.425335677	351.060078670	10192.053	10549.669
22	Spectrogram 1	1	366.733660260	367.427747584	364.200	1111.800
23	Spectrogram 1	1	366.965022701	367.774791245	8626.200	8856.200
