Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	28.731661903	29.663499587	4732.400	5408.500
2	Spectrogram 1	1	36.548744691	37.584119895	4309.900	5070.400
3	Spectrogram 1	1	46.177734086	47.834334412	4309.900	5281.700
4	Spectrogram 1	1	66.511151901	67.546527105	5577.500	6633.800
5	Spectrogram 1	1	67.339452064	68.012445947	4352.100	4859.200
6	Spectrogram 1	1	71.273877839	71.946871721	2957.700	4521.100
7	Spectrogram 1	1	71.480952879	72.205715522	4478.900	5154.900
8	Spectrogram 1	1	78.003816663	79.890832637	4412.758	5366.200
9	Spectrogram 1	1	116.335177733	116.858165727	3253.500	4255.159
10	Spectrogram 1	1	137.969363205	138.740571342	5347.150	6176.166
11	Spectrogram 1	1	173.248193857	174.597808097	5326.425	5761.658
12	Spectrogram 1	1	189.829168802	190.716058159	5450.777	5948.187
13	Spectrogram 1	1	190.176212463	190.908860193	1616.580	4030.019
14	Spectrogram 1	1	250.294276475	251.605330308	5512.953	5844.560
15	Spectrogram 1	1	272.475910616	273.770129621	5070.400	5746.500
16	Spectrogram 1	1	272.684054774	273.339581690	1886.010	3647.668
17	Spectrogram 1	1	380.785786546	381.510549189	2323.900	3676.100
18	Spectrogram 1	1	396.451129094	397.607941299	5740.933	6445.596
19	Spectrogram 1	1	396.798172756	398.032105775	2217.617	3233.161
20	Spectrogram 1	1	455.447233644	456.606527198	4267.600	5112.700
21	Spectrogram 1	1	464.544469478	465.007194360	4601.036	5139.896
22	Spectrogram 1	1	466.742412668	467.590741619	4414.508	4683.938
23	Spectrogram 1	1	476.459635194	477.230843331	4207.254	4373.057
24	Spectrogram 1	1	482.889876084	484.598245170	4563.400	5699.482
25	Spectrogram 1	1	518.644520029	520.404657875	5154.900	5619.700
26	Spectrogram 1	1	535.106985768	537.115384164	4309.900	5673.111
27	Spectrogram 1	1	540.585812463	542.302843434	4310.881	5098.446
28	Spectrogram 1	1	572.012544044	574.017685200	4891.192	5347.150
29	Spectrogram 1	1	574.981695372	576.061386763	4207.254	5305.699
30	Spectrogram 1	1	584.583236677	586.626938240	4393.782	5222.798
31	Spectrogram 1	1	595.431790660	596.280119610	3295.337	4103.627
32	Spectrogram 1	1	606.305825391	608.002483292	4518.135	5616.580
33	Spectrogram 1	1	632.236029957	633.894127451	4331.606	5305.699
34	Spectrogram 1	1	639.369705224	640.719319463	4227.979	5699.482
35	Spectrogram 1	1	641.991812889	643.688470791	4352.332	5533.679
36	Spectrogram 1	1	652.557364366	653.752736978	4538.860	5637.306
37	Spectrogram 1	1	659.691039632	661.233455906	4290.155	5471.503
38	Spectrogram 1	1	663.971244793	665.629342287	4808.290	5886.010
39	Spectrogram 1	1	667.210318968	668.752735242	4310.881	5284.974
40	Spectrogram 1	1	671.066359653	671.991809417	4601.036	5595.855
41	Spectrogram 1	1	674.844876206	675.500403123	5699.482	5948.187
42	Spectrogram 1	1	675.963128005	676.464413294	4518.135	5098.446
43	Spectrogram 1	1	677.119940210	678.662356484	4829.016	5533.679
44	Spectrogram 1	1	677.968269161	679.433564621	4227.979	5367.876
45	Spectrogram 1	1	682.017111880	683.675209374	4165.803	5347.150
46	Spectrogram 1	1	687.839733314	689.574951622	4455.959	5699.482
47	Spectrogram 1	1	697.595516247	699.292174148	4580.311	5305.699
48	Spectrogram 1	1	712.787967798	714.407504886	4124.352	5243.523
49	Spectrogram 1	1	718.996193301	720.114445099	4352.332	5740.933
50	Spectrogram 1	1	725.281539617	726.823955891	4373.057	5492.228
51	Spectrogram 1	1	732.819695838	734.535633943	4331.606	5264.249
52	Spectrogram 1	1	768.445036030	769.254804574	4994.819	5367.876
53	Spectrogram 1	1	800.969070167	801.624597083	5119.171	5533.679
54	Spectrogram 1	1	890.052378820	891.247751433	4310.881	5305.699
55	Spectrogram 1	1	961.996852352	962.613818861	4290.155	4559.585
56	Spectrogram 1	1	1004.385930615	1005.402389361	611.599	5181.347
57	Spectrogram 1	1	1015.880087298	1017.538184793	4393.782	5326.425
58	Spectrogram 1	1	1020.430215306	1021.548467105	4310.881	5243.523
59	Spectrogram 1	1	1091.502658519	1092.775151945	4310.881	5554.404
60	Spectrogram 1	1	1141.451007158	1142.183654888	4518.135	5637.306
61	Spectrogram 1	1	1163.543820110	1164.145155577	4041.451	6031.088
62	Spectrogram 1	1	1163.586111322	1164.203077831	518.135	1098.446
63	Spectrogram 1	1	1258.031041336	1258.609447439	4435.233	5119.171
64	Spectrogram 1	1	1260.576028188	1261.843207916	506.151	5616.580
65	Spectrogram 1	1	1288.977766694	1290.751545409	2963.731	5906.736
66	Spectrogram 1	1	1291.754115987	1292.409642903	4414.508	4829.016
67	Spectrogram 1	1	1297.885220676	1299.967482646	4373.057	5367.876
68	Spectrogram 1	1	1366.955972351	1368.151344963	4248.705	5388.601
69	Spectrogram 1	1	1368.652630252	1369.886563271	5056.995	5554.404
70	Spectrogram 1	1	1373.781164363	1375.940547147	4393.782	5367.876
71	Spectrogram 1	1	1393.555535556	1394.982270609	4994.819	5886.010
72	Spectrogram 1	1	1399.817180504	1400.618258352	1644.991	4746.114
73	Spectrogram 1	1	1403.691750742	1404.176159869	1940.246	4660.808
74	Spectrogram 1	1	1409.225919775	1410.421292387	455.959	5036.269
75	Spectrogram 1	1	1411.231060931	1413.930289410	4393.782	5616.580
76	Spectrogram 1	1	1414.740057954	1418.210494571	1678.756	5782.383
77	Spectrogram 1	1	1439.785501289	1440.749511460	1575.130	3170.984
78	Spectrogram 1	1	1439.862622103	1440.749511460	4393.782	5533.679
79	Spectrogram 1	1	1441.636400818	1443.795783601	1658.031	5264.249
80	Spectrogram 1	1	1454.194986537	1455.506040370	1575.130	2445.596
81	Spectrogram 1	1	1458.937916579	1459.709124716	4704.663	5699.482
82	Spectrogram 1	1	1462.871078078	1464.374933945	5015.544	5699.482
83	Spectrogram 1	1	1467.459766493	1469.002182767	4124.352	5305.699
84	Spectrogram 1	1	1482.543196456	1483.352964999	1803.109	2880.829
85	Spectrogram 1	1	1484.818260460	1485.666589410	601.036	932.642
86	Spectrogram 1	1	1485.460123840	1486.161681886	2783.831	5188.049
87	Spectrogram 1	1	1506.785694591	1508.173869237	4373.057	5637.306
88	Spectrogram 1	1	1515.654588166	1516.194433862	2652.850	5139.896
89	Spectrogram 1	1	1516.695719151	1517.351246067	4746.114	5222.798
90	Spectrogram 1	1	1518.546618679	1520.200685110	373.057	6113.990
91	Spectrogram 1	1	1531.626058997	1532.077060598	2024.605	4766.257
92	Spectrogram 1	1	1545.814272782	1546.231866857	674.868	4766.257
93	Spectrogram 1	1	1547.410972926	1548.914828793	2279.793	4621.762
94	Spectrogram 1	1	1561.855863138	1562.472829647	2341.969	3564.767
95	Spectrogram 1	1	1567.524242944	1568.950977998	1222.798	4725.389
96	Spectrogram 1	1	1569.220900846	1570.146350610	5284.974	5989.637
97	Spectrogram 1	1	1593.449970575	1593.835574644	4683.938	5056.995
98	Spectrogram 1	1	1601.701897641	1602.704468219	2735.751	4787.565
99	Spectrogram 1	1	1634.960413459	1635.770182002	2051.813	5202.073
100	Spectrogram 1	1	1669.448994942	1669.699551387	2130.053	4133.568
101	Spectrogram 1	1	1703.767956489	1704.809087473	4248.705	5222.798
102	Spectrogram 1	1	1704.151835748	1705.000164698	269.430	2445.596
103	Spectrogram 1	1	1719.151834012	1720.347206624	331.606	2963.731
104	Spectrogram 1	1	1719.306075639	1720.038723369	5347.150	5906.736
105	Spectrogram 1	1	1746.083178522	1746.892947066	476.684	2487.047
106	Spectrogram 1	1	1762.008626550	1762.856955501	497.409	2466.321
