Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	4.059014407	4.626942349	579.3	3827.6
2	Spectrogram 1	1	5.128055238	5.562353076	558.6	5006.9
3	Spectrogram 1	1	7.232729375	8.084621288	1986.2	4675.9
4	Spectrogram 1	1	24.922014384	25.723795007	703.6	5452.8
5	Spectrogram 1	1	40.680381890	41.999979167	762.2	5394.1
6	Spectrogram 1	1	75.230482763	75.898633282	586.3	6078.2
7	Spectrogram 1	1	77.652528396	78.237160101	2775.2	5355.0
8	Spectrogram 1	1	120.227154510	120.912008793	3263.8	5257.3
9	Spectrogram 1	1	386.335177733	388.272814240	1891.7	5560.5
10	Spectrogram 1	1	390.327377088	391.112453949	3114.6	6038.2
11	Spectrogram 1	1	392.933164115	394.135835050	4280.3	5312.1
12	Spectrogram 1	1	400.850747773	401.736047211	1987.3	5063.7
13	Spectrogram 1	1	422.973248979	424.643625278	4299.4	5254.8
14	Spectrogram 1	1	449.338505986	450.858548418	4452.2	4872.6
15	Spectrogram 1	1	469.523370685	471.227154510	1834.4	5293.0
16	Spectrogram 1	1	472.580159312	473.632496381	3229.3	5254.8
17	Spectrogram 1	1	535.600191328	536.435379478	2789.8	6000.0
18	Spectrogram 1	1	539.124685319	539.893058417	1758.0	5465.0
19	Spectrogram 1	1	544.276163326	544.994425135	1299.4	5273.9
20	Spectrogram 1	1	550.840742182	551.592411516	1758.0	4127.4
21	Spectrogram 1	1	552.193746984	552.527822244	1834.4	3687.9
22	Spectrogram 1	1	555.334054427	556.002204946	1261.1	4968.2
23	Spectrogram 1	1	565.857425111	566.776132076	1127.4	6324.8
24	Spectrogram 1	1	570.674827858	571.443200956	1222.9	4242.0
25	Spectrogram 1	1	578.959894302	579.711563637	1280.3	5541.4
26	Spectrogram 1	1	586.276142493	587.562332243	1261.1	5522.3
27	Spectrogram 1	1	594.694839040	595.530027190	1490.4	4089.2
28	Spectrogram 1	1	602.502215363	603.203773409	1203.8	3898.1
29	Spectrogram 1	1	610.403095258	611.154764593	1566.9	5312.1
30	Spectrogram 1	1	622.028914300	622.697064820	802.5	5331.2
31	Spectrogram 1	1	632.976598065	633.795082452	1242.0	5140.1
32	Spectrogram 1	1	647.542279394	648.577912700	1222.9	5904.5
33	Spectrogram 1	1	669.080148896	670.216004779	1337.6	5445.9
34	Spectrogram 1	1	823.697085653	824.248309832	1203.8	3019.1
35	Spectrogram 1	1	834.187048812	834.972125673	1051.0	3726.1
36	Spectrogram 1	1	840.324048835	841.393089667	1031.8	5904.5
37	Spectrogram 1	1	854.004430726	854.806211349	2216.6	4987.3
38	Spectrogram 1	1	866.221600478	866.839639709	1242.0	4949.0
39	Spectrogram 1	1	901.590185737	902.241632494	458.6	4624.2
40	Spectrogram 1	1	924.965469168	926.151436340	1280.3	5923.6
41	Spectrogram 1	1	947.405341871	949.109125696	439.5	5350.3
42	Spectrogram 1	1	954.638071246	955.957668523	1051.0	5388.5
43	Spectrogram 1	1	959.615792618	960.417573241	5254.8	5636.9
44	Spectrogram 1	1	970.640276192	971.776132076	4394.9	4949.0
45	Spectrogram 1	1	971.475464342	972.293948729	1203.8	3038.2
46	Spectrogram 1	1	972.728246566	974.097955132	1853.5	5636.9
47	Spectrogram 1	1	974.405341871	975.591309043	573.2	5350.3
48	Spectrogram 1	1	978.146984781	979.266136901	3095.5	5140.1
49	Spectrogram 1	1	982.840742182	984.243858273	4394.9	5732.5
50	Spectrogram 1	1	984.878601267	986.749422722	2694.3	5388.5
51	Spectrogram 1	1	1014.400869478	1015.403095258	1242.0	5636.9
52	Spectrogram 1	1	1025.107981556	1025.776132076	3363.1	3974.5
53	Spectrogram 1	1	1032.447652515	1033.750546028	2178.3	5426.8
54	Spectrogram 1	1	1034.084621288	1035.036735779	1203.8	5713.4
55	Spectrogram 1	1	1042.085723761	1042.870800622	649.7	5388.5
56	Spectrogram 1	1	1082.087970374	1083.240530020	1203.8	5350.3
57	Spectrogram 1	1	1086.364133700	1087.600212161	764.3	5503.2
58	Spectrogram 1	1	1095.835167316	1096.954319437	668.8	5694.3
59	Spectrogram 1	1	1102.149189727	1103.368564426	2350.3	5465.0
60	Spectrogram 1	1	1106.224907897	1108.596842242	764.3	5522.3
61	Spectrogram 1	1	1112.528945550	1113.247207359	1203.8	5044.6
62	Spectrogram 1	1	1123.219353865	1124.071245778	1280.3	4968.2
63	Spectrogram 1	1	1129.783932721	1131.136937523	1700.6	5426.8
64	Spectrogram 1	1	1134.995506774	1135.496619664	1222.9	4815.3
65	Spectrogram 1	1	1136.505564449	1137.808457962	1280.3	5541.4
66	Spectrogram 1	1	1142.368585259	1143.053439542	879.0	4528.7
67	Spectrogram 1	1	1150.954319437	1151.655877482	2101.9	4872.6
68	Spectrogram 1	1	1154.963222555	1155.614669311	3573.2	4222.9
69	Spectrogram 1	1	1168.850768606	1169.602437941	1891.7	5388.5
70	Spectrogram 1	1	1196.385289022	1197.738293824	1375.8	5560.5
71	Spectrogram 1	1	1211.084600455	1212.454309020	2331.2	5617.8
72	Spectrogram 1	1	1214.425353053	1215.778357855	2254.8	5694.3
73	Spectrogram 1	1	1229.114679728	1230.417573241	2197.5	5465.0
74	Spectrogram 1	1	1240.239385881	1241.525575631	1242.0	5694.3
75	Spectrogram 1	1	1254.861897504	1255.947642098	2121.0	5254.8
76	Spectrogram 1	1	1260.307324239	1261.760551619	783.4	5675.2
77	Spectrogram 1	1	1279.740519604	1280.809560435	2273.9	5598.7
78	Spectrogram 1	1	1286.672581245	1287.942067233	343.9	5656.1
79	Spectrogram 1	1	1371.230482763	1371.865225756	1987.3	3668.8
80	Spectrogram 1	1	1373.886381078	1375.072348251	1261.1	5751.6
81	Spectrogram 1	1	1655.335177733	1656.187069646	4681.5	4987.3
82	Spectrogram 1	1	1659.611341059	1660.981049624	1929.9	5159.2
83	Spectrogram 1	1	1757.555675738	1759.059014407	1738.9	5522.3
84	Spectrogram 1	1	1760.545649313	1761.080169729	3439.5	4872.6
85	Spectrogram 1	1	1889.007758978	1889.592390683	630.6	3687.9
86	Spectrogram 1	1	1931.732718959	1932.283943138	668.8	3095.5
87	Spectrogram 1	1	1933.954319437	1934.772803823	382.2	2656.1
88	Spectrogram 1	1	1951.483285820	1951.900879895	668.8	2923.6
89	Spectrogram 1	1	2181.096852659	2181.380816630	3248.4	3726.1
90	Spectrogram 1	1	2320.373015985	2320.690387481	592.4	3458.6
91	Spectrogram 1	1	2337.751648501	2338.503317836	4834.4	5312.1
92	Spectrogram 1	1	2343.163667711	2345.151415507	2235.7	5388.5
93	Spectrogram 1	1	2535.053418708	2536.473238563	1929.9	5369.4
94	Spectrogram 1	1	2547.587959957	2548.556778211	1738.9	4949.0
95	Spectrogram 1	1	2561.218230559	2561.903084841	687.9	2808.9
96	Spectrogram 1	1	2565.511097648	2566.279470745	1891.7	5063.7
97	Spectrogram 1	1	2568.708235384	2570.562353076	4452.2	5293.0
98	Spectrogram 1	1	2596.844091268	2598.046762203	668.8	4853.5
99	Spectrogram 1	1	2610.875252181	2612.077923116	515.9	6019.1
100	Spectrogram 1	1	2622.624716569	2624.244981579	4375.8	5656.1
101	Spectrogram 1	1	2803.867451536	2804.936492367	592.4	5273.9
102	Spectrogram 1	1	2808.060096047	2809.346285797	477.7	5369.4
103	Spectrogram 1	1	2828.896407503	2829.731595652	2044.6	5121.0
104	Spectrogram 1	1	2869.950991184	2870.619141704	439.5	2694.3
105	Spectrogram 1	1	2883.898633282	2885.034489166	458.6	2751.6
106	Spectrogram 1	1	2925.554552431	2926.356333055	554.1	2732.5
107	Spectrogram 1	1	3116.842967961	3117.761674926	3229.3	4949.0
108	Spectrogram 1	1	3130.139163303	3131.024462741	764.3	3343.9
109	Spectrogram 1	1	3271.777276216	3272.562353076	573.2	2923.6
110	Spectrogram 1	1	3746.913111266	3747.831818230	1528.7	2560.5
111	Spectrogram 1	1	3762.203773409	3763.423148107	1910.8	5503.2
112	Spectrogram 1	1	3781.971044033	3782.789528420	1433.1	3248.4
113	Spectrogram 1	1	3794.482162514	3795.016682930	1471.3	3955.4
114	Spectrogram 1	1	3796.787281807	3797.639173719	1433.1	4700.6
115	Spectrogram 1	1	3821.682607670	3822.584610871	1681.5	3267.5
