Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	39.277265799	40.229380290	2301.6	3009.8
2	Spectrogram 1	1	51.404197731	52.289497170	1337.7	5095.1
3	Spectrogram 1	1	113.027832661	114.180392307	1967.2	3619.7
4	Spectrogram 1	1	115.199321849	116.051213762	2537.7	3167.2
5	Spectrogram 1	1	170.218251392	171.103550831	1731.1	5193.4
6	Spectrogram 1	1	181.109104863	181.860774197	452.5	3600.0
7	Spectrogram 1	1	190.095729352	190.864102450	491.8	3186.9
8	Spectrogram 1	1	200.442077649	201.243858273	2045.9	2537.7
9	Spectrogram 1	1	211.149189727	212.001081640	393.4	5390.2
10	Spectrogram 1	1	217.229359456	217.797287398	1829.5	2498.4
11	Spectrogram 1	1	235.576810226	237.380816630	2045.9	2518.0
12	Spectrogram 1	1	244.971044033	246.324048835	1219.7	2459.0
13	Spectrogram 1	1	250.433174531	250.967694947	1849.2	2714.8
14	Spectrogram 1	1	528.467684530	529.269465154	1947.5	5272.1
15	Spectrogram 1	1	3489.063465966	3489.731616486	570.5	3304.9
16	Spectrogram 1	1	3532.800636484	3533.452083241	491.8	2596.7
17	Spectrogram 1	1	3553.302872680	3554.037838252	511.5	2478.7
18	Spectrogram 1	1	3583.810662908	3584.512220954	472.1	2616.4
