Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	44.709960814	45.172685697	2081.000	2489.500
2	Spectrogram 1	1	46.445179123	46.827366671	1906.000	2539.683
3	Spectrogram 1	1	61.285016382	61.709180857	2022.700	2917.300
4	Spectrogram 1	1	65.449540321	66.220748458	2664.500	2975.700
5	Spectrogram 1	1	66.259308865	66.683473341	2178.300	2470.000
6	Spectrogram 1	1	69.035658158	69.498383040	1906.000	2197.700
7	Spectrogram 1	1	113.296725040	113.836570736	2022.700	2489.500
8	Spectrogram 1	1	118.618061185	119.080786067	1983.800	2411.700
9	Spectrogram 1	1	122.975387159	123.438112041	1964.300	2392.200
10	Spectrogram 1	1	146.158588600	146.736994702	761.905	3150.700
11	Spectrogram 1	1	153.253703460	153.754988749	1375.661	2372.800
12	Spectrogram 1	1	176.272604496	176.773889785	1825.200	2990.300
13	Spectrogram 1	1	183.174917322	183.907565052	1087.400	2582.500
14	Spectrogram 1	1	218.956566050	219.511481448	2433.862	3786.400
15	Spectrogram 1	1	621.858958683	622.244562752	1941.700	2640.800
16	Spectrogram 1	1	655.099074911	655.638920606	2038.800	2543.700
17	Spectrogram 1	1	722.532277477	723.110683580	2019.400	3576.720
18	Spectrogram 1	1	746.461585097	746.853691599	1798.942	2962.963
19	Spectrogram 1	1	764.117462579	764.861296319	1185.185	5009.700
