Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	13.843186058	14.730075416	2147.000	2453.700
2	Spectrogram 1	1	29.652952866	30.655523444	2031.900	2415.300
3	Spectrogram 1	1	45.655521708	46.966575541	2070.300	4773.200
4	Spectrogram 1	1	59.634375496	60.791187702	2012.800	4639.000
5	Spectrogram 1	1	62.067917525	62.385289022	550.085	4461.800
6	Spectrogram 1	1	65.391966360	66.126931932	1936.100	3707.980
7	Spectrogram 1	1	441.354107275	442.621513110	876.061	4773.200
8	Spectrogram 1	1	445.089379149	446.747476643	2089.500	4811.500
9	Spectrogram 1	1	447.942849255	449.138221868	364.200	3524.618
10	Spectrogram 1	1	458.739763173	460.359300261	977.600	4696.500
11	Spectrogram 1	1	855.036323511	856.193135716	977.600	4811.500
12	Spectrogram 1	1	898.098901076	899.234955155	958.500	4524.000
13	Spectrogram 1	1	905.733861632	906.929234245	2070.300	2357.800
14	Spectrogram 1	1	913.677305443	914.988359276	1169.300	2971.200
15	Spectrogram 1	1	916.740498770	917.959873469	977.600	4581.500
16	Spectrogram 1	1	920.502497455	921.697870067	2070.300	3412.100
17	Spectrogram 1	1	922.507638611	924.011494478	2089.500	2472.800
18	Spectrogram 1	1	925.283987904	926.787843771	402.600	3680.500
19	Spectrogram 1	1	928.253139232	929.949797133	2012.800	4773.200
20	Spectrogram 1	1	930.451082422	931.839257068	498.400	2664.500
21	Spectrogram 1	1	941.016583786	943.060285349	996.800	4529.801
22	Spectrogram 1	1	953.163111943	954.705528217	1035.100	4888.200
23	Spectrogram 1	1	959.139975004	961.183676567	498.400	2511.200
24	Spectrogram 1	1	970.291558530	972.026776838	996.800	4600.600
25	Spectrogram 1	1	982.245284652	984.828831911	613.400	4811.500
26	Spectrogram 1	1	994.931658505	996.088470711	1016.000	4600.600
27	Spectrogram 1	1	1005.461718144	1007.004134418	498.400	5060.700
28	Spectrogram 1	1	1011.554262426	1012.903876665	2012.800	4811.500
29	Spectrogram 1	1	1022.668781836	1024.018396075	843.500	4792.300
30	Spectrogram 1	1	1035.017831315	1035.485536679	596.026	4509.934
31	Spectrogram 1	1	1040.329448172	1041.601941598	913.907	5482.400
32	Spectrogram 1	1	1058.536097342	1059.924271988	2051.100	4639.000
33	Spectrogram 1	1	1083.234715541	1084.584329781	843.500	4677.300
34	Spectrogram 1	1	1102.548780931	1103.936955577	440.900	5846.600
35	Spectrogram 1	1	1256.475322107	1257.281742437	2801.325	4984.000
36	Spectrogram 1	1	1264.380205511	1265.506712834	1226.800	4450.331
37	Spectrogram 1	1	1527.670089939	1528.364177262	2026.490	5145.695
38	Spectrogram 1	1	1535.729214970	1536.500423107	1169.300	2166.100
39	Spectrogram 1	1	1552.842268600	1553.729157957	1878.600	2511.200
40	Spectrogram 1	1	1851.792678882	1852.563887019	1629.400	2319.500
41	Spectrogram 1	1	4100.213010398	4102.372393181	2006.623	4274.800
42	Spectrogram 1	1	4105.418665322	4106.845400376	1993.600	4715.700
43	Spectrogram 1	1	4109.004783159	4110.084474551	1974.400	2185.300
44	Spectrogram 1	1	4121.774581901	4126.710313978	1476.000	5712.500
45	Spectrogram 1	1	4136.851700979	4138.394117253	1476.000	4408.900
46	Spectrogram 1	1	4148.962820767	4150.505237041	1476.000	4083.100
47	Spectrogram 1	1	4167.340600813	4168.613094239	1437.700	4178.900
48	Spectrogram 1	1	4172.546255737	4173.471705501	2051.100	5559.100
49	Spectrogram 1	1	4180.798182803	4182.032115822	2031.900	4504.800
50	Spectrogram 1	1	4182.494840704	4183.921575757	1456.900	3948.900
51	Spectrogram 1	1	4206.669298905	4208.110891250	1265.200	4083.100
52	Spectrogram 1	1	4212.738140072	4213.534545495	2127.800	3853.000
53	Spectrogram 1	1	4397.431521348	4398.742575181	1916.900	5789.100
54	Spectrogram 1	1	4417.290130875	4418.061339012	2396.200	2607.000
55	Spectrogram 1	1	4418.986788776	4420.143600981	5635.800	5885.000
56	Spectrogram 1	1	4673.688371118	4674.845183323	1706.100	2952.100
57	Spectrogram 1	1	5480.752563410	5483.297550262	1172.185	3067.100
58	Spectrogram 1	1	5496.562330217	5498.490350560	958.500	2511.200
59	Spectrogram 1	1	5510.940580061	5512.984281624	1629.400	2472.800
60	Spectrogram 1	1	5522.971426997	5524.552403678	1380.200	3814.700
