Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	4.245038827	5.021570319	3210.000	5220.000
2	Spectrogram 1	1	7.377049180	8.257118205	2100.000	4860.000
3	Spectrogram 1	1	9.861949957	10.289518003	2010.000	4560.000
4	Spectrogram 1	1	13.899913719	14.521138913	2040.000	5070.000
5	Spectrogram 1	1	19.542709232	20.319240725	2100.000	4770.000
6	Spectrogram 1	1	26.479727385	27.100952579	2100.000	3690.000
7	Spectrogram 1	1	30.828312804	31.449537998	1950.000	5160.000
8	Spectrogram 1	1	36.108734179	36.652306224	2070.000	4824.957
9	Spectrogram 1	1	38.041187338	38.541866189	3300.000	4887.348
10	Spectrogram 1	1	43.045761426	44.029367984	2490.000	4590.000
11	Spectrogram 1	1	45.918927949	46.617806293	2010.000	3660.000
12	Spectrogram 1	1	52.959480149	53.632474110	570.000	4800.000
13	Spectrogram 1	1	55.910314457	56.971574164	2040.000	2820.000
14	Spectrogram 1	1	56.117374886	56.738600080	3450.000	4620.000
15	Spectrogram 1	1	59.974162602	60.569503413	1890.000	4950.000
16	Spectrogram 1	1	63.675629384	64.503929643	3300.000	4770.000
17	Spectrogram 1	1	64.478045259	66.238183309	2160.000	3330.000
18	Spectrogram 1	1	66.885292887	67.868899444	1620.000	4950.000
19	Spectrogram 1	1	68.050090126	68.619546554	4170.000	4620.000
20	Spectrogram 1	1	69.033701632	69.551389293	1850.953	4470.000
21	Spectrogram 1	1	69.577273676	70.327920786	1890.000	2610.000
22	Spectrogram 1	1	70.534995851	71.233874194	1950.000	3420.000
23	Spectrogram 1	1	74.236462632	74.831803443	1830.000	4950.000
24	Spectrogram 1	1	79.361586513	80.060464857	3870.000	4680.000
25	Spectrogram 1	1	87.282207739	87.903432933	1860.000	3840.000
26	Spectrogram 1	1	93.442709580	94.115703541	4350.000	4680.000
27	Spectrogram 1	1	111.251175855	113.088967054	1620.000	5520.000
28	Spectrogram 1	1	121.734364503	122.122630250	1950.000	4560.000
29	Spectrogram 1	1	122.743855444	123.209774339	3180.000	5310.000
30	Spectrogram 1	1	126.057056479	126.626512907	2220.000	2790.000
31	Spectrogram 1	1	148.997753387	149.948374385	1950.000	3810.000
32	Spectrogram 1	1	150.724905877	151.346131071	3990.000	4590.000
33	Spectrogram 1	1	151.941471883	152.588581460	1890.000	4770.000
34	Spectrogram 1	1	152.925078440	153.442766102	4140.000	4680.000
35	Spectrogram 1	1	155.642938664	156.626545222	3210.000	4860.000
36	Spectrogram 1	1	160.612749057	160.923361654	1620.000	4560.000
37	Spectrogram 1	1	164.055372008	164.702481585	1170.000	5250.000
38	Spectrogram 1	1	181.656772092	182.252112903	3210.000	3540.000
39	Spectrogram 1	1	185.513545172	186.005348451	1950.000	2880.000
40	Spectrogram 1	1	188.490249228	188.904399357	1788.562	4470.000
41	Spectrogram 1	1	190.612768641	191.415184517	1980.000	5190.000
42	Spectrogram 1	1	229.801764979	230.345337024	1980.000	2970.000
43	Spectrogram 1	1	238.706007432	239.171926327	3240.000	4590.000
44	Spectrogram 1	1	241.553289572	242.122745999	3180.000	4560.000
45	Spectrogram 1	1	254.236652618	254.754340279	3360.000	3870.000
46	Spectrogram 1	1	256.074443817	256.592131479	1830.000	5130.000
47	Spectrogram 1	1	334.478334012	334.996021674	4020.000	4350.000
48	Spectrogram 1	1	403.203663932	403.954311042	3630.000	5640.000
49	Spectrogram 1	1	405.714449092	406.723940032	1170.000	5580.000
50	Spectrogram 1	1	409.338262724	410.166562983	1200.000	5124.300
51	Spectrogram 1	1	412.729116909	413.272688953	1654.100	5189.200
52	Spectrogram 1	1	422.811099048	423.458208625	3108.800	4507.800
