Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	34.389934445	35.431065430	2051.100	5616.600
2	Spectrogram 1	1	36.587877636	37.551887807	1092.700	1399.400
3	Spectrogram 1	1	165.655273523	166.195119219	3511.706	5635.800
4	Spectrogram 1	1	169.349655716	169.650323450	3451.505	5739.130
5	Spectrogram 1	1	174.561229770	175.064012794	651.800	1364.548
6	Spectrogram 1	1	187.981749088	188.483034377	651.800	1380.200
7	Spectrogram 1	1	267.525833671	267.949998147	594.200	1303.500
8	Spectrogram 1	1	296.291897180	296.831742876	383.400	958.500
9	Spectrogram 1	1	315.147936129	315.919144265	440.900	2809.365
10	Spectrogram 1	1	342.270686740	343.427498945	460.100	1399.400
11	Spectrogram 1	1	346.975056375	347.360660444	670.900	1514.400
12	Spectrogram 1	1	352.142150893	352.643436182	2207.358	4734.800
13	Spectrogram 1	1	354.031610829	354.879939779	536.700	4494.983
14	Spectrogram 1	1	362.013615046	362.553460742	402.600	977.600
15	Spectrogram 1	1	368.646005024	369.340092347	421.700	1150.200
16	Spectrogram 1	1	372.656287336	373.234693439	421.700	824.300
17	Spectrogram 1	1	382.234016746	382.658181221	613.400	1111.800
18	Spectrogram 1	1	384.894684818	386.622044915	421.700	1665.552
19	Spectrogram 1	1	388.292421214	389.144313126	441.472	5157.191
20	Spectrogram 1	1	393.108051477	394.457665716	4274.800	4916.388
21	Spectrogram 1	1	396.270004838	396.732729720	4984.000	5520.800
22	Spectrogram 1	1	397.735300299	398.159464774	4964.900	5463.300
23	Spectrogram 1	1	398.506508435	399.779001861	4734.800	5520.800
24	Spectrogram 1	1	403.018076037	403.365119698	3872.200	4562.300
25	Spectrogram 1	1	405.524502482	407.182599976	498.400	1169.300
26	Spectrogram 1	1	416.220483690	416.876010606	440.900	1226.800
27	Spectrogram 1	1	544.258679629	544.952766952	5405.800	5559.100
28	Spectrogram 1	1	548.165204711	548.762033199	1150.200	1591.100
29	Spectrogram 1	1	618.035991579	618.787660913	1224.080	3090.301
30	Spectrogram 1	1	625.208759159	627.599504384	3450.500	6575.100
31	Spectrogram 1	1	644.988679135	645.489964424	4236.400	4543.100
32	Spectrogram 1	1	656.768883427	657.270168716	3450.500	3718.800
33	Spectrogram 1	1	659.583793127	660.277880450	1111.800	3170.569
34	Spectrogram 1	1	707.271164579	707.811010275	3469.600	3814.700
35	Spectrogram 1	1	708.350855971	708.852141260	3431.300	3738.000
