Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	2.821397757	3.701466782	2019.048	5018.800
2	Spectrogram 1	1	6.160482462	7.144088906	1629.600	7555.600
3	Spectrogram 1	1	10.353752037	11.492664761	3296.300	5481.500
4	Spectrogram 1	1	12.398619500	13.071613460	1994.600	7077.700
5	Spectrogram 1	1	13.663678127	15.478859296	642.100	11200.000
6	Spectrogram 1	1	19.672131148	21.095772217	2036.100	7407.900
7	Spectrogram 1	1	22.830023242	23.968935966	401.300	7464.900
8	Spectrogram 1	1	29.508190263	30.698874790	433.200	7104.700
9	Spectrogram 1	1	31.009487351	31.578943713	519.900	6108.300
10	Spectrogram 1	1	32.562353076	33.028466363	1299.600	5501.800
11	Spectrogram 1	1	34.089726070	35.254525687	481.600	6844.800
12	Spectrogram 1	1	37.205999188	38.567720146	476.500	5458.500
13	Spectrogram 1	1	39.499564022	40.172551898	346.600	5068.600
14	Spectrogram 1	1	40.664355177	41.466776909	389.900	5328.500
15	Spectrogram 1	1	43.304555442	43.787281807	433.200	5285.200
16	Spectrogram 1	1	43.977549403	44.624671280	441.500	8026.800
17	Spectrogram 1	1	45.556508964	46.359661308	1966.600	5217.400
18	Spectrogram 1	1	49.335628457	51.043997543	1819.500	4245.500
19	Spectrogram 1	1	52.415854063	53.787726367	1559.600	6281.600
20	Spectrogram 1	1	56.738537145	57.126802891	433.200	2729.200
21	Spectrogram 1	1	57.592721787	58.446906429	216.600	6758.100
22	Spectrogram 1	1	60.077622563	60.931807205	1866.000	6281.600
23	Spectrogram 1	1	63.106095385	65.798084405	433.200	8317.700
24	Spectrogram 1	1	70.353735301	71.259668132	346.600	5340.500
25	Spectrogram 1	1	76.307142723	77.342517926	386.100	6080.400
26	Spectrogram 1	1	77.756668008	80.707487338	1608.600	8943.700
27	Spectrogram 1	1	81.846400063	83.062935814	1602.900	6194.900
28	Spectrogram 1	1	84.408923734	85.081917695	3379.100	5805.100
29	Spectrogram 1	1	90.025858949	90.802358109	606.500	5111.900
30	Spectrogram 1	1	94.348518592	94.969743786	386.100	5458.500
31	Spectrogram 1	1	95.582385092	96.116905508	1908.197	3049.180
32	Spectrogram 1	1	98.257091819	99.499542063	353.900	5630.000
33	Spectrogram 1	1	101.363217430	102.346823873	1898.100	7101.639
34	Spectrogram 1	1	104.158717206	105.918855053	482.600	7077.700
35	Spectrogram 1	1	106.673683718	107.368380338	491.803	5340.500
36	Spectrogram 1	1	109.154376179	109.930907672	389.900	6541.500
37	Spectrogram 1	1	110.008560821	111.173358060	1732.900	8794.200
38	Spectrogram 1	1	112.286383451	114.150059033	433.200	8924.200
39	Spectrogram 1	1	116.117272148	117.359722536	433.200	6974.700
40	Spectrogram 1	1	119.715201397	120.957651786	303.200	7061.400
41	Spectrogram 1	1	128.619422722	129.266532299	433.200	5675.100
42	Spectrogram 1	1	131.854970608	132.786808399	389.900	6065.000
43	Spectrogram 1	1	135.659974922	136.279470745	303.200	5891.700
44	Spectrogram 1	1	141.069798043	141.820445152	303.200	7624.500
45	Spectrogram 1	1	145.055993039	145.884293297	1947.541	5501.800
46	Spectrogram 1	1	147.527822244	147.912008793	511.475	1200.000
47	Spectrogram 1	1	152.898961114	153.571955075	259.900	6151.600
48	Spectrogram 1	1	162.424400472	162.890319368	389.900	2729.200
49	Spectrogram 1	1	164.805763716	165.478757677	433.200	6021.700
50	Spectrogram 1	1	168.564578856	170.086177866	389.900	6151.600
51	Spectrogram 1	1	179.275125938	180.129310580	519.900	5458.500
52	Spectrogram 1	1	186.186247328	186.833356905	389.900	6065.000
53	Spectrogram 1	1	191.052511349	191.544314628	3162.500	5415.200
54	Spectrogram 1	1	196.695300081	197.471831574	476.500	6801.400
55	Spectrogram 1	1	208.760551619	210.155167957	452.459	5458.500
56	Spectrogram 1	1	213.856634739	214.322553635	433.200	3292.400
57	Spectrogram 1	1	223.278547424	223.822119469	3335.700	5458.500
58	Spectrogram 1	1	230.267319234	231.043850726	389.900	5285.200
59	Spectrogram 1	1	241.423488345	242.769476266	1516.200	5805.100
60	Spectrogram 1	1	246.470933830	247.143927791	216.600	4505.400
