Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	16.773776979	17.544985116	2434.500	7341.900
2	Spectrogram 1	1	50.658781241	51.738472633	2762.264	6095.800
3	Spectrogram 1	1	60.820013317	61.872350385	2511.200	7516.981
4	Spectrogram 1	1	85.633134569	87.368352877	4466.500	5750.800
5	Spectrogram 1	1	91.031591527	91.957041292	2453.700	4524.000
6	Spectrogram 1	1	95.196115467	96.044444418	4063.900	4754.000
7	Spectrogram 1	1	112.056723310	112.789371040	3853.000	5846.600
8	Spectrogram 1	1	121.041298105	121.465462581	4217.300	4562.300
9	Spectrogram 1	1	237.238486382	238.742342249	3699.700	4524.000
10	Spectrogram 1	1	252.938738980	255.377488377	1744.681	9276.596
11	Spectrogram 1	1	280.256110477	281.325151308	3638.298	9191.489
12	Spectrogram 1	1	294.270567627	295.590164903	3234.043	8531.915
13	Spectrogram 1	1	414.370811038	414.905331454	5553.191	6425.532
14	Spectrogram 1	1	445.788030068	446.289381055	5118.200	5539.900
15	Spectrogram 1	1	461.250753215	462.021961352	4389.800	4734.800
16	Spectrogram 1	1	654.241101777	654.896628693	2990.400	3508.000
17	Spectrogram 1	1	658.868350599	659.678119143	4504.800	4945.700
18	Spectrogram 1	1	1158.154247274	1158.964015818	3893.617	4639.000
19	Spectrogram 1	1	1171.496148044	1172.460158215	517.600	2223.600
20	Spectrogram 1	1	1403.471066579	1404.512197564	2741.200	6038.300
21	Spectrogram 1	1	1519.114007860	1519.730974369	1974.400	2626.200
22	Spectrogram 1	1	1519.383930708	1520.155138845	3086.300	3987.200
23	Spectrogram 1	1	1521.427632271	1522.237400815	3450.500	4447.300
24	Spectrogram 1	1	1540.086197195	1540.934526146	4332.300	4677.300
25	Spectrogram 1	1	1563.646605779	1565.227582460	2971.200	3872.200
26	Spectrogram 1	1	1565.998790597	1566.808559141	3929.700	4322.700
27	Spectrogram 1	1	1648.214435616	1649.766166620	4504.800	5489.362
28	Spectrogram 1	1	1791.784834795	1792.170438863	1897.800	3565.500
29	Spectrogram 1	1	1794.406942460	1795.256129779	498.400	4148.936
30	Spectrogram 1	1	1794.988869571	1795.707131380	4340.426	4936.170
31	Spectrogram 1	1	1806.244987363	1807.710282823	4428.100	5482.400
32	Spectrogram 1	1	1809.561182351	1810.332390488	4389.800	5404.255
33	Spectrogram 1	1	1810.602313336	1812.106169203	2971.200	5175.700
34	Spectrogram 1	1	1826.677235487	1828.296772574	613.400	4978.723
35	Spectrogram 1	1	1834.697800111	1835.623249876	1170.213	2779.600
36	Spectrogram 1	1	1902.795546865	1903.451073781	5175.700	5539.900
37	Spectrogram 1	1	1984.457120035	1985.228328172	2415.300	3182.100
38	Spectrogram 1	1	2058.334233973	2058.912640076	4255.600	4849.800
39	Spectrogram 1	1	2157.504481278	2158.373076953	3009.600	3699.700
40	Spectrogram 1	1	2161.030268940	2161.685795857	3382.979	4787.234
41	Spectrogram 1	1	2209.915422966	2210.455268662	4524.000	4754.000
42	Spectrogram 1	1	2212.113366157	2213.732903244	2492.000	3028.800
43	Spectrogram 1	1	2219.154804728	2219.472176225	6872.340	8106.383
44	Spectrogram 1	1	2219.538991277	2220.090215456	2765.957	6425.532
45	Spectrogram 1	1	2222.378630986	2222.929560278	2501.600	3095.800
46	Spectrogram 1	1	2228.000253778	2228.771461915	4351.400	5194.900
47	Spectrogram 1	1	2232.267258677	2233.244469110	3239.600	8106.383
48	Spectrogram 1	1	2245.670596708	2246.557486066	3047.900	3853.000
49	Spectrogram 1	1	2280.678678621	2281.989732454	594.200	3143.800
50	Spectrogram 1	1	2286.231377207	2286.809783310	4543.100	5444.100
51	Spectrogram 1	1	2318.819626995	2319.471073752	4787.234	8127.660
52	Spectrogram 1	1	2322.704730026	2323.533778773	2952.100	3508.000
53	Spectrogram 1	1	2322.762570636	2323.649459994	5770.000	6843.500
54	Spectrogram 1	1	2371.397013419	2372.592386031	4198.100	5194.900
55	Spectrogram 1	1	2374.057681491	2374.867450035	4792.300	6172.500
56	Spectrogram 1	1	2384.025546661	2384.816035002	7274.800	7639.000
57	Spectrogram 1	1	2398.890534393	2399.738863344	4888.200	5942.500
58	Spectrogram 1	1	2408.839119360	2409.764569124	2338.700	2913.700
59	Spectrogram 1	1	2427.579477088	2428.582047666	4159.700	5271.600
60	Spectrogram 1	1	2473.664165513	2474.473934057	936.170	2191.489
61	Spectrogram 1	1	2480.913522001	2481.723290545	479.200	2702.128
62	Spectrogram 1	1	2486.581901807	2487.391670351	766.800	4466.500
63	Spectrogram 1	1	2488.124318081	2488.972647032	460.100	690.100
64	Spectrogram 1	1	2491.479073477	2492.096039987	690.100	901.000
65	Spectrogram 1	1	2492.520204462	2493.464375580	421.700	1322.700
66	Spectrogram 1	1	2517.165164757	2519.896447638	2664.500	3795.500
67	Spectrogram 1	1	2536.633402710	2538.599983460	4236.400	5405.800
68	Spectrogram 1	1	2544.345484080	2546.042141981	4217.300	5329.100
69	Spectrogram 1	1	2550.977874058	2551.826203009	4715.700	4964.900
70	Spectrogram 1	1	2570.012319711	2570.937769475	4504.800	4734.800
71	Spectrogram 1	1	2596.961276593	2598.002407577	4428.100	5501.600
72	Spectrogram 1	1	2772.136814057	2773.177945042	651.800	1092.700
73	Spectrogram 1	1	2772.175374464	2773.255065856	2223.600	3738.000
74	Spectrogram 1	1	2793.234216922	2793.966864652	1016.000	3201.300
75	Spectrogram 1	1	2874.914879265	2875.570406182	555.900	1246.000
76	Spectrogram 1	1	2877.575547338	2878.385315882	3718.800	4313.100
77	Spectrogram 1	1	2881.585829650	2882.202796160	2626.200	2971.200
78	Spectrogram 1	1	2886.213078472	2887.254209457	3258.800	3642.200
79	Spectrogram 1	1	2939.238640130	2940.434012742	1725.200	2932.900
80	Spectrogram 1	1	3008.603995436	3009.143841132	594.200	2127.800
81	Spectrogram 1	1	3050.466152835	3051.005998531	555.900	1054.300
82	Spectrogram 1	1	3056.635817930	3057.484146881	4178.900	4734.800
83	Spectrogram 1	1	3059.103683969	3060.067694140	4063.900	4313.100
84	Spectrogram 1	1	3069.187230359	3070.324762362	4370.600	4792.300
85	Spectrogram 1	1	3152.919297525	3153.462869507	4032.800	4377.000
86	Spectrogram 1	1	3154.394707190	3156.134590850	4085.106	4327.900
87	Spectrogram 1	1	3156.101183324	3157.905189727	2765.957	3872.340
88	Spectrogram 1	1	3159.007638085	3160.160197731	2851.064	6319.149
89	Spectrogram 1	1	3250.900102288	3251.573096170	491.800	2655.700
90	Spectrogram 1	1	3251.417789890	3252.246090053	5377.000	5639.300
91	Spectrogram 1	1	3277.083404612	3277.652860974	2557.400	4553.191
92	Spectrogram 1	1	3300.729655626	3301.557955789	2491.800	3082.000
93	Spectrogram 1	1	3301.347309043	3301.965348274	702.128	950.800
94	Spectrogram 1	1	3308.339663374	3309.426807338	950.800	4360.700
95	Spectrogram 1	1	3325.009204154	3325.785735556	2786.900	3344.300
96	Spectrogram 1	1	3591.928382528	3592.704913931	557.400	3901.600
97	Spectrogram 1	1	3650.020707250	3650.797238653	688.500	2262.300
98	Spectrogram 1	1	3655.942194096	3656.615187979	3639.300	4262.300
99	Spectrogram 1	1	3664.044712285	3665.649543851	163.900	3049.200
100	Spectrogram 1	1	3668.496825661	3669.325125824	4098.400	4459.000
101	Spectrogram 1	1	3670.412269788	3672.172407634	327.900	3147.500
102	Spectrogram 1	1	3743.609533756	3744.294388038	595.745	4021.277
103	Spectrogram 1	1	3748.334277001	3749.238701884	4935.502	5702.128
104	Spectrogram 1	1	3786.538024996	3788.194625322	5344.300	5967.200
105	Spectrogram 1	1	3786.796868797	3787.676937720	360.700	2885.200
106	Spectrogram 1	1	3791.210318182	3791.856720281	360.700	3255.319
107	Spectrogram 1	1	3897.572007961	3898.002602589	2702.128	4557.400
108	Spectrogram 1	1	4022.362994305	4023.191294468	4229.500	4426.200
109	Spectrogram 1	1	4289.457709206	4290.286009369	4131.100	4819.700
110	Spectrogram 1	1	4302.555205533	4303.797655778	754.100	3114.800
111	Spectrogram 1	1	4304.418880900	4305.350718583	4623.000	6114.800
112	Spectrogram 1	1	4304.625955941	4305.402487343	524.600	3180.300
113	Spectrogram 1	1	4305.661331144	4307.473237751	3147.500	4590.200
114	Spectrogram 1	1	4682.993649423	4683.770180825	2360.700	3049.200
115	Spectrogram 1	1	4807.072977893	4808.367196898	2295.100	3098.400
116	Spectrogram 1	1	4818.513873894	4819.238636537	2229.500	3049.200
117	Spectrogram 1	1	4945.609659348	4947.214490913	4885.200	5475.400
118	Spectrogram 1	1	4945.764965628	4946.489728271	1475.400	2655.700
119	Spectrogram 1	1	5004.822080988	5006.168068753	4623.000	5704.900
120	Spectrogram 1	1	5009.178543337	5009.880101383	1531.915	4000.000
121	Spectrogram 1	1	5029.781002111	5030.749820365	655.700	3278.700
