Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	264.606775428	265.223741937	632.588	2932.907
2	Spectrogram 1	1	390.888374592	391.389659881	690.096	2881.720
3	Spectrogram 1	1	484.807549293	486.427086381	421.725	2344.086
4	Spectrogram 1	1	488.586469165	489.473358522	479.233	2924.731
5	Spectrogram 1	1	519.677491425	520.410139156	517.572	2166.134
6	Spectrogram 1	1	535.282729135	535.899695644	498.403	1150.160
7	Spectrogram 1	1	712.756166722	713.373133232	555.911	977.636
8	Spectrogram 1	1	834.110284730	835.129214272	422.400	2580.645
9	Spectrogram 1	1	852.968286500	853.392450975	518.400	2304.000
10	Spectrogram 1	1	890.923235918	891.507867622	494.624	3513.600
11	Spectrogram 1	1	894.252839826	894.831245929	345.600	2726.400
