Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	16.388172910	16.812337386	1763.600	3296.230
2	Spectrogram 1	1	17.856322638	18.190397898	4718.133	5170.557
3	Spectrogram 1	1	18.007709998	18.374139291	1725.200	3373.800
4	Spectrogram 1	1	28.596842242	28.914213739	947.935	3145.422
5	Spectrogram 1	1	61.323347149	62.210236506	824.300	3258.800
6	Spectrogram 1	1	133.179005684	133.583889956	1464.991	3877.917
7	Spectrogram 1	1	140.946539625	141.430948752	3296.230	3727.110
8	Spectrogram 1	1	143.609595736	144.226562246	1265.200	2875.400
9	Spectrogram 1	1	145.614736892	146.385945029	1322.700	3316.300
10	Spectrogram 1	1	210.865225756	211.199301016	1464.991	3942.549
11	Spectrogram 1	1	212.823875857	214.636214978	1744.400	4588.869
12	Spectrogram 1	1	247.710461164	248.345204157	4071.813	4265.709
13	Spectrogram 1	1	263.244960746	263.746073636	4179.533	4394.973
14	Spectrogram 1	1	462.536082271	463.191609188	1859.400	3680.500
15	Spectrogram 1	1	484.459203490	485.307532441	1878.600	3718.800
16	Spectrogram 1	1	571.276163326	571.643646112	1766.607	3899.461
17	Spectrogram 1	1	573.348624263	574.235513620	1763.600	3814.700
18	Spectrogram 1	1	588.657105781	589.196951477	1782.700	2319.500
19	Spectrogram 1	1	739.239798818	739.856765328	1993.600	3776.400
20	Spectrogram 1	1	777.897248493	778.822698257	1897.800	3699.700
21	Spectrogram 1	1	2171.496909151	2172.152436067	1571.900	3469.600
22	Spectrogram 1	1	2626.235459007	2627.160908771	1725.200	4313.100
23	Spectrogram 1	1	2688.787245036	2689.486614073	1859.400	3787.375
24	Spectrogram 1	1	2692.292846256	2692.910885486	4504.983	5421.927
25	Spectrogram 1	1	2692.509995174	2692.793959145	2511.628	3827.243
26	Spectrogram 1	1	2704.622355510	2705.393563647	1533.500	2932.900
27	Spectrogram 1	1	2708.131352533	2709.326725145	1016.000	3316.300
28	Spectrogram 1	1	2732.428155118	2733.006561220	1936.100	3906.977
29	Spectrogram 1	1	3010.361119873	3010.862405162	1916.900	2971.200
30	Spectrogram 1	1	3053.839609368	3054.340894657	2300.300	3028.800
31	Spectrogram 1	1	3075.613022497	3075.998626566	2434.500	2798.700
32	Spectrogram 1	1	3076.962636737	3077.733844874	2856.200	4639.000
33	Spectrogram 1	1	3084.250553631	3085.060322175	4313.100	4734.800
34	Spectrogram 1	1	3170.589476299	3171.052201181	3623.000	5559.100
35	Spectrogram 1	1	3772.805345374	3773.356569553	1794.020	3727.575
36	Spectrogram 1	1	3774.241868991	3774.575944251	1594.684	4066.445
37	Spectrogram 1	1	3798.623039697	3799.201445800	1706.100	4006.645
38	Spectrogram 1	1	3802.440519975	3803.096046892	1533.500	3450.500
39	Spectrogram 1	1	3814.761797343	3815.263082632	1706.100	4389.800
40	Spectrogram 1	1	3818.772079655	3819.581848199	1629.400	5904.200
41	Spectrogram 1	1	3820.006012674	3820.430177149	1744.400	4293.900
42	Spectrogram 1	1	3828.335060553	3829.723235200	555.900	7054.300
43	Spectrogram 1	1	3843.446105651	3844.255874195	1610.200	6153.400
44	Spectrogram 1	1	3860.035848970	3860.336516704	1794.020	3388.704
