Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	26.508518570	27.492561123	991.525	1296.610
2	Spectrogram 1	1	87.094326378	88.733143858	4504.800	5251.586
3	Spectrogram 1	1	87.807693987	88.154737689	2917.548	3603.800
4	Spectrogram 1	1	100.876090869	101.248281516	1522.199	3002.688
5	Spectrogram 1	1	110.140486818	111.177587429	1725.159	5194.900
6	Spectrogram 1	1	111.919528843	112.247292339	3450.500	3929.700
7	Spectrogram 1	1	271.938096639	272.690024600	5104.432	5449.479
8	Spectrogram 1	1	297.836379207	298.260543678	4439.746	4777.459
9	Spectrogram 1	1	302.020183834	302.540749336	4312.896	4693.446
10	Spectrogram 1	1	330.775673683	331.354079853	4211.416	4566.596
11	Spectrogram 1	1	349.415892811	350.032859327	2587.738	3160.568
12	Spectrogram 1	1	559.690050198	560.441978219	5581.395	5923.323
13	Spectrogram 1	1	586.222912712	587.032681276	2407.311	3174.084
14	Spectrogram 1	1	627.989561587	629.184934248	4566.596	5245.405
15	Spectrogram 1	1	639.578305215	640.213209643	4465.116	4886.274
16	Spectrogram 1	1	643.394443636	644.165651802	4312.896	4855.271
17	Spectrogram 1	1	643.895728961	644.319893447	2257.928	3089.524
18	Spectrogram 1	1	654.607511475	656.348309178	4236.422	5150.106
19	Spectrogram 1	1	655.172216697	655.596381157	2131.078	2825.105
20	Spectrogram 1	1	656.194067581	656.502550823	2587.738	3024.681
21	Spectrogram 1	1	657.235198638	657.736483985	1496.829	3086.262
22	Spectrogram 1	1	670.672809021	671.309055759	4439.746	4946.599
23	Spectrogram 1	1	701.719989790	702.105593903	2283.298	3044.397
24	Spectrogram 1	1	712.144093432	712.447702607	2421.093	3312.522
25	Spectrogram 1	1	735.637508445	736.472696594	4183.099	4662.857
26	Spectrogram 1	1	736.305658964	736.773364328	1647.887	3950.704
27	Spectrogram 1	1	786.488356021	787.900050888	4414.376	5200.846
28	Spectrogram 1	1	786.835399723	787.331260440	2133.803	3323.467
29	Spectrogram 1	1	794.547481985	795.839255764	4389.006	5023.256
30	Spectrogram 1	1	808.930501740	811.412959931	4211.416	5403.805
31	Spectrogram 1	1	810.449268421	810.766639917	2556.338	3992.958
32	Spectrogram 1	1	818.391651339	819.858433047	4642.706	5226.216
33	Spectrogram 1	1	828.345717590	828.863534243	1474.286	5520.000
34	Spectrogram 1	1	832.456480476	833.092511004	4642.706	5225.346
35	Spectrogram 1	1	832.849991857	833.208192238	1852.008	3072.558
36	Spectrogram 1	1	835.090410533	835.676058562	5150.106	5572.516
37	Spectrogram 1	1	835.596941515	835.926701236	2384.778	3145.225
38	Spectrogram 1	1	851.526985281	852.745336799	4617.336	5497.094
39	Spectrogram 1	1	897.137844480	898.383894265	4978.099	5525.072
40	Spectrogram 1	1	897.397769481	897.982875864	1016.949	1932.203
41	Spectrogram 1	1	903.165385267	903.473868558	2283.298	3634.286
42	Spectrogram 1	1	908.679524085	909.392891694	2308.668	3577.167
43	Spectrogram 1	1	963.770086404	964.353444320	1852.008	3651.972
44	Spectrogram 1	1	968.448365917	969.095475495	4997.886	5353.066
45	Spectrogram 1	1	973.838776650	974.404185178	4338.266	4794.926
46	Spectrogram 1	1	1016.250227775	1016.534191746	4457.746	5133.803
47	Spectrogram 1	1	1021.189879574	1021.614044099	2054.968	3051.429
48	Spectrogram 1	1	1021.363695314	1021.845406567	4414.376	4764.084
49	Spectrogram 1	1	1079.404663158	1079.846854702	2257.928	3420.199
50	Spectrogram 1	1	1093.362635195	1093.752525646	2334.038	3221.987
51	Spectrogram 1	1	1101.927332844	1102.370777574	2359.408	2866.808
52	Spectrogram 1	1	1121.750018648	1122.318676586	1014.799	3172.697
53	Spectrogram 1	1	1126.290321320	1127.524332113	1572.939	3159.650
54	Spectrogram 1	1	1132.580360938	1133.458020512	5226.216	5835.848
55	Spectrogram 1	1	1135.812158912	1136.373946509	2181.818	2867.533
56	Spectrogram 1	1	1145.643522261	1146.226880177	1411.042	4119.613
57	Spectrogram 1	1	1146.602952316	1147.508905724	1547.569	3345.467
58	Spectrogram 1	1	1168.202566219	1168.590831966	925.714	5142.857
59	Spectrogram 1	1	1181.596686610	1182.252213603	1922.535	6000.000
60	Spectrogram 1	1	1206.915283417	1207.884207511	2004.228	2334.038
61	Spectrogram 1	1	1314.326757899	1314.977026471	4457.746	5505.285
62	Spectrogram 1	1	1327.581249202	1328.465632290	2105.708	2435.518
63	Spectrogram 1	1	1538.184485856	1539.127845852	4109.937	4414.376
64	Spectrogram 1	1	1742.391439913	1743.362104279	1978.858	2334.038
65	Spectrogram 1	1	1779.779310009	1780.442368201	1577.143	2968.288
66	Spectrogram 1	1	1782.825582502	1783.500389700	2207.188	3668.571
67	Spectrogram 1	1	1817.159492506	1817.776459087	1649.049	5099.366
68	Spectrogram 1	1	1828.928535802	1829.506941972	1369.979	4971.429
69	Spectrogram 1	1	1836.612626586	1837.130608136	1741.504	3932.347
70	Spectrogram 1	1	1851.332040504	1852.097415317	1598.309	4954.104
71	Spectrogram 1	1	1866.578699267	1867.222540228	1373.239	3600.000
72	Spectrogram 1	1	2153.649162536	2154.674626690	4921.776	5454.545
73	Spectrogram 1	1	2158.522226617	2159.169336194	4871.036	5150.106
74	Spectrogram 1	1	2163.569681319	2164.756048877	4947.146	5378.436
75	Spectrogram 1	1	2173.875842762	2175.092773076	4845.666	5479.915
