Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.771208137	1.233933019	498.400	2127.800
2	Spectrogram 1	1	12.879175887	13.380461176	536.700	2147.000
3	Spectrogram 1	1	13.843186058	14.421592161	613.400	3987.200
4	Spectrogram 1	1	21.478146614	22.789200447	536.700	1418.500
5	Spectrogram 1	1	37.133671795	38.753208882	460.100	1437.700
6	Spectrogram 1	1	50.468787004	51.120233760	552.212	1507.965
7	Spectrogram 1	1	68.946006462	70.372741515	479.200	1092.700
8	Spectrogram 1	1	80.244205669	80.899732585	632.600	939.300
9	Spectrogram 1	1	83.560400657	84.023125540	536.700	3009.600
10	Spectrogram 1	1	88.419010940	89.267339890	2645.400	2817.900
11	Spectrogram 1	1	89.498702331	90.963997792	402.600	1418.500
12	Spectrogram 1	1	98.251914686	98.791760382	1476.000	3105.400
13	Spectrogram 1	1	137.005122864	137.544968560	440.900	2108.600
14	Spectrogram 1	1	148.033399223	148.688926139	1552.700	3028.800
15	Spectrogram 1	1	183.508972823	184.087378926	613.400	3833.900
16	Spectrogram 1	1	214.280176472	214.935703388	555.900	3105.400
17	Spectrogram 1	1	220.758324822	222.262180689	843.500	1131.000
18	Spectrogram 1	1	224.383003066	225.308452830	575.100	939.300
19	Spectrogram 1	1	230.514107755	231.208195078	498.400	1092.700
20	Spectrogram 1	1	266.953691457	268.033382848	479.200	1054.300
21	Spectrogram 1	1	273.624642527	274.588652699	517.600	3431.300
22	Spectrogram 1	1	287.622069527	288.547519291	575.100	1131.000
23	Spectrogram 1	1	291.709472653	292.364999569	536.700	1246.000
24	Spectrogram 1	1	299.498674836	300.539805821	402.600	1226.800
25	Spectrogram 1	1	307.789162309	308.560370446	440.900	901.000
26	Spectrogram 1	1	311.336719739	311.760884214	555.900	1092.700
27	Spectrogram 1	1	315.231320830	316.465253849	402.600	939.300
28	Spectrogram 1	1	321.786588052	322.557796189	536.700	1150.200
29	Spectrogram 1	1	324.100212463	325.064222634	939.300	3412.100
30	Spectrogram 1	1	331.349568951	332.660622783	460.100	1131.000
31	Spectrogram 1	1	344.267305245	344.922832161	440.900	1035.100
32	Spectrogram 1	1	346.619490062	347.930543895	440.900	766.800
33	Spectrogram 1	1	366.866225710	367.637433847	479.200	977.600
34	Spectrogram 1	1	373.922780163	374.693988300	632.600	1456.900
35	Spectrogram 1	1	379.205555901	379.706841190	498.400	1188.500
36	Spectrogram 1	1	399.028076000	399.567921696	382.301	2990.400
37	Spectrogram 1	1	400.800636484	401.468787004	509.735	2472.800
38	Spectrogram 1	1	442.948379300	443.758147844	460.100	901.000
39	Spectrogram 1	1	450.159175381	451.123185552	440.900	1073.500
40	Spectrogram 1	1	458.025498378	458.719585701	460.100	1131.000
41	Spectrogram 1	1	464.619327949	465.390536086	479.200	1035.100
42	Spectrogram 1	1	467.395677242	467.781281310	1629.400	3105.400
43	Spectrogram 1	1	469.092335143	469.863543280	498.400	1092.700
44	Spectrogram 1	1	470.519070196	471.405959554	920.100	1111.800
45	Spectrogram 1	1	474.683594136	475.570483493	460.100	805.100
46	Spectrogram 1	1	477.691305870	478.501074414	536.700	1035.100
47	Spectrogram 1	1	483.205443677	483.899531001	575.100	1073.500
48	Spectrogram 1	1	487.215725989	487.832692499	517.600	3220.400
49	Spectrogram 1	1	503.719580120	504.490788257	479.200	977.600
50	Spectrogram 1	1	525.725854245	526.034337499	517.600	2527.434
51	Spectrogram 1	1	575.517459718	576.597151109	977.600	1265.200
52	Spectrogram 1	1	577.214117619	577.908204942	536.700	977.600
