Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	7.499989583	8.752771808	4338.308	5194.030
2	Spectrogram 1	1	146.119855678	147.028372397	1393.035	5500.000
3	Spectrogram 1	1	647.640345465	648.170313552	1276.600	4297.900
4	Spectrogram 1	1	2292.624596911	2293.476331335	510.600	2149.254
5	Spectrogram 1	1	2759.528945550	2760.263911122	4915.423	5313.433
6	Spectrogram 1	1	2759.879724573	2760.213799833	557.214	1154.229
7	Spectrogram 1	1	2766.628044822	2767.613566838	4656.716	5592.040
8	Spectrogram 1	1	2812.576831060	2813.244981579	537.313	2626.866
9	Spectrogram 1	1	3994.750764511	3995.640353799	425.500	2808.500
10	Spectrogram 1	1	3999.406912697	4000.182937395	638.300	3872.300
11	Spectrogram 1	1	4353.982172931	4354.934287421	5114.428	5631.841
12	Spectrogram 1	1	4362.267239375	4363.586836651	4935.323	5691.542
13	Spectrogram 1	1	4373.318574961	4374.965261514	4437.811	5393.035
14	Spectrogram 1	1	4400.630900499	4402.258659621	1148.900	6000.000
15	Spectrogram 1	1	4407.558340484	4409.110389879	3957.400	6085.100
16	Spectrogram 1	1	4414.930938335	4416.501092056	4278.607	5711.443
17	Spectrogram 1	1	5105.756120894	5106.324048835	1950.249	5970.149
18	Spectrogram 1	1	5111.716080192	5112.700306638	4099.502	5512.438
19	Spectrogram 1	1	5120.233424435	5121.255505744	457.711	6212.800
20	Spectrogram 1	1	5732.025214353	5733.255497411	5021.300	6127.700
21	Spectrogram 1	1	5738.536245032	5739.615107886	4723.400	6468.100
22	Spectrogram 1	1	5739.823316193	5741.640349632	4383.000	5531.900
23	Spectrogram 1	1	5745.596182847	5747.583563170	4085.100	6042.600
24	Spectrogram 1	1	5763.945416319	5766.567907108	4358.209	6089.552
25	Spectrogram 1	1	5793.901982368	5794.954319437	4577.114	5532.338
26	Spectrogram 1	1	5862.006677339	5863.459904719	4338.308	5751.244
27	Spectrogram 1	1	5862.758346673	5863.342978378	1532.338	2905.473
28	Spectrogram 1	1	5880.380816630	5882.025235187	4398.010	5472.637
29	Spectrogram 1	1	5881.149189727	5881.783932721	696.517	3064.677
30	Spectrogram 1	1	5912.574109871	5914.012594677	4915.423	5870.647
31	Spectrogram 1	1	5912.876354654	5913.611320226	398.010	4059.701
32	Spectrogram 1	1	6288.587939124	6289.656979955	4776.119	5313.433
33	Spectrogram 1	1	6292.780583635	6293.231585236	537.313	3044.776
