Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	18.741622077	19.109104863	527.027	3648.649
2	Spectrogram 1	1	35.869432100	36.408863528	619.900	3787.200
3	Spectrogram 1	1	52.012582177	53.110373212	398.500	3055.400
4	Spectrogram 1	1	54.143614862	54.594616463	547.297	3547.297
5	Spectrogram 1	1	60.170346885	60.738169834	531.400	3321.000
6	Spectrogram 1	1	74.295072035	74.812888688	770.270	2310.811
7	Spectrogram 1	1	76.064650549	76.604081976	398.500	4529.400
8	Spectrogram 1	1	86.858025513	87.861179390	587.838	2701.100
9	Spectrogram 1	1	89.017806236	89.485511600	4277.027	4743.243
10	Spectrogram 1	1	89.261809332	89.753922555	527.027	3188.200
11	Spectrogram 1	1	3718.338526590	3718.944203983	1404.300	3702.100
12	Spectrogram 1	1	3720.382687789	3720.884264380	893.600	4553.200
13	Spectrogram 1	1	3720.514446733	3721.032263386	5635.135	6121.622
14	Spectrogram 1	1	3724.690387481	3725.275019186	4662.162	4844.595
15	Spectrogram 1	1	3736.745471635	3737.322757900	1404.300	5319.100
16	Spectrogram 1	1	3737.675930331	3738.160339458	4479.730	4804.054
17	Spectrogram 1	1	3752.909487040	3753.515921152	1276.600	4723.400
18	Spectrogram 1	1	3784.476608482	3784.844091268	1601.351	3385.135
19	Spectrogram 1	1	3973.677053638	3974.328500394	4277.027	4844.595
20	Spectrogram 1	1	3984.467684530	3985.971023200	4601.351	5533.784
21	Spectrogram 1	1	3993.988829436	3994.723795007	3486.486	3912.162
22	Spectrogram 1	1	3998.691821661	3999.155543415	1744.700	5361.700
23	Spectrogram 1	1	4011.363770018	4012.527806257	1106.400	5617.000
24	Spectrogram 1	1	4019.535602055	4020.253863864	3202.703	4033.784
25	Spectrogram 1	1	4035.410895903	4036.079046423	4317.568	4743.243
26	Spectrogram 1	1	4055.918954850	4056.865325775	1106.400	3106.400
27	Spectrogram 1	1	4391.464688473	4391.852700552	1404.300	3489.400
28	Spectrogram 1	1	4395.164998791	4395.553010870	1404.300	3531.900
29	Spectrogram 1	1	4417.570132888	4417.954319437	2128.378	2817.568
30	Spectrogram 1	1	4422.748299415	4423.332931120	1560.811	4236.486
31	Spectrogram 1	1	4482.527801411	4483.162544404	4540.541	4864.865
32	Spectrogram 1	1	4494.060116880	4494.694859874	4439.189	4804.054
33	Spectrogram 1	1	4502.378590850	4503.330705341	4277.027	5189.189
34	Spectrogram 1	1	4515.581282619	4516.867472369	4378.378	5432.432
35	Spectrogram 1	1	5055.180392307	5056.600212161	5250.000	5797.297
36	Spectrogram 1	1	5055.430948752	5055.731616486	1520.270	3060.811
37	Spectrogram 1	1	5071.650302617	5072.151415507	1560.811	4824.324
38	Spectrogram 1	1	5084.900014932	5085.429982650	1446.800	5063.800
39	Spectrogram 1	1	5084.953216964	5085.972146506	4905.405	5371.622
40	Spectrogram 1	1	5111.168140103	5112.320699749	5148.649	5918.919
41	Spectrogram 1	1	5111.886401912	5112.203773409	1702.703	4094.595
42	Spectrogram 1	1	5125.566783802	5125.867451536	1763.514	3912.162
43	Spectrogram 1	1	5125.967674114	5126.836269789	4885.135	5452.703
44	Spectrogram 1	1	5136.740418679	5137.237263415	1106.400	3957.400
45	Spectrogram 1	1	5426.308426712	5426.792835839	4358.108	4641.892
46	Spectrogram 1	1	5964.320678916	5964.938718147	3344.595	3831.081
47	Spectrogram 1	1	5966.759428313	5967.126911099	3324.324	3831.081
48	Spectrogram 1	1	5968.461551958	5969.067229351	1489.400	4723.400
