Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.903181997	2.049528379	144.4	2754.7
2	Spectrogram 1	1	4.620123294	6.391749520	168.4	1263.1
3	Spectrogram 1	1	8.927606666	10.073953047	144.4	4968.1
4	Spectrogram 1	1	12.852974578	13.790894344	156.4	2911.1
5	Spectrogram 1	1	15.944636030	16.604653643	144.4	3572.7
6	Spectrogram 1	1	19.522626250	20.460546017	96.2	3260.0
7	Spectrogram 1	1	21.954270089	22.718501010	132.3	3524.6
8	Spectrogram 1	1	25.566998079	27.686001995	192.5	2261.5
9	Spectrogram 1	1	29.943956989	31.125041139	204.5	5617.7
10	Spectrogram 1	1	33.973538208	34.633555821	132.3	3127.6
11	Spectrogram 1	1	36.822035276	37.655741735	120.3	2863.0
12	Spectrogram 1	1	39.824964668	40.450244512	132.3	1094.7
13	Spectrogram 1	1	43.229266042	43.715594810	120.3	565.4
14	Spectrogram 1	1	46.181976418	48.787309103	84.2	1130.8
15	Spectrogram 1	1	51.080001865	52.087397170	120.3	1912.7
16	Spectrogram 1	1	55.089892924	55.541483923	144.4	673.6
17	Spectrogram 1	1	57.973127762	58.633145375	132.3	529.3
18	Spectrogram 1	1	59.466851834	60.196344986	108.3	457.1
19	Spectrogram 1	1	60.960575907	61.794282366	132.3	541.3
20	Spectrogram 1	1	64.712254973	65.372272586	84.2	529.3
21	Spectrogram 1	1	66.588094506	69.228164959	120.3	962.3
22	Spectrogram 1	1	71.520857722	72.597728565	192.5	457.1
23	Spectrogram 1	1	75.376750095	75.967292170	84.2	553.4
24	Spectrogram 1	1	78.164101196	78.789381040	96.2	505.2
25	Spectrogram 1	1	79.866251883	80.526269496	132.3	541.3
26	Spectrogram 1	1	87.439085553	90.044418238	180.4	1118.7
27	Spectrogram 1	1	92.093946616	93.587670689	192.5	3957.7
28	Spectrogram 1	1	96.227741143	96.922496525	144.4	2081.1
29	Spectrogram 1	1	99.458353671	100.014157978	120.3	505.2
30	Spectrogram 1	1	100.639437822	101.160504359	144.4	457.1
31	Spectrogram 1	1	102.306850740	102.758441739	120.3	529.3
32	Spectrogram 1	1	105.510314759	108.011434136	156.4	1010.5
33	Spectrogram 1	1	111.415735511	113.013672890	132.3	505.2
34	Spectrogram 1	1	113.187361736	113.708428273	842.1	1154.8
35	Spectrogram 1	1	115.688481113	116.417974265	733.8	962.3
36	Spectrogram 1	1	120.586506560	122.114968402	96.2	962.3
37	Spectrogram 1	1	126.401111872	127.443244946	96.2	745.8
38	Spectrogram 1	1	127.860098176	129.110657864	601.5	3235.9
39	Spectrogram 1	1	130.778070783	131.889679395	637.6	1082.6
40	Spectrogram 1	1	133.001288007	133.765518928	697.7	2514.1
41	Spectrogram 1	1	136.509802689	138.107740069	156.4	1395.4
42	Spectrogram 1	1	142.380485671	143.561569822	180.4	793.9
43	Spectrogram 1	1	143.804734206	144.360538512	709.7	2718.6
44	Spectrogram 1	1	147.209035580	148.112217578	637.6	4258.4
45	Spectrogram 1	1	151.238616799	153.253407409	156.4	926.3
46	Spectrogram 1	1	157.326052021	158.889251632	108.3	757.9
47	Spectrogram 1	1	162.050388623	162.918832851	649.6	1082.6
48	Spectrogram 1	1	167.017889608	168.685302527	144.4	637.6
49	Spectrogram 1	1	172.402243823	174.173870049	228.6	926.3
50	Spectrogram 1	1	177.335007040	178.655042266	216.5	1010.5
51	Spectrogram 1	1	189.632437884	190.987210880	228.6	781.9
52	Spectrogram 1	1	194.704152177	195.850498558	240.6	962.3
