Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	5.252350336	6.641861007	201.8	451.2
2	Spectrogram 1	1	32.419828479	33.503646803	510.5	736.1
3	Spectrogram 1	1	57.967963531	58.440397159	771.7	1092.3
4	Spectrogram 1	1	69.250790179	70.140077008	1507.8	2564.5
5	Spectrogram 1	1	76.642986948	78.727252955	629.2	2493.2
6	Spectrogram 1	1	95.724584284	97.419787303	463.0	676.7
7	Spectrogram 1	1	130.279477015	131.530036619	403.7	581.8
8	Spectrogram 1	1	136.754596742	137.254820583	71.2	463.0
9	Spectrogram 1	1	140.784177687	141.562303663	391.8	748.0
10	Spectrogram 1	1	144.035632657	144.619227139	296.8	700.5
11	Spectrogram 1	1	145.202821621	146.453381225	71.2	379.9
12	Spectrogram 1	1	146.342220371	148.009633176	391.8	688.6
13	Spectrogram 1	1	159.013587962	159.652762871	320.6	831.1
14	Spectrogram 1	1	161.347965890	162.598525493	261.2	771.7
15	Spectrogram 1	1	164.404889366	165.071854488	379.9	949.8
16	Spectrogram 1	1	167.350651988	170.240834183	178.1	1032.9
17	Spectrogram 1	1	176.195318429	177.195766112	2018.3	2398.2
