Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	54.013245590	56.174817423	225.6	546.1
2	Spectrogram 1	1	60.727218706	61.709751358	237.4	831.1
3	Spectrogram 1	1	62.954292716	63.969576455	201.8	736.1
4	Spectrogram 1	1	65.246868902	65.967392846	225.6	593.6
5	Spectrogram 1	1	68.980492976	70.618047395	225.6	510.5
6	Spectrogram 1	1	77.774693319	78.396963998	201.8	641.1
7	Spectrogram 1	1	82.228841337	83.768142490	296.8	522.4
8	Spectrogram 1	1	93.920979886	95.656787569	391.8	558.0
9	Spectrogram 1	1	98.735389876	99.881677969	213.7	439.3
10	Spectrogram 1	1	111.320322140	112.499361321	332.4	534.3
11	Spectrogram 1	1	114.562679888	115.741719070	237.4	415.5
12	Spectrogram 1	1	125.108530344	126.942591293	178.1	759.8
13	Spectrogram 1	1	129.660931628	130.545211014	237.4	439.3
14	Spectrogram 1	1	139.098944464	141.064009766	118.7	546.1
15	Spectrogram 1	1	143.782350101	145.223397990	201.8	427.4
16	Spectrogram 1	1	153.214663552	156.555274566	166.2	522.4
17	Spectrogram 1	1	168.010762646	170.270587744	118.7	546.1
18	Spectrogram 1	1	182.421241530	184.419057920	166.2	558.0
19	Spectrogram 1	1	186.678883018	187.759668934	249.3	427.4
20	Spectrogram 1	1	195.674292546	198.228877439	154.3	558.0
21	Spectrogram 1	1	208.086955038	211.231059522	201.8	676.7
22	Spectrogram 1	1	213.982150945	215.259443392	166.2	474.9
23	Spectrogram 1	1	221.043353798	222.811912570	332.4	522.4
24	Spectrogram 1	1	226.840296439	229.263876979	225.6	522.4
25	Spectrogram 1	1	237.189640365	239.220207844	308.7	534.3
26	Spectrogram 1	1	242.235269934	243.807322176	213.7	427.4
27	Spectrogram 1	1	257.333521673	258.316054325	237.4	403.7
28	Spectrogram 1	1	299.430050003	300.871097891	166.2	451.2
29	Spectrogram 1	1	312.890747323	314.331795212	261.2	498.6
30	Spectrogram 1	1	327.228312181	328.898617688	273.1	474.9
31	Spectrogram 1	1	372.865730476	373.815512038	237.4	486.8
32	Spectrogram 1	1	418.905491144	420.379290121	249.3	498.6
33	Spectrogram 1	1	433.676232000	435.150030976	213.7	415.5
34	Spectrogram 1	1	437.049594102	438.130380018	617.4	878.6
35	Spectrogram 1	1	448.619199878	449.830990148	225.6	451.2
36	Spectrogram 1	1	462.865923320	464.241469031	249.3	522.4
37	Spectrogram 1	1	517.689561289	519.261613531	130.6	581.8
38	Spectrogram 1	1	537.954183908	539.493485062	320.6	522.4
39	Spectrogram 1	1	557.065894820	559.096462299	142.5	522.4
40	Spectrogram 1	1	561.978558076	563.616112494	166.2	368.0
41	Spectrogram 1	1	596.187612494	597.563158205	154.3	510.5
