Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	90.625146336	91.935187206	688.6	878.6
2	Spectrogram 1	1	90.756150423	91.345668814	225.6	534.3
3	Spectrogram 1	1	93.441734206	94.195007706	332.4	831.1
4	Spectrogram 1	1	95.799807771	96.258322075	273.1	795.5
5	Spectrogram 1	1	98.092379293	98.681897684	273.1	854.8
6	Spectrogram 1	1	108.670959314	109.915498140	332.4	534.3
7	Spectrogram 1	1	114.631645271	115.450420814	249.3	831.1
8	Spectrogram 1	1	116.793212706	117.808494380	261.2	783.6
9	Spectrogram 1	1	120.828224483	122.040012287	284.9	510.5
10	Spectrogram 1	1	129.769253418	130.424273852	237.4	676.7
11	Spectrogram 1	1	133.502869896	134.714657700	237.4	486.8
12	Spectrogram 1	1	146.178512037	146.833532472	273.1	653.0
13	Spectrogram 1	1	148.503834581	149.846626472	284.9	474.9
14	Spectrogram 1	1	158.525647233	160.130447298	273.1	759.8
15	Spectrogram 1	1	174.744048597	176.512603771	368.0	522.4
16	Spectrogram 1	1	178.968930401	180.442726379	201.8	439.3
17	Spectrogram 1	1	196.543215865	198.017011843	237.4	415.5
18	Spectrogram 1	1	207.875069386	209.807379669	379.9	510.5
19	Spectrogram 1	1	212.918726734	214.654530886	237.4	391.8
20	Spectrogram 1	1	223.226959518	225.126518779	273.1	522.4
21	Spectrogram 1	1	227.910355627	229.940918975	190.0	415.5
22	Spectrogram 1	1	238.521686671	239.897229584	284.9	534.3
23	Spectrogram 1	1	242.681066432	244.482372627	213.7	391.8
24	Spectrogram 1	1	248.186127270	248.841147705	795.5	961.7
25	Spectrogram 1	1	257.290911313	258.568201161	225.6	439.3
26	Spectrogram 1	1	262.301817639	263.579107487	748.0	973.5
27	Spectrogram 1	1	272.278774290	273.523313116	213.7	427.4
28	Spectrogram 1	1	274.997109095	276.569158138	736.1	1780.9
29	Spectrogram 1	1	277.420684703	278.468717399	653.0	1769.0
30	Spectrogram 1	1	287.114987138	288.359525964	237.4	451.2
31	Spectrogram 1	1	290.029828073	291.274366899	736.1	985.4
32	Spectrogram 1	1	315.587900507	316.930692399	213.7	463.0
33	Spectrogram 1	1	318.142480203	319.419770051	771.7	949.8
34	Spectrogram 1	1	330.162105181	331.570399116	178.1	451.2
35	Spectrogram 1	1	344.321875822	345.566414648	249.3	427.4
36	Spectrogram 1	1	347.498724930	348.546757626	724.2	926.1
37	Spectrogram 1	1	349.267280104	350.446316887	736.1	902.3
38	Spectrogram 1	1	358.273811082	360.206121365	201.8	439.3
39	Spectrogram 1	1	361.254154061	362.957207191	664.9	902.3
40	Spectrogram 1	1	363.841484778	365.249778713	759.8	949.8
41	Spectrogram 1	1	372.718973626	374.716785952	225.6	427.4
42	Spectrogram 1	1	375.666565582	377.074859517	664.9	937.9
43	Spectrogram 1	1	377.631626887	378.974418778	724.2	878.6
44	Spectrogram 1	1	387.129423191	388.504966104	190.0	415.5
45	Spectrogram 1	1	401.931093559	403.634146689	225.6	474.9
46	Spectrogram 1	1	415.948530863	417.717086037	225.6	451.2
47	Spectrogram 1	1	418.896122820	419.616645298	795.5	926.1
48	Spectrogram 1	1	429.314802147	430.755847103	261.2	451.2
49	Spectrogram 1	1	432.360647168	433.506932929	759.8	902.3
50	Spectrogram 1	1	443.135733321	444.413023169	213.7	415.5
51	Spectrogram 1	1	456.908042577	458.414589577	213.7	439.3
52	Spectrogram 1	1	471.514998273	472.825039142	201.8	415.5
53	Spectrogram 1	1	474.630199752	475.416224274	748.0	926.1
54	Spectrogram 1	1	476.464256969	477.184779448	748.0	949.8
55	Spectrogram 1	1	485.438036926	486.911832904	190.0	391.8
56	Spectrogram 1	1	499.494842356	501.427152639	237.4	474.9
57	Spectrogram 1	1	513.414026595	514.822320530	213.7	427.4
58	Spectrogram 1	1	515.804851182	517.049390008	688.6	914.2
59	Spectrogram 1	1	527.552274463	529.091572485	201.8	439.3
60	Spectrogram 1	1	542.519491398	543.665777159	237.4	451.2
61	Spectrogram 1	1	554.997700180	556.635251267	225.6	474.9
62	Spectrogram 1	1	568.982386462	570.325178354	261.2	415.5
63	Spectrogram 1	1	583.695158556	584.972448404	237.4	439.3
