Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	73.846077116	74.975989627	213.7	439.3
2	Spectrogram 1	1	86.864634302	88.780572907	332.4	926.1
3	Spectrogram 1	1	110.248910607	110.985810070	320.6	1056.6
4	Spectrogram 1	1	130.011538837	131.092324717	296.8	522.4
5	Spectrogram 1	1	135.120708450	136.348874222	284.9	973.5
6	Spectrogram 1	1	151.234243382	152.806295571	284.9	997.3
7	Spectrogram 1	1	156.392539626	157.817211922	225.6	569.9
8	Spectrogram 1	1	160.772574437	161.263840745	201.8	534.3
9	Spectrogram 1	1	163.278032612	163.916678814	178.1	593.6
10	Spectrogram 1	1	165.685237526	166.274757096	154.3	415.5
11	Spectrogram 1	1	167.208163083	167.994189178	154.3	534.3
12	Spectrogram 1	1	169.173228319	170.106634306	178.1	546.1
13	Spectrogram 1	1	172.268206065	175.068424026	379.9	688.6
14	Spectrogram 1	1	181.504012673	182.683051814	178.1	1032.9
15	Spectrogram 1	1	195.161415747	196.782594566	296.8	1412.8
16	Spectrogram 1	1	199.337179373	201.105738085	166.2	2148.9
17	Spectrogram 1	1	211.913596881	214.320801794	261.2	1270.4
18	Spectrogram 1	1	216.236740399	218.398312158	249.3	1246.6
19	Spectrogram 1	1	221.248646747	222.083799472	83.1	261.2
20	Spectrogram 1	1	224.097991339	224.982270695	118.7	261.2
21	Spectrogram 1	1	226.210436467	227.094715823	142.5	308.7
22	Spectrogram 1	1	231.378875848	233.982587285	284.9	1258.5
23	Spectrogram 1	1	235.849399259	237.716211233	178.1	2303.3
24	Spectrogram 1	1	252.847213548	254.615772260	249.3	736.1
25	Spectrogram 1	1	256.433457603	258.545902731	261.2	1021.0
26	Spectrogram 1	1	272.360843922	275.062808621	320.6	522.4
27	Spectrogram 1	1	276.831367334	278.157786368	249.3	1317.8
28	Spectrogram 1	1	290.095557674	291.814989755	225.6	641.1
29	Spectrogram 1	1	307.732018164	309.156690460	237.4	546.1
30	Spectrogram 1	1	327.528654391	328.462060378	296.8	451.2
31	Spectrogram 1	1	344.133455632	345.754634451	284.9	688.6
