Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.602121434	1.343193967	84.2	372.9
2	Spectrogram 1	1	1.621096168	2.871656068	72.2	312.8
3	Spectrogram 1	1	3.381143435	4.539069269	60.1	312.8
4	Spectrogram 1	1	5.372775869	6.715969837	60.1	397.0
5	Spectrogram 1	1	7.179140170	8.151797871	60.1	192.5
6	Spectrogram 1	1	10.977136906	12.737184173	156.4	769.9
7	Spectrogram 1	1	15.330938041	16.813083109	120.3	493.2
8	Spectrogram 1	1	19.406836977	20.425811711	72.2	312.8
9	Spectrogram 1	1	22.093224911	22.649029312	60.1	264.6
10	Spectrogram 1	1	23.065882612	23.992223279	60.1	324.8
11	Spectrogram 1	1	24.640661746	26.308074947	48.1	264.6
12	Spectrogram 1	1	26.956513414	28.392341448	48.1	276.7
13	Spectrogram 1	1	29.040779915	29.874486516	48.1	216.5
14	Spectrogram 1	1	32.653508517	34.645140951	156.4	818.0
15	Spectrogram 1	1	36.544139319	38.257869553	204.5	505.2
16	Spectrogram 1	1	40.533827282	41.645436082	120.3	384.9
17	Spectrogram 1	1	43.405483350	44.609726217	60.1	264.6
18	Spectrogram 1	1	44.933945451	46.045554251	60.1	252.6
19	Spectrogram 1	1	46.879260852	48.222454819	72.2	312.8
20	Spectrogram 1	1	48.824576253	50.445672420	48.1	264.6
21	Spectrogram 1	1	50.955159787	52.298353755	72.2	336.8
22	Spectrogram 1	1	55.031058723	56.837423024	120.3	866.1
23	Spectrogram 1	1	59.338542825	60.450151626	216.5	445.1
24	Spectrogram 1	1	62.997588460	64.016563194	36.1	228.6
25	Spectrogram 1	1	65.915561562	67.027170362	72.2	397.0
26	Spectrogram 1	1	67.907193996	69.574607197	72.2	312.8
27	Spectrogram 1	1	70.361996764	71.242020398	60.1	288.7
28	Spectrogram 1	1	75.271602300	76.892698467	168.4	769.9
29	Spectrogram 1	1	79.393818269	80.644378169	216.5	421.0
30	Spectrogram 1	1	82.960229837	84.257106771	36.1	252.6
31	Spectrogram 1	1	86.035486296	87.193412130	84.2	312.8
32	Spectrogram 1	1	88.351337964	89.555580831	96.2	228.6
33	Spectrogram 1	1	90.250336332	91.361945132	24.1	156.4
34	Spectrogram 1	1	94.187284167	95.993648468	156.4	781.9
35	Spectrogram 1	1	98.077914969	99.467425970	168.4	469.1
36	Spectrogram 1	1	101.459058404	102.431716105	108.3	264.6
37	Spectrogram 1	1	104.654933706	105.720225473	72.2	264.6
38	Spectrogram 1	1	106.646566140	107.295004607	108.3	216.5
39	Spectrogram 1	1	107.804491974	108.916100775	48.1	168.4
40	Spectrogram 1	1	111.741439810	113.640438177	120.3	769.9
41	Spectrogram 1	1	116.141557979	117.345800846	192.5	433.1
42	Spectrogram 1	1	119.668073175	120.640730876	72.2	300.7
43	Spectrogram 1	1	122.771314410	124.021874311	72.2	240.6
44	Spectrogram 1	1	124.716629811	125.874555645	24.1	372.9
45	Spectrogram 1	1	126.384043012	127.171432579	24.1	120.3
46	Spectrogram 1	1	129.996771614	131.849452948	144.4	781.9
47	Spectrogram 1	1	133.887402416	135.415864517	180.4	505.2
48	Spectrogram 1	1	137.453813984	138.519105752	84.2	252.6
49	Spectrogram 1	1	140.418104119	141.344444786	96.2	264.6
50	Spectrogram 1	1	143.058175021	144.262417888	72.2	216.5
51	Spectrogram 1	1	144.910856355	146.161416256	24.1	84.2
52	Spectrogram 1	1	148.894121224	150.422583325	144.4	757.9
53	Spectrogram 1	1	152.831069059	153.942677860	144.4	457.1
54	Spectrogram 1	1	156.165895461	156.860650961	72.2	312.8
55	Spectrogram 1	1	158.111210862	158.620698229	48.1	252.6
56	Spectrogram 1	1	159.203249206	160.175906906	84.2	264.6
57	Spectrogram 1	1	160.824345373	162.028588241	48.1	288.7
58	Spectrogram 1	1	162.399124507	163.649684408	24.1	132.3
59	Spectrogram 1	1	166.660291576	168.096119610	156.4	769.9
60	Spectrogram 1	1	170.319337212	172.125701512	180.4	505.2
61	Spectrogram 1	1	174.163650980	175.136308681	24.1	240.6
62	Spectrogram 1	1	177.266892215	178.378501016	48.1	240.6
63	Spectrogram 1	1	179.351158716	180.277499383	36.1	324.8
64	Spectrogram 1	1	180.925937850	181.944912584	12.0	168.4
65	Spectrogram 1	1	184.909202719	186.576615920	120.3	842.1
66	Spectrogram 1	1	188.846150555	190.374612655	192.5	457.1
67	Spectrogram 1	1	192.589972800	193.608947534	72.2	276.7
68	Spectrogram 1	1	195.646897002	196.897456902	96.2	240.6
69	Spectrogram 1	1	197.731163503	198.842772303	96.2	276.7
70	Spectrogram 1	1	199.444893737	200.185966271	36.1	156.4
71	Spectrogram 1	1	203.381841573	205.141888840	132.3	757.9
72	Spectrogram 1	1	207.040887208	208.337764142	204.5	457.1
73	Spectrogram 1	1	210.746249876	211.626273510	120.3	397.0
74	Spectrogram 1	1	213.988442211	215.146368045	108.3	348.9
75	Spectrogram 1	1	215.980074646	217.369585646	84.2	264.6
76	Spectrogram 1	1	221.908654915	223.715019216	156.4	793.9
77	Spectrogram 1	1	225.938236818	227.281430785	156.4	445.1
78	Spectrogram 1	1	229.504648386	230.616257187	108.3	372.9
79	Spectrogram 1	1	232.793157754	233.765815455	96.2	372.9
80	Spectrogram 1	1	234.599522055	235.896398989	96.2	312.8
81	Spectrogram 1	1	236.683788556	237.193275923	48.1	204.5
82	Spectrogram 1	1	240.060012516	242.190596051	120.3	781.9
83	Spectrogram 1	1	244.274862552	246.081226853	108.3	505.2
84	Spectrogram 1	1	248.258127421	249.277102155	72.2	240.6
85	Spectrogram 1	1	251.176100522	252.334026356	72.2	216.5
86	Spectrogram 1	1	253.306684057	254.557243957	60.1	240.6
87	Spectrogram 1	1	255.298316491	256.085706058	12.0	156.4
88	Spectrogram 1	1	259.096313226	260.902677527	144.4	769.9
89	Spectrogram 1	1	263.079578095	264.376455029	204.5	457.1
90	Spectrogram 1	1	266.692306697	267.711281431	72.2	372.9
91	Spectrogram 1	1	269.795547932	270.999790799	120.3	264.6
92	Spectrogram 1	1	272.250350700	273.176691367	108.3	240.6
93	Spectrogram 1	1	273.964080934	274.519885334	36.1	168.4
94	Spectrogram 1	1	277.715760636	279.661076037	132.3	793.9
95	Spectrogram 1	1	281.957538815	283.347049815	156.4	457.1
96	Spectrogram 1	1	285.523950383	286.635559184	72.2	240.6
97	Spectrogram 1	1	288.858776785	289.738800419	96.2	228.6
98	Spectrogram 1	1	290.804092186	291.869383953	72.2	348.9
99	Spectrogram 1	1	292.425188353	293.305211987	24.1	156.4
100	Spectrogram 1	1	296.454770255	298.029549390	132.3	793.9
101	Spectrogram 1	1	300.530669191	301.688595025	204.5	481.2
102	Spectrogram 1	1	303.958129659	305.255006593	72.2	553.4
103	Spectrogram 1	1	306.366615394	307.107687928	84.2	264.6
104	Spectrogram 1	1	307.478224195	308.543515962	72.2	336.8
105	Spectrogram 1	1	309.562490696	310.674099496	48.1	360.9
106	Spectrogram 1	1	311.137269830	312.295195664	12.0	96.2
107	Spectrogram 1	1	315.259485799	316.973216033	156.4	793.9
108	Spectrogram 1	1	319.103799567	320.493310568	108.3	517.3
109	Spectrogram 1	1	322.762845202	323.920771036	84.2	288.7
110	Spectrogram 1	1	326.196927361	327.215902095	36.1	384.9
111	Spectrogram 1	1	328.142242762	329.253851562	96.2	228.6
112	Spectrogram 1	1	333.885554898	335.738236232	96.2	878.1
113	Spectrogram 1	1	337.637234600	339.304647801	132.3	445.1
114	Spectrogram 1	1	341.574182435	342.639474203	72.2	397.0
115	Spectrogram 1	1	344.770057737	345.835349504	84.2	384.9
