Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	4.224889111	5.829691951	344.3	569.9
2	Spectrogram 1	1	17.030560756	17.914839872	534.3	736.1
3	Spectrogram 1	1	20.403921829	21.320952023	759.8	961.7
4	Spectrogram 1	1	36.960346666	38.565149506	807.3	1092.3
5	Spectrogram 1	1	45.017111946	45.901391062	700.5	973.5
6	Spectrogram 1	1	48.423224097	49.635013997	641.1	961.7
7	Spectrogram 1	1	58.772564864	59.329333197	225.6	498.6
8	Spectrogram 1	1	60.835882802	61.785664075	166.2	415.5
9	Spectrogram 1	1	64.667758972	66.534570440	249.3	498.6
10	Spectrogram 1	1	70.831779477	71.716058593	712.3	973.5
11	Spectrogram 1	1	73.746625452	76.563218193	142.5	664.9
12	Spectrogram 1	1	77.480248387	78.593785052	1590.9	1840.2
13	Spectrogram 1	1	85.930026608	88.288104252	130.6	1021.0
14	Spectrogram 1	1	89.860156014	91.333954541	237.4	558.0
15	Spectrogram 1	1	98.415851378	99.234628337	154.3	403.7
16	Spectrogram 1	1	102.902749115	104.769560583	142.5	391.8
17	Spectrogram 1	1	110.238990672	111.581784885	213.7	498.6
