Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	18.275081285	19.028355244	68.4	752.2
2	Spectrogram 1	1	20.698658373	21.353679207	246.2	738.5
3	Spectrogram 1	1	174.123758919	175.761311006	123.1	492.3
4	Spectrogram 1	1	183.195797478	184.636843314	123.1	382.9
5	Spectrogram 1	1	187.322428736	188.599719363	177.8	369.3
6	Spectrogram 1	1	194.775706802	196.282254722	41.0	341.9
7	Spectrogram 1	1	200.376134938	202.013687024	95.7	437.6
8	Spectrogram 1	1	204.797525571	205.518048489	82.1	451.3
9	Spectrogram 1	1	206.795339117	207.843372452	68.4	355.6
10	Spectrogram 1	1	208.825903704	209.644679747	95.7	273.5
11	Spectrogram 1	1	210.234198498	211.216729750	109.4	259.8
12	Spectrogram 1	1	211.576991209	212.297514127	101.1	317.9
13	Spectrogram 1	1	212.559522461	213.050788087	72.2	303.4
14	Spectrogram 1	1	213.312796421	213.869564130	43.3	245.6
15	Spectrogram 1	1	246.871543933	247.428311642	72.2	260.1
16	Spectrogram 1	1	248.148834560	249.131365812	86.7	289.0
17	Spectrogram 1	1	249.458876230	250.146648106	72.2	216.7
18	Spectrogram 1	1	250.703415815	251.587693942	43.3	260.1
19	Spectrogram 1	1	454.005672223	455.348464934	260.1	491.2
20	Spectrogram 1	1	553.397931028	554.740723739	158.9	390.1
21	Spectrogram 1	1	574.129340442	575.177373778	144.5	404.5
22	Spectrogram 1	1	577.240689407	579.041996702	130.0	577.9
