Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	1.670305507	2.849344688	249.3	451.2
2	Spectrogram 1	1	18.668120372	19.814408465	213.7	439.3
3	Spectrogram 1	1	24.825324986	25.873359813	154.3	474.9
4	Spectrogram 1	1	52.638576611	53.653860350	201.8	427.4
5	Spectrogram 1	1	61.612374824	63.151675978	59.4	344.3
6	Spectrogram 1	1	67.438436879	68.748480414	213.7	356.2
7	Spectrogram 1	1	83.126208209	84.239745213	237.4	368.0
8	Spectrogram 1	1	97.078171855	98.551970832	237.4	379.9
9	Spectrogram 1	1	114.158457555	115.009985852	166.2	368.0
10	Spectrogram 1	1	131.582036568	133.088586633	142.5	403.7
11	Spectrogram 1	1	136.842875791	137.825408442	83.1	284.9
12	Spectrogram 1	1	139.626718302	140.707504219	59.4	261.2
13	Spectrogram 1	1	141.297023809	142.639818433	59.4	273.1
14	Spectrogram 1	1	327.980678981	329.225220339	190.0	451.2
15	Spectrogram 1	1	334.727403186	336.135699986	379.9	748.0
16	Spectrogram 1	1	344.749236227	346.092030851	213.7	391.8
17	Spectrogram 1	1	354.598993746	355.319517690	130.6	759.8
18	Spectrogram 1	1	356.531307960	357.841351494	118.7	415.5
19	Spectrogram 1	1	360.854451625	362.492006043	201.8	439.3
20	Spectrogram 1	1	369.336983513	370.941786843	95.0	807.3
21	Spectrogram 1	1	372.139598646	373.809904153	142.5	558.0
22	Spectrogram 1	1	378.951825027	380.425624004	225.6	463.0
23	Spectrogram 1	1	387.532610181	388.416889567	474.9	724.2
24	Spectrogram 1	1	390.349203781	391.397238609	95.0	783.6
25	Spectrogram 1	1	397.226932339	398.831735669	130.6	415.5
26	Spectrogram 1	1	408.847122091	411.467209161	83.1	344.3
27	Spectrogram 1	1	413.956291877	415.692099561	178.1	463.0
28	Spectrogram 1	1	430.233582798	432.133145924	118.7	486.8
29	Spectrogram 1	1	446.537178188	447.978226076	213.7	415.5
30	Spectrogram 1	1	462.290451695	463.600495229	130.6	415.5
31	Spectrogram 1	1	472.553836857	474.748159778	23.7	261.2
32	Spectrogram 1	1	477.663006643	479.235058884	225.6	403.7
33	Spectrogram 1	1	493.350777973	495.545100893	237.4	379.9
34	Spectrogram 1	1	508.968454970	510.245747416	225.9	439.9
35	Spectrogram 1	1	523.084174058	524.557973035	249.7	416.1
36	Spectrogram 1	1	538.383694982	539.824742870	166.5	392.4
37	Spectrogram 1	1	553.776706516	555.086750051	107.0	368.6
38	Spectrogram 1	1	569.424333908	570.570622001	83.2	428.0
39	Spectrogram 1	1	572.240927508	573.518219955	71.3	237.8
40	Spectrogram 1	1	574.828263490	575.679791787	59.4	225.9
41	Spectrogram 1	1	577.088088587	578.103372327	59.4	249.7
42	Spectrogram 1	1	578.791145182	579.871931099	71.3	225.9
43	Spectrogram 1	1	582.426515992	583.834812792	83.2	332.9
44	Spectrogram 1	1	586.880664010	587.928698838	202.1	380.5
45	Spectrogram 1	1	589.533502168	590.417781554	59.4	321.0
46	Spectrogram 1	1	592.120838150	593.103370801	71.3	285.4
47	Spectrogram 1	1	594.461191121	595.378221595	83.2	261.6
48	Spectrogram 1	1	596.295252070	597.179531456	59.4	225.9
