Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.163754392	0.786021084	201.8	1068.5
2	Spectrogram 1	1	1.997803587	2.849326428	178.1	1199.1
3	Spectrogram 1	1	4.716126501	7.368947658	332.4	3419.3
4	Spectrogram 1	1	9.366751245	11.495558346	237.4	3300.5
5	Spectrogram 1	1	13.329607541	14.312133896	106.9	2695.0
6	Spectrogram 1	1	16.015179577	16.932204174	166.2	2362.6
7	Spectrogram 1	1	18.176737556	18.962758640	106.9	1021.0
8	Spectrogram 1	1	19.421270939	20.076288508	142.5	866.7
9	Spectrogram 1	1	20.600302564	21.451825404	154.3	2160.8
10	Spectrogram 1	1	22.139593852	23.253123721	106.9	2362.6
11	Spectrogram 1	1	23.940892169	24.857916766	166.2	2920.6
12	Spectrogram 1	1	25.938695756	28.165755493	178.1	2362.6
13	Spectrogram 1	1	30.229060837	32.423369695	225.6	1519.7
14	Spectrogram 1	1	34.650429432	35.796710178	118.7	2718.8
15	Spectrogram 1	1	37.706356019	38.688882373	118.7	1175.4
16	Spectrogram 1	1	39.769661363	40.784938596	106.9	2267.6
17	Spectrogram 1	1	41.538208801	42.291479006	95.0	1911.5
18	Spectrogram 1	1	43.405008874	44.518538743	95.0	2184.5
19	Spectrogram 1	1	45.173556312	45.894075639	59.4	1947.1
20	Spectrogram 1	1	48.121135375	50.577451261	118.7	1175.4
21	Spectrogram 1	1	52.771760120	54.998819856	166.2	961.7
22	Spectrogram 1	1	56.800118173	57.717142770	106.9	1306.0
23	Spectrogram 1	1	59.551191965	60.468216562	95.0	308.7
24	Spectrogram 1	1	61.155985010	61.942006094	83.1	510.5
25	Spectrogram 1	1	62.662525421	63.710553532	118.7	474.9
26	Spectrogram 1	1	64.627578129	65.708357119	71.2	1899.6
27	Spectrogram 1	1	67.931067645	70.583888802	154.3	1021.0
28	Spectrogram 1	1	72.745446782	74.415741584	154.3	1555.3
29	Spectrogram 1	1	76.511797807	77.821832946	356.2	558.0
30	Spectrogram 1	1	77.363320647	78.378597880	71.2	1745.3
31	Spectrogram 1	1	80.179896197	81.227924308	83.1	3264.9
32	Spectrogram 1	1	82.505208569	83.651489315	83.1	558.0
33	Spectrogram 1	1	84.339257764	85.223531482	71.2	937.9
34	Spectrogram 1	1	85.747545538	86.631819257	95.0	759.8
35	Spectrogram 1	1	88.371527162	91.613864132	154.3	961.7
36	Spectrogram 1	1	93.218657177	95.642222185	178.1	1092.3
37	Spectrogram 1	1	97.836531043	98.950060911	95.0	308.7
38	Spectrogram 1	1	100.685857471	101.963141731	118.7	486.8
39	Spectrogram 1	1	103.469682141	104.452208496	83.1	1199.1
40	Spectrogram 1	1	105.729492757	106.712019111	59.4	2030.2
41	Spectrogram 1	1	107.170531410	108.284061278	106.9	427.4
42	Spectrogram 1	1	110.445619258	114.670482582	83.1	1056.6
43	Spectrogram 1	1	115.063493123	117.225051103	166.2	1365.3
44	Spectrogram 1	1	118.468144451	119.614425198	118.7	2600.1
45	Spectrogram 1	1	120.957211215	122.005239327	95.0	2635.7
46	Spectrogram 1	1	123.053267438	123.839288522	71.2	2600.1
47	Spectrogram 1	1	124.821814876	125.542334203	59.4	2837.5
48	Spectrogram 1	1	129.013927322	130.913478273	95.0	1032.9
49	Spectrogram 1	1	134.589350689	135.932136706	95.0	2469.5
50	Spectrogram 1	1	137.307673603	138.126445565	71.2	3051.2
51	Spectrogram 1	1	139.338228068	140.025996516	71.2	3086.8
52	Spectrogram 1	1	141.172277263	141.696291319	95.0	2718.8
53	Spectrogram 1	1	145.233386195	147.034684511	71.2	1163.5
