Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	44.234937116	45.554972522	261.2	522.4
2	Spectrogram 1	1	59.762722022	60.700641916	261.2	534.3
3	Spectrogram 1	1	76.135624858	77.316709168	201.8	522.4
4	Spectrogram 1	1	92.080263050	93.400298456	308.7	498.6
5	Spectrogram 1	1	105.641595094	106.544777214	284.9	510.5
6	Spectrogram 1	1	118.737735832	120.196722333	225.6	534.3
7	Spectrogram 1	1	125.281908683	127.157748470	59.4	249.3
8	Spectrogram 1	1	131.361019105	133.132645571	142.5	391.8
9	Spectrogram 1	1	145.117177546	146.437212951	201.8	403.7
10	Spectrogram 1	1	156.978562157	159.340730778	130.6	415.5
11	Spectrogram 1	1	170.144178442	172.297920420	166.2	415.5
12	Spectrogram 1	1	176.049599995	177.473848722	71.2	201.8
13	Spectrogram 1	1	178.828621902	179.697066248	59.4	261.2
14	Spectrogram 1	1	186.816672994	187.928281756	190.0	379.9
15	Spectrogram 1	1	189.734645996	190.985205854	83.1	261.2
16	Spectrogram 1	1	192.235765713	193.555801119	47.5	249.3
17	Spectrogram 1	1	195.257952037	195.952707514	59.4	261.2
18	Spectrogram 1	1	196.751676312	197.793809527	71.2	284.9
19	Spectrogram 1	1	204.150822140	205.366644224	118.7	379.9
20	Spectrogram 1	1	207.338471879	208.067965129	47.5	261.2
21	Spectrogram 1	1	209.804853821	210.916462584	47.5	249.3
22	Spectrogram 1	1	212.375449086	213.278631205	71.2	201.8
23	Spectrogram 1	1	213.764960039	215.084995445	59.4	261.2
24	Spectrogram 1	1	220.990416998	222.345190178	118.7	403.7
25	Spectrogram 1	1	224.015086456	225.126695219	35.6	249.3
26	Spectrogram 1	1	226.655157268	227.766766030	71.2	225.6
27	Spectrogram 1	1	229.260490306	230.267885747	59.4	213.7
28	Spectrogram 1	1	230.823690128	231.900561117	35.6	249.3
29	Spectrogram 1	1	237.284916063	239.056542528	190.0	391.8
30	Spectrogram 1	1	240.420530877	241.323712997	71.2	237.4
31	Spectrogram 1	1	242.817437272	243.824832714	83.1	273.1
32	Spectrogram 1	1	245.283819215	246.430165752	47.5	237.4
33	Spectrogram 1	1	247.055445681	247.993365574	47.5	261.2
34	Spectrogram 1	1	254.107213770	255.635675819	142.5	356.2
35	Spectrogram 1	1	257.546253381	258.518911048	71.2	249.3
36	Spectrogram 1	1	260.290537514	261.471621824	47.5	237.4
37	Spectrogram 1	1	262.548492814	263.729577124	47.5	273.1
38	Spectrogram 1	1	264.424332601	265.501203590	47.5	225.6
