Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.138951095	0.798968798	795.5	1044.8
2	Spectrogram 1	1	11.671892010	12.887714095	249.3	486.8
3	Spectrogram 1	1	13.929847310	15.076193847	795.5	1056.6
4	Spectrogram 1	1	16.222540383	17.368886920	831.1	1151.6
5	Spectrogram 1	1	25.428050451	26.400708118	261.2	439.3
6	Spectrogram 1	1	27.755481298	29.040778930	771.7	1056.6
7	Spectrogram 1	1	39.278136746	40.216056640	261.2	439.3
8	Spectrogram 1	1	41.709780915	42.786651904	807.3	1009.2
9	Spectrogram 1	1	55.118561617	56.612285892	759.8	949.8
10	Spectrogram 1	1	70.084656349	70.918362921	795.5	914.2
11	Spectrogram 1	1	81.200743978	82.347090514	261.2	415.5
12	Spectrogram 1	1	83.528174825	85.056636874	748.0	937.9
13	Spectrogram 1	1	94.748475775	95.443231252	273.1	427.4
14	Spectrogram 1	1	97.152393854	98.090313747	842.9	973.5
15	Spectrogram 1	1	99.028233641	100.487220142	783.6	997.3
16	Spectrogram 1	1	111.325405580	112.923343177	724.2	961.7
17	Spectrogram 1	1	125.585756599	127.565809708	795.5	997.3
18	Spectrogram 1	1	139.446128361	140.939852636	748.0	949.8
19	Spectrogram 1	1	152.688231878	154.181956153	807.3	937.9
20	Spectrogram 1	1	162.271880905	163.140325251	261.2	403.7
21	Spectrogram 1	1	184.538793937	185.754616021	142.5	403.7
22	Spectrogram 1	1	201.382924643	202.181893441	368.0	534.3
23	Spectrogram 1	1	205.481981956	206.836755136	190.0	439.3
24	Spectrogram 1	1	225.074660294	226.221006831	201.8	427.4
25	Spectrogram 1	1	246.403653432	247.688951064	201.8	391.8
26	Spectrogram 1	1	266.259247278	267.787709327	213.7	415.5
27	Spectrogram 1	1	287.727191511	288.595635857	237.4	391.8
28	Spectrogram 1	1	304.745025683	305.717683351	332.4	510.5
29	Spectrogram 1	1	308.566180806	309.851478438	225.6	403.7
30	Spectrogram 1	1	377.843492130	379.024576441	344.3	522.4
31	Spectrogram 1	1	401.035549157	401.730304634	641.1	937.9
