Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	2.046942898	4.012008081	168.4	1022.5
2	Spectrogram 1	1	8.064955019	9.948142486	72.2	721.8
3	Spectrogram 1	1	11.135369367	12.445412822	637.6	3139.7
4	Spectrogram 1	1	16.252726612	18.094975221	144.4	1419.5
5	Spectrogram 1	1	22.106983301	24.194865058	60.1	745.8
6	Spectrogram 1	1	26.037113666	27.756545701	661.6	2490.1
7	Spectrogram 1	1	30.540388042	32.914841804	156.4	902.2
8	Spectrogram 1	1	36.722155595	38.687220777	84.2	769.9
9	Spectrogram 1	1	40.693224818	42.167023705	673.6	2490.1
10	Spectrogram 1	1	45.056608585	46.939796052	156.4	926.3
11	Spectrogram 1	1	51.320253854	52.916869315	84.2	324.8
12	Spectrogram 1	1	54.267851628	55.782589372	685.7	3957.7
13	Spectrogram 1	1	58.648309430	60.654313470	120.3	769.9
14	Spectrogram 1	1	64.625382693	66.917958739	48.1	842.1
15	Spectrogram 1	1	68.842085063	70.684333672	709.7	2357.8
16	Spectrogram 1	1	72.895032002	75.515118912	144.4	721.8
17	Spectrogram 1	1	78.913044123	81.369375601	60.1	336.8
18	Spectrogram 1	1	83.340243312	85.141553063	577.4	3247.9
19	Spectrogram 1	1	87.556945683	89.890460587	120.3	986.4
20	Spectrogram 1	1	93.247446940	95.744717276	60.1	288.7
21	Spectrogram 1	1	93.534018946	94.434673821	673.6	842.1
22	Spectrogram 1	1	97.791660174	99.511092209	637.6	4053.9
23	Spectrogram 1	1	101.803668255	103.932488869	108.3	1455.6
24	Spectrogram 1	1	108.067313524	110.359889570	84.2	336.8
25	Spectrogram 1	1	111.178666729	113.757814781	673.6	2502.1
26	Spectrogram 1	1	116.212324314	118.095511781	156.4	733.8
27	Spectrogram 1	1	122.025642145	124.686667913	36.1	300.7
28	Spectrogram 1	1	124.768545629	126.283283374	661.6	890.2
29	Spectrogram 1	1	126.651733095	128.166470840	661.6	3187.8
30	Spectrogram 1	1	130.786557750	132.833500648	144.4	781.9
31	Spectrogram 1	1	136.804569871	139.097145917	60.1	300.7
32	Spectrogram 1	1	139.506534497	140.898455668	661.6	842.1
33	Spectrogram 1	1	141.676293969	143.231970572	649.6	2490.1
34	Spectrogram 1	1	145.278913470	147.571489516	144.4	745.8
35	Spectrogram 1	1	151.898745552	153.822871876	48.1	288.7
36	Spectrogram 1	1	154.477893604	155.296670763	673.6	890.2
37	Spectrogram 1	1	156.115447922	158.162390821	625.5	3187.8
38	Spectrogram 1	1	159.963700571	162.174398901	96.2	806.0
39	Spectrogram 1	1	166.022651550	168.233349880	96.2	300.7
40	Spectrogram 1	1	168.356166454	169.911843057	685.7	878.1
41	Spectrogram 1	1	170.730620216	172.245357961	601.5	2381.8
42	Spectrogram 1	1	174.292300859	176.584876905	72.2	745.8
43	Spectrogram 1	1	180.632517387	182.761338001	96.2	276.7
44	Spectrogram 1	1	183.334482013	186.650529508	601.5	2562.3
45	Spectrogram 1	1	188.369961543	190.580659873	120.3	769.9
46	Spectrogram 1	1	194.510790237	196.926182857	60.1	372.9
47	Spectrogram 1	1	199.218758904	201.224762944	661.6	2526.2
48	Spectrogram 1	1	203.476400132	205.523343030	120.3	781.9
49	Spectrogram 1	1	209.535351111	211.950743731	72.2	300.7
50	Spectrogram 1	1	212.888360765	215.344692243	577.4	2478.0
51	Spectrogram 1	1	217.473512857	219.725150045	156.4	697.7
52	Spectrogram 1	1	223.450586120	226.193489604	48.1	288.7
53	Spectrogram 1	1	227.298838769	229.918925678	673.6	3284.0
54	Spectrogram 1	1	232.579951446	234.626894344	60.1	745.8
55	Spectrogram 1	1	238.365092543	240.616729731	72.2	312.8
56	Spectrogram 1	1	240.739546305	242.622733772	697.7	902.2
57	Spectrogram 1	1	243.318694357	244.997187534	685.7	2550.2
58	Spectrogram 1	1	247.412580154	249.746095058	96.2	781.9
59	Spectrogram 1	1	253.799041996	256.255373474	72.2	288.7
60	Spectrogram 1	1	256.255373474	257.770111219	637.6	926.3
61	Spectrogram 1	1	258.466071804	259.530482111	673.6	2622.4
62	Spectrogram 1	1	262.109630163	264.443145067	108.3	757.9
63	Spectrogram 1	1	268.045764568	270.502096046	48.1	240.6
64	Spectrogram 1	1	270.881824302	272.191867757	685.7	830.0
65	Spectrogram 1	1	272.683134053	274.607260377	673.6	2562.3
66	Spectrogram 1	1	277.022652997	279.151473611	120.3	721.8
67	Spectrogram 1	1	282.917848544	285.333241164	36.1	228.6
68	Spectrogram 1	1	285.742629744	289.509004676	553.4	1034.5
69	Spectrogram 1	1	291.555947575	293.971340195	96.2	806.0
70	Spectrogram 1	1	297.737715128	300.357802037	84.2	312.8
71	Spectrogram 1	1	301.618128238	303.992582000	697.7	4138.1
72	Spectrogram 1	1	306.080463756	308.332100945	108.3	781.9
73	Spectrogram 1	1	312.344109025	314.800440503	72.2	276.7
74	Spectrogram 1	1	316.847383401	318.812448584	613.5	2538.2
75	Spectrogram 1	1	321.105024630	323.520417250	96.2	757.9
76	Spectrogram 1	1	327.300858918	330.002823544	48.1	264.6
77	Spectrogram 1	1	331.967888726	333.687320761	577.4	4138.1
78	Spectrogram 1	1	336.102713381	338.231533995	96.2	757.9
79	Spectrogram 1	1	341.916031212	344.617995838	60.1	264.6
80	Spectrogram 1	1	346.460244446	348.384370771	685.7	2454.0
81	Spectrogram 1	1	350.595069101	353.337972584	144.4	757.9
82	Spectrogram 1	1	356.616744712	359.482464770	60.1	336.8
83	Spectrogram 1	1	360.833447082	363.085084270	637.6	2586.3
84	Spectrogram 1	1	365.418599175	367.793052937	144.4	781.9
85	Spectrogram 1	1	371.845999875	374.015759347	48.1	288.7
