Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	123.969049499	125.995419584	195.6	648.0
2	Spectrogram 1	1	131.321878095	132.364011282	244.5	538.0
3	Spectrogram 1	1	143.205497540	144.768697321	317.9	635.8
4	Spectrogram 1	1	149.805674391	150.732015001	207.9	501.3
5	Spectrogram 1	1	153.655777554	154.611066308	244.5	599.1
6	Spectrogram 1	1	164.701623579	165.743756766	195.6	427.9
7	Spectrogram 1	1	182.588394553	183.572631451	195.6	366.8
8	Spectrogram 1	1	199.787598968	200.656043291	220.1	452.4
9	Spectrogram 1	1	232.117890640	233.420557124	146.7	379.0
10	Spectrogram 1	1	272.738225059	273.722461958	207.9	489.1
11	Spectrogram 1	1	291.334153619	292.926301543	354.6	611.3
