Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	35.750731384	37.191778833	213.7	463.0
2	Spectrogram 1	1	53.858208038	54.414976370	486.8	688.6
3	Spectrogram 1	1	68.039424975	68.858201935	391.8	819.2
4	Spectrogram 1	1	77.944581873	78.894363146	427.4	771.7
5	Spectrogram 1	1	85.772089605	86.558115486	474.9	688.6
6	Spectrogram 1	1	92.307278364	93.289810715	486.8	997.3
7	Spectrogram 1	1	94.665356007	95.778892672	249.3	629.2
8	Spectrogram 1	1	96.892429336	97.940463844	237.4	724.2
9	Spectrogram 1	1	101.346575996	102.361859425	344.3	534.3
10	Spectrogram 1	1	131.771629325	132.754161676	237.4	486.8
11	Spectrogram 1	1	134.457217752	135.570754417	736.1	1044.8
12	Spectrogram 1	1	147.727107130	148.709639481	237.4	474.9
