Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	13.269829607	14.068798405	154.3	391.8
2	Spectrogram 1	1	26.557379485	27.807939343	190.0	344.3
3	Spectrogram 1	1	34.164951956	35.728151779	95.0	225.6
4	Spectrogram 1	1	39.827209092	41.355671141	190.0	356.2
5	Spectrogram 1	1	53.444416437	55.007616260	237.4	558.0
6	Spectrogram 1	1	66.888637682	68.590788601	273.1	451.2
7	Spectrogram 1	1	75.121490082	76.684689905	190.0	605.5
8	Spectrogram 1	1	79.359498491	80.957436088	249.3	474.9
9	Spectrogram 1	1	91.186009153	92.714471202	249.3	439.3
10	Spectrogram 1	1	104.629527630	105.984300809	142.5	427.4
11	Spectrogram 1	1	118.151729524	119.819142669	178.1	356.2
12	Spectrogram 1	1	133.262661145	134.339532134	166.2	368.0
13	Spectrogram 1	1	146.018579301	147.373352480	166.2	391.8
14	Spectrogram 1	1	175.848177737	176.959786500	130.6	379.9
15	Spectrogram 1	1	186.338985437	187.624283069	368.0	522.4
16	Spectrogram 1	1	191.132798227	192.383358085	261.2	427.4
17	Spectrogram 1	1	202.234071839	203.588845019	71.2	237.4
18	Spectrogram 1	1	209.494266571	210.883777525	249.3	427.4
19	Spectrogram 1	1	214.531243778	215.712328089	47.5	225.6
20	Spectrogram 1	1	217.136576816	218.074496710	59.4	213.7
21	Spectrogram 1	1	219.116629925	219.915598723	83.1	284.9
22	Spectrogram 1	1	220.749305296	221.478798546	71.2	261.2
23	Spectrogram 1	1	227.304322910	228.450669446	261.2	546.1
24	Spectrogram 1	1	232.410775664	233.487646653	47.5	249.3
25	Spectrogram 1	1	234.842419833	235.676126405	59.4	237.4
26	Spectrogram 1	1	236.996161811	237.656179514	71.2	249.3
27	Spectrogram 1	1	238.385672765	239.184641563	47.5	213.7
28	Spectrogram 1	1	245.576391949	247.104853998	237.4	463.0
29	Spectrogram 1	1	248.245156672	249.391503209	83.1	213.7
30	Spectrogram 1	1	250.850489710	251.927360699	47.5	225.6
31	Spectrogram 1	1	253.282133879	254.428480415	71.2	237.4
32	Spectrogram 1	1	255.470613631	256.512746846	59.4	201.8
33	Spectrogram 1	1	275.816527459	276.893398448	178.1	356.2
34	Spectrogram 1	1	293.011725510	294.540187559	178.1	391.8
35	Spectrogram 1	1	307.042111132	308.292670990	273.1	474.9
36	Spectrogram 1	1	359.703355204	361.023390610	308.7	510.5
