Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	1.637554419	3.111353395	771.7	985.4
2	Spectrogram 1	1	4.290392577	5.207423051	284.9	736.1
3	Spectrogram 1	1	7.827510121	8.711789507	308.7	474.9
4	Spectrogram 1	1	9.465064539	10.775108074	178.1	664.9
5	Spectrogram 1	1	14.836243032	15.949780037	273.1	866.7
6	Spectrogram 1	1	21.877727032	23.155019479	831.1	997.3
7	Spectrogram 1	1	30.818774158	32.128817692	190.0	403.7
8	Spectrogram 1	1	117.615107224	118.204626815	439.3	878.6
9	Spectrogram 1	1	120.988469327	121.610740006	522.4	878.6
10	Spectrogram 1	1	123.936067280	124.918599931	558.0	783.6
11	Spectrogram 1	1	126.556154350	127.800695708	748.0	902.3
12	Spectrogram 1	1	126.654407615	127.702442443	2433.9	2576.3
13	Spectrogram 1	1	129.733009922	130.355280601	498.6	1104.1
14	Spectrogram 1	1	132.615105698	133.335629643	261.2	878.6
15	Spectrogram 1	1	136.315978684	137.691524396	237.4	486.8
16	Spectrogram 1	1	142.753974126	143.408995894	1056.6	1389.1
17	Spectrogram 1	1	164.993915591	166.500465657	201.8	510.5
18	Spectrogram 1	1	167.057234159	168.269024429	249.3	439.3
19	Spectrogram 1	1	174.229722512	175.343259517	854.8	1056.6
20	Spectrogram 1	1	176.817058494	178.061599852	783.6	1009.2
21	Spectrogram 1	1	181.238455424	182.908760931	166.2	368.0
22	Spectrogram 1	1	211.868355898	213.243901610	237.4	427.4
23	Spectrogram 1	1	226.508092400	228.604162056	190.0	403.7
24	Spectrogram 1	1	242.367201519	243.873751584	213.7	415.5
25	Spectrogram 1	1	268.079676084	269.291466354	178.1	403.7
26	Spectrogram 1	1	304.948154277	305.897935840	629.2	914.2
27	Spectrogram 1	1	312.967528272	313.524296775	225.6	522.4
28	Spectrogram 1	1	317.618182821	318.240453500	332.4	807.3
29	Spectrogram 1	1	320.664034040	321.744819956	273.1	474.9
30	Spectrogram 1	1	324.083299465	324.476312525	3644.8	3882.3
31	Spectrogram 1	1	323.919544023	324.738321232	2410.1	2790.0
32	Spectrogram 1	1	324.279805995	325.098583204	1234.7	1519.7
33	Spectrogram 1	1	326.506880004	326.932644153	700.5	914.2
34	Spectrogram 1	1	326.605133270	327.227403949	2255.8	2445.7
35	Spectrogram 1	1	333.777621623	336.725219576	284.9	534.3
36	Spectrogram 1	1	339.017795762	340.589848004	284.9	498.6
37	Spectrogram 1	1	342.554913306	344.028712283	712.3	1080.4
38	Spectrogram 1	1	345.404257995	346.354039558	664.9	926.1
39	Spectrogram 1	1	348.929270535	350.632327130	308.7	451.2
40	Spectrogram 1	1	353.481671818	355.020972972	273.1	451.2
41	Spectrogram 1	1	378.873259114	380.248804826	320.6	700.5
42	Spectrogram 1	1	384.702952844	385.292472435	866.7	997.3
43	Spectrogram 1	1	389.451860658	390.368891132	831.1	1032.9
44	Spectrogram 1	1	455.634518407	456.289540174	237.4	474.9
45	Spectrogram 1	1	464.018797030	464.804823151	142.5	522.4
46	Spectrogram 1	1	476.431459522	477.807005234	237.4	427.4
47	Spectrogram 1	1	492.394442294	493.966494536	237.4	415.5
48	Spectrogram 1	1	507.116599131	508.328389401	213.7	439.3
49	Spectrogram 1	1	521.199567131	522.804370461	213.7	439.3
50	Spectrogram 1	1	537.385221904	539.088278499	249.3	415.5
51	Spectrogram 1	1	538.040243671	539.186531764	676.7	1021.0
52	Spectrogram 1	1	544.131946108	544.852470053	427.4	1056.6
53	Spectrogram 1	1	546.948539708	547.472557122	320.6	949.8
54	Spectrogram 1	1	550.682163783	552.057709494	296.8	498.6
55	Spectrogram 1	1	553.400504118	554.874303094	201.8	344.3
56	Spectrogram 1	1	568.738415516	570.375969934	261.2	688.6
57	Spectrogram 1	1	572.144528706	572.734048297	237.4	712.3
58	Spectrogram 1	1	574.797366865	575.452388632	237.4	664.9
59	Spectrogram 1	1	578.596493116	579.939287739	213.7	510.5
60	Spectrogram 1	1	586.391252148	587.635793506	213.7	391.8
61	Spectrogram 1	1	588.127059832	590.845400167	284.9	558.0
62	Spectrogram 1	1	593.528258218	594.805550664	213.7	463.0
63	Spectrogram 1	1	596.803367055	598.015157325	688.6	926.1
