Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	1.563199823	3.577990706	115.9	475.1
2	Spectrogram 1	1	15.110931620	16.674131443	127.5	521.4
3	Spectrogram 1	1	28.415499001	30.430289884	104.3	440.3
4	Spectrogram 1	1	43.996021601	45.698172519	92.7	405.5
5	Spectrogram 1	1	130.431883961	131.057163890	150.6	799.5
6	Spectrogram 1	1	135.885714454	136.649945479	115.9	567.8
7	Spectrogram 1	1	137.796292015	138.873163004	69.5	417.1
8	Spectrogram 1	1	140.332149506	141.860611555	417.1	648.9
9	Spectrogram 1	1	144.396469045	145.820717772	336.0	660.5
10	Spectrogram 1	1	148.113410846	149.259757383	173.8	405.5
11	Spectrogram 1	1	150.545055015	151.482974908	197.0	463.5
12	Spectrogram 1	1	153.428290243	154.192521268	104.3	405.5
13	Spectrogram 1	1	155.234654483	156.242049924	69.5	417.1
14	Spectrogram 1	1	157.075756497	157.978938616	92.7	405.5
15	Spectrogram 1	1	159.983307857	161.824409871	197.0	533.0
16	Spectrogram 1	1	164.117102944	165.784516089	162.2	475.1
17	Spectrogram 1	1	167.799306971	168.702489091	92.7	417.1
18	Spectrogram 1	1	170.439377783	171.759413189	92.7	428.7
19	Spectrogram 1	1	172.384693118	173.392088560	81.1	521.4
20	Spectrogram 1	1	177.004817039	178.568016862	139.0	463.5
21	Spectrogram 1	1	181.024106039	182.726256957	185.4	428.7
22	Spectrogram 1	1	192.105455894	194.259197872	92.7	440.3
23	Spectrogram 1	1	196.447677624	197.732975256	92.7	278.1
24	Spectrogram 1	1	199.713028365	200.650948259	69.5	254.9
25	Spectrogram 1	1	202.144672534	203.152067975	92.7	231.7
26	Spectrogram 1	1	207.210372844	208.738834893	104.3	405.5
27	Spectrogram 1	1	212.872629980	214.157927612	81.1	220.2
28	Spectrogram 1	1	216.207456269	217.145376163	92.7	197.0
29	Spectrogram 1	1	222.008664500	223.815028740	115.9	475.1
30	Spectrogram 1	1	236.303745995	238.214323556	81.1	417.1
31	Spectrogram 1	1	251.623104258	253.255779629	81.1	405.5
32	Spectrogram 1	1	266.519723442	268.013447717	115.9	417.1
