Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	31.503318880	32.538952905	407.1	756.1	Iniskin_HB13_191030195421.wav
2	Spectrogram 1	1	37.316232438	37.950975872	348.9	678.5	Iniskin_HB13_191030195421.wav
3	Spectrogram 1	1	44.097964922	45.267229143	135.7	756.1	Iniskin_HB13_191030195421.wav
4	Spectrogram 1	1	49.142504849	49.710433185	252.0	697.9	Iniskin_HB13_191030195421.wav
5	Spectrogram 1	1	54.354082521	54.888603308	155.1	620.4	Iniskin_HB13_191030195421.wav
6	Spectrogram 1	1	60.180396599	60.681509837	155.1	562.2	Iniskin_HB13_191030195421.wav
7	Spectrogram 1	1	65.859679960	66.828498886	271.4	581.6	Iniskin_HB13_191030195421.wav
8	Spectrogram 1	1	72.040076559	73.309563428	232.6	426.5	Iniskin_HB13_191030195421.wav
9	Spectrogram 1	1	77.852990117	78.554548650	96.9	232.6	Iniskin_HB13_191030195421.wav
10	Spectrogram 1	1	83.799533872	84.601315052	135.7	310.2	Iniskin_HB13_191030195421.wav
11	Spectrogram 1	1	108.922010857	110.492165669	193.9	581.6	Iniskin_HB13_191030195421.wav
12	Spectrogram 1	1	136.897530044	137.832941421	445.9	601.0	Iniskin_HB13_191030195421.wav
13	Spectrogram 1	1	286.570144395	287.371925575	445.9	659.1	Iniskin_HB13_191030195421.wav
14	Spectrogram 1	1	294.688178847	295.322922281	348.9	504.0	Iniskin_HB13_191030195421.wav
15	Spectrogram 1	1	313.463221488	314.632485709	407.1	601.0	Iniskin_HB13_191030195421.wav
16	Spectrogram 1	1	623.799533872	624.233832011	368.3	581.6	Iniskin_HB13_191030195421.wav
17	Spectrogram 1	1	643.910878480	645.113550251	387.7	678.5	Iniskin_HB13_191030195421.wav
18	Spectrogram 1	1	652.677056886	653.345207869	252.0	426.5	Iniskin_HB13_191030195421.wav
19	Spectrogram 1	1	708.146989050	709.683736312	465.3	659.1	Iniskin_HB13_191030195421.wav
20	Spectrogram 1	1	748.469900914	749.071236799	504.0	659.1	Iniskin_HB13_191030195421.wav
21	Spectrogram 1	1	755.218225849	756.354082521	445.9	562.2	Iniskin_HB13_191030195421.wav
22	Spectrogram 1	1	786.033386716	786.768352798	542.8	717.3	Iniskin_HB13_191030195421.wav
23	Spectrogram 1	1	2728.028933765	2728.630269650	581.6	756.1	Iniskin_HB13_191030195421.wav
24	Spectrogram 1	1	2769.868585862	2772.140299207	542.8	756.1	Iniskin_HB13_191030195421.wav
25	Spectrogram 1	1	3019.710433185	3020.512214365	523.4	756.1	Iniskin_HB13_191030195421.wav
26	Spectrogram 1	1	3157.089069437	3158.692631798	135.7	504.0	Iniskin_HB13_191030195421.wav
27	Spectrogram 1	1	3183.781701234	3184.282814472	77.5	387.7	Iniskin_HB13_191030195421.wav
28	Spectrogram 1	1	3187.155863702	3187.556754292	77.5	368.3	Iniskin_HB13_191030195421.wav
29	Spectrogram 1	1	3190.710464435	3191.244985222	77.5	310.2	Iniskin_HB13_191030195421.wav
30	Spectrogram 1	1	3192.648102287	3193.383068370	58.2	213.2	Iniskin_HB13_191030195421.wav
31	Spectrogram 1	1	3208.683725896	3210.153658060	232.6	445.9	Iniskin_HB13_191030195421.wav
32	Spectrogram 1	1	3229.396406389	3230.766115906	77.5	329.6	Iniskin_HB13_191030195421.wav
33	Spectrogram 1	1	3326.438730257	3327.908662421	193.9	465.3	Iniskin_HB13_191030195421.wav
34	Spectrogram 1	1	3450.908652004	3452.144731324	174.5	465.3	Iniskin_HB13_191030195421.wav
35	Spectrogram 1	1	3475.443193625	3476.812903141	193.9	407.1	Iniskin_HB13_191030195421.wav
36	Spectrogram 1	1	3504.374131218	3505.777248283	193.9	445.9	Iniskin_HB13_191030195421.wav
37	Spectrogram 1	1	3679.282845722	3681.287298673	155.1	504.0	Iniskin_HB13_191030195421.wav
38	Spectrogram 1	1	3904.403106649	3906.340744502	116.3	542.8	Iniskin_HB13_191030195421.wav
39	Spectrogram 1	1	4022.458778953	4023.962118666	155.1	445.9	Iniskin_HB13_191030195421.wav
40	Spectrogram 1	1	4052.358535472	4053.427577046	116.3	368.3	Iniskin_HB13_191030195421.wav
41	Spectrogram 1	1	4196.351866463	4198.155874118	77.5	523.4	Iniskin_HB13_191030195421.wav
42	Spectrogram 1	1	4371.347403095	4373.552301341	58.2	620.4	Iniskin_HB13_191030195421.wav
43	Spectrogram 1	1	4615.623590224	4617.594635625	58.2	562.2	Iniskin_HB13_191030195421.wav
44	Spectrogram 1	1	4801.309542595	4803.313995546	77.5	562.2	Iniskin_HB13_191030195421.wav
45	Spectrogram 1	1	5149.910899313	5151.447646576	155.1	542.8	Iniskin_HB13_191030195421.wav
46	Spectrogram 1	1	5245.717143861	5247.955449657	58.2	542.8	Iniskin_HB13_191030195421.wav
47	Spectrogram 1	1	5294.973271877	5296.476611591	116.3	465.3	Iniskin_HB13_191030195421.wav
48	Spectrogram 1	1	5297.011132378	5297.779506009	407.1	562.2	Iniskin_HB13_191030195421.wav
49	Spectrogram 1	1	5317.289514732	5318.525594052	407.1	678.5	Iniskin_HB13_191030195421.wav
50	Spectrogram 1	1	5320.830714945	5321.866348970	426.5	678.5	Iniskin_HB13_191030195421.wav
51	Spectrogram 1	1	5322.835167896	5323.336281134	465.3	717.3	Iniskin_HB13_191030195421.wav
52	Spectrogram 1	1	5325.307326536	5326.175922815	387.7	659.1	Iniskin_HB13_191030195421.wav
53	Spectrogram 1	1	5370.688178847	5371.289514732	445.9	659.1	Iniskin_HB13_191030195421.wav
54	Spectrogram 1	1	5472.407559600	5475.581276772	77.5	542.8	Iniskin_HB13_191030195421.wav
55	Spectrogram 1	1	5611.376357693	5612.345176619	407.1	794.8	Iniskin_HB13_191030195421.wav
56	Spectrogram 1	1	5617.389716546	5618.158090177	387.7	717.3	Iniskin_HB13_191030195421.wav
57	Spectrogram 1	1	5623.249438173	5623.717143861	504.0	756.1	Iniskin_HB13_191030195421.wav
