Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	55.055641054	56.458758120	202.4	505.9	Iniskin_HB6_191018205250.wav
2	Spectrogram 1	1	139.770579273	141.173696339	202.4	465.4	Iniskin_HB6_191018205250.wav
3	Spectrogram 1	1	1203.066804682	1204.169253805	222.6	505.9	Iniskin_HB6_191018205250.wav
4	Spectrogram 1	1	1729.289493898	1730.826241161	182.1	465.4	Iniskin_HB6_191018205250.wav
5	Spectrogram 1	1	4260.240501021	4261.710433185	80.9	485.7	Iniskin_HB6_191018205250.wav
6	Spectrogram 1	1	5341.342950144	5342.211546423	182.1	465.4	Iniskin_HB6_191018205250.wav
7	Spectrogram 1	1	5871.153647643	5872.289504315	121.4	425.0	Iniskin_HB6_191018205250.wav
8	Spectrogram 1	1	6788.418681561	6790.122466569	101.2	627.3	Iniskin_HB6_191018205250.wav
9	Spectrogram 1	1	9122.545621914	9124.416444669	75.0	318.8	Iniskin_HB6_191018205250.wav
10	Spectrogram 1	1	9702.080153118	9703.917568323	93.8	506.2	Iniskin_HB6_191018205250.wav
11	Spectrogram 1	1	9810.447636159	9811.917568323	112.5	487.5	Iniskin_HB6_191018205250.wav
12	Spectrogram 1	1	10325.458789370	10327.229389477	75.0	300.0	Iniskin_HB6_191018205250.wav
13	Spectrogram 1	1	10462.289504315	10464.026696873	93.8	450.0	Iniskin_HB6_191018205250.wav
14	Spectrogram 1	1	10854.020007030	10856.091275079	56.2	525.0	Iniskin_HB6_191018205250.wav
15	Spectrogram 1	1	11093.418691978	11094.821809043	75.0	431.2	Iniskin_HB6_191018205250.wav
16	Spectrogram 1	1	11211.106881241	11212.209330364	93.8	393.8	Iniskin_HB6_191018205250.wav
17	Spectrogram 1	1	11341.236079320	11342.939864328	75.0	393.8	Iniskin_HB6_191018205250.wav
18	Spectrogram 1	1	11789.605778420	11791.443193625	56.2	525.0	Iniskin_HB6_191018205250.wav
19	Spectrogram 1	1	11906.625816699	11908.797307396	75.0	543.8	Iniskin_HB6_191018205250.wav
20	Spectrogram 1	1	12061.543416272	12063.414239027	93.8	543.8	Iniskin_HB6_191018205250.wav
21	Spectrogram 1	1	12309.447625742	12310.583482415	187.5	487.5	Iniskin_HB6_191018205250.wav
22	Spectrogram 1	1	12568.155874118	12570.060104422	75.0	600.0	Iniskin_HB6_191018205250.wav
23	Spectrogram 1	1	12693.040086976	12695.144762574	56.2	506.2	Iniskin_HB6_191018205250.wav
24	Spectrogram 1	1	12759.968808510	12761.305110477	187.5	450.0	Iniskin_HB6_191018205250.wav
25	Spectrogram 1	1	12941.278371938	12943.216009790	56.2	487.5	Iniskin_HB6_191018205250.wav
26	Spectrogram 1	1	13089.180386182	13091.452099527	93.8	506.2	Iniskin_HB6_191018205250.wav
27	Spectrogram 1	1	13284.053414579	13285.924237333	93.8	562.5	Iniskin_HB6_191018205250.wav
28	Spectrogram 1	1	13458.728276239	13461.033397133	75.0	693.8	Iniskin_HB6_191018205250.wav
29	Spectrogram 1	1	13654.503308463	13656.541168963	75.0	581.2	Iniskin_HB6_191018205250.wav
30	Spectrogram 1	1	14011.389737379	14012.926484642	75.0	431.2	Iniskin_HB6_191018205250.wav
31	Spectrogram 1	1	14421.040086976	14422.643649336	56.2	543.8	Iniskin_HB6_191018205250.wav
32	Spectrogram 1	1	14695.182623074	14697.387521321	56.2	600.0	Iniskin_HB6_191018205250.wav
33	Spectrogram 1	1	14838.126919520	14840.331817766	56.2	543.8	Iniskin_HB6_191018205250.wav
34	Spectrogram 1	1	14892.360757888	14893.997727798	56.2	581.2	Iniskin_HB6_191018205250.wav
35	Spectrogram 1	1	15048.748289625	15050.719335027	75.0	487.5	Iniskin_HB6_191018205250.wav
36	Spectrogram 1	1	15226.249392446	15228.120215200	75.0	487.5	Iniskin_HB6_191018205250.wav
37	Spectrogram 1	1	15242.285016054	15244.022208612	75.0	543.8	Iniskin_HB6_191018205250.wav
38	Spectrogram 1	1	15394.028898455	15396.133574053	112.5	487.5	Iniskin_HB6_191018205250.wav
39	Spectrogram 1	1	16532.672547791	16533.808404464	112.5	393.8	Iniskin_HB6_191018205250.wav
40	Spectrogram 1	1	16706.378590525	16708.048967984	75.0	450.0	Iniskin_HB6_191018205250.wav
41	Spectrogram 1	1	17183.311744177	17184.982121636	75.0	487.5	Iniskin_HB6_191018205250.wav
42	Spectrogram 1	1	17558.605732693	17560.042257308	93.8	487.5	Iniskin_HB6_191018205250.wav
