Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	93.521130684	94.656987356	58.2	348.9	Iniskin_HB8_191020205232.wav
2	Spectrogram 1	1	379.904230303	381.273939820	96.9	368.3	Iniskin_HB8_191020205232.wav
3	Spectrogram 1	1	978.982177779	980.719370337	77.5	368.3	Iniskin_HB8_191020205232.wav
4	Spectrogram 1	1	1184.512214365	1186.449852218	77.5	445.9	Iniskin_HB8_191020205232.wav
5	Spectrogram 1	1	1341.033376299	1343.138051898	77.5	445.9	Iniskin_HB8_191020205232.wav
6	Spectrogram 1	1	1406.358535472	1408.496618620	77.5	407.1	Iniskin_HB8_191020205232.wav
7	Spectrogram 1	1	1506.607984062	1508.712659660	77.5	407.1	Iniskin_HB8_191020205232.wav
8	Spectrogram 1	1	1585.209340780	1587.080163535	58.2	387.7	Iniskin_HB8_191020205232.wav
9	Spectrogram 1	1	1712.819572151	1714.656987356	77.5	426.5	Iniskin_HB8_191020205232.wav
10	Spectrogram 1	1	1718.365225316	1720.369678267	38.8	407.1	Iniskin_HB8_191020205232.wav
11	Spectrogram 1	1	1765.717123028	1767.554538233	96.9	426.5	Iniskin_HB8_191020205232.wav
12	Spectrogram 1	1	1817.846300274	1819.583492831	96.9	562.2	Iniskin_HB8_191020205232.wav
13	Spectrogram 1	1	1839.741645509	1841.612468263	58.2	426.5	Iniskin_HB8_191020205232.wav
14	Spectrogram 1	1	1884.808429357	1886.445399267	77.5	387.7	Iniskin_HB8_191020205232.wav
15	Spectrogram 1	1	1942.750520161	1944.320674972	58.2	426.5	Iniskin_HB8_191020205232.wav
16	Spectrogram 1	1	1969.356329830	1971.427597880	77.5	581.6	Iniskin_HB8_191020205232.wav
17	Spectrogram 1	1	2055.173717172	2057.178170123	58.2	407.1	Iniskin_HB8_191020205232.wav
18	Spectrogram 1	1	2161.570154812	2163.942090804	58.2	601.0	Iniskin_HB8_191020205232.wav
19	Spectrogram 1	1	2194.509998306	2196.481043708	77.5	562.2	Iniskin_HB8_191020205232.wav
20	Spectrogram 1	1	2275.984404255	2278.222710050	77.5	639.7	Iniskin_HB8_191020205232.wav
21	Spectrogram 1	1	2350.262786609	2352.066794265	77.5	601.0	Iniskin_HB8_191020205232.wav
22	Spectrogram 1	1	2358.113560667	2359.783938126	96.9	445.9	Iniskin_HB8_191020205232.wav
23	Spectrogram 1	1	2359.884160774	2361.821798627	77.5	659.1	Iniskin_HB8_191020205232.wav
24	Spectrogram 1	1	2506.082390010	2507.552322174	96.9	348.9	Iniskin_HB8_191020205232.wav
25	Spectrogram 1	1	2548.122487403	2550.227163001	58.2	523.4	Iniskin_HB8_191020205232.wav
26	Spectrogram 1	1	2735.746077626	2738.886387249	96.9	484.7	Iniskin_HB8_191020205232.wav
27	Spectrogram 1	1	2897.144741741	2899.182602241	58.2	581.6	Iniskin_HB8_191020205232.wav
28	Spectrogram 1	1	2942.559001601	2944.129156412	96.9	426.5	Iniskin_HB8_191020205232.wav
29	Spectrogram 1	1	2987.906446362	2989.242748330	96.9	426.5	Iniskin_HB8_191020205232.wav
30	Spectrogram 1	1	3117.420908036	3119.325138340	77.5	484.7	Iniskin_HB8_191020205232.wav
31	Spectrogram 1	1	3149.238295379	3151.409786076	96.9	523.4	Iniskin_HB8_191020205232.wav
32	Spectrogram 1	1	3155.552322174	3157.256107183	77.5	445.9	Iniskin_HB8_191020205232.wav
33	Spectrogram 1	1	3273.374141634	3275.111334192	77.5	465.3	Iniskin_HB8_191020205232.wav
34	Spectrogram 1	1	3312.507782248	3314.712680494	77.5	678.5	Iniskin_HB8_191020205232.wav
35	Spectrogram 1	1	3456.187044775	3458.091275079	77.5	484.7	Iniskin_HB8_191020205232.wav
36	Spectrogram 1	1	3732.447656992	3734.685962788	96.9	639.7	Iniskin_HB8_191020205232.wav
37	Spectrogram 1	1	3862.930937593	3865.102428290	77.5	601.0	Iniskin_HB8_191020205232.wav
38	Spectrogram 1	1	3960.674819994	3962.345197453	77.5	504.0	Iniskin_HB8_191020205232.wav
39	Spectrogram 1	1	4022.692631798	4024.730492298	58.2	504.0	Iniskin_HB8_191020205232.wav
40	Spectrogram 1	1	4160.071268049	4161.741645509	213.2	484.7	Iniskin_HB8_191020205232.wav
41	Spectrogram 1	1	4203.901972578	4206.040055726	96.9	542.8	Iniskin_HB8_191020205232.wav
42	Spectrogram 1	1	4243.202650937	4244.906435946	155.1	523.4	Iniskin_HB8_191020205232.wav
43	Spectrogram 1	1	4314.775021808	4316.445399267	96.9	484.7	Iniskin_HB8_191020205232.wav
44	Spectrogram 1	1	4377.708237959	4380.080173951	116.3	678.5	Iniskin_HB8_191020205232.wav
45	Spectrogram 1	1	4580.131372471	4582.236048070	135.7	717.3	Iniskin_HB8_191020205232.wav
46	Spectrogram 1	1	4728.968798093	4730.873028396	96.9	445.9	Iniskin_HB8_191020205232.wav
47	Spectrogram 1	1	4880.445420100	4882.115797559	96.9	484.7	Iniskin_HB8_191020205232.wav
48	Spectrogram 1	1	4904.131372471	4906.102417873	77.5	426.5	Iniskin_HB8_191020205232.wav
49	Spectrogram 1	1	4984.302884001	4985.605778420	232.6	465.3	Iniskin_HB8_191020205232.wav
50	Spectrogram 1	1	5050.463231904	5051.999979167	96.9	523.4	Iniskin_HB8_191020205232.wav
51	Spectrogram 1	1	5092.369699100	5093.405333125	193.9	387.7	Iniskin_HB8_191020205232.wav
52	Spectrogram 1	1	5278.890840200	5280.594625209	77.5	445.9	Iniskin_HB8_191020205232.wav
53	Spectrogram 1	1	5298.213804148	5299.650328763	58.2	407.1	Iniskin_HB8_191020205232.wav
54	Spectrogram 1	1	5466.828498886	5467.897540460	193.9	445.9	Iniskin_HB8_191020205232.wav
55	Spectrogram 1	1	5858.057888363	5859.628043175	213.2	523.4	Iniskin_HB8_191020205232.wav
56	Spectrogram 1	1	5875.463221488	5876.298410217	445.9	601.0	Iniskin_HB8_191020205232.wav
