Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	54.688158013	56.158090177	95.2	457.1	Iniskin_HB11_191029195433.wav
2	Spectrogram 1	1	2378.057867530	2378.558980767	95.2	400.0	Iniskin_HB11_191029195433.wav
3	Spectrogram 1	1	2391.033397133	2391.901993411	133.3	381.0	Iniskin_HB11_191029195433.wav
4	Spectrogram 1	1	2395.342970977	2395.977714412	114.3	228.6	Iniskin_HB11_191029195433.wav
5	Spectrogram 1	1	2397.213793731	2397.982167363	76.2	304.8	Iniskin_HB11_191029195433.wav
6	Spectrogram 1	1	2406.501092404	2408.538952905	190.5	381.0	Iniskin_HB11_191029195433.wav
7	Spectrogram 1	1	2419.697074332	2421.233821594	190.5	342.9	Iniskin_HB11_191029195433.wav
8	Spectrogram 1	1	2422.035602775	2422.670346209	152.4	457.1	Iniskin_HB11_191029195433.wav
9	Spectrogram 1	1	2424.006648177	2424.474353865	152.4	323.8	Iniskin_HB11_191029195433.wav
10	Spectrogram 1	1	2732.873028396	2733.775032224	114.3	381.0	Iniskin_HB11_191029195433.wav
11	Spectrogram 1	1	2753.819561734	2754.387490071	114.3	247.6	Iniskin_HB11_191029195433.wav
12	Spectrogram 1	1	3065.224915692	3065.692621381	209.5	666.7	Iniskin_HB11_191029195433.wav
13	Spectrogram 1	1	3071.071236799	3071.572350037	114.3	342.9	Iniskin_HB11_191029195433.wav
14	Spectrogram 1	1	3074.512214365	3075.013327603	114.3	342.9	Iniskin_HB11_191029195433.wav
15	Spectrogram 1	1	3079.890829784	3080.592388317	133.3	342.9	Iniskin_HB11_191029195433.wav
16	Spectrogram 1	1	4826.812903141	4828.783948543	95.2	552.4	Iniskin_HB11_191029195433.wav
17	Spectrogram 1	1	4877.438740674	4878.975487936	209.5	400.0	Iniskin_HB11_191029195433.wav
18	Spectrogram 1	1	4944.267239560	4946.305100060	95.2	476.2	Iniskin_HB11_191029195433.wav
19	Spectrogram 1	1	5213.498865929	5214.534499954	152.4	419.0	Iniskin_HB11_191029195433.wav
20	Spectrogram 1	1	5253.233842428	5254.937627436	114.3	438.1	Iniskin_HB11_191029195433.wav
21	Spectrogram 1	1	5392.570123562	5394.407538767	95.2	628.6	Iniskin_HB11_191029195433.wav
22	Spectrogram 1	1	5742.541189797	5743.476601174	266.7	438.1	Iniskin_HB11_191029195433.wav
23	Spectrogram 1	1	5912.592409150	5914.429824355	95.2	514.3	Iniskin_HB11_191029195433.wav
24	Spectrogram 1	1	6014.946533338	6016.850763641	152.4	476.2	Iniskin_HB11_191029195433.wav
25	Spectrogram 1	1	6306.093511971	6307.897519627	76.2	457.1	Iniskin_HB11_191029195433.wav
26	Spectrogram 1	1	6462.881934298	6464.585719307	133.3	342.9	Iniskin_HB11_191029195433.wav
27	Spectrogram 1	1	7095.447646576	7096.917578740	228.6	495.2	Iniskin_HB11_191029195433.wav
28	Spectrogram 1	1	7478.458778953	7480.396416806	133.3	381.0	Iniskin_HB11_191029195433.wav
29	Spectrogram 1	1	9029.659234665	9030.928721534	495.2	723.8	Iniskin_HB11_191029195433.wav
30	Spectrogram 1	1	10138.824025102	10139.558991184	495.2	685.7	Iniskin_HB11_191029195433.wav
31	Spectrogram 1	1	10143.167006496	10144.403085816	457.1	647.6	Iniskin_HB11_191029195433.wav
32	Spectrogram 1	1	10148.011101128	10148.445399267	114.3	666.7	Iniskin_HB11_191029195433.wav
33	Spectrogram 1	1	10166.966582034	10167.968808510	476.2	666.7	Iniskin_HB11_191029195433.wav
34	Spectrogram 1	1	11490.628032758	11491.763889430	419.0	723.8	Iniskin_HB11_191029195433.wav
35	Spectrogram 1	1	11515.596872518	11516.465468796	171.4	361.9	Iniskin_HB11_191029195433.wav
36	Spectrogram 1	1	11571.634733018	11572.503329297	533.3	857.1	Iniskin_HB11_191029195433.wav
37	Spectrogram 1	1	11576.244974805	11577.180386182	571.4	952.4	Iniskin_HB11_191029195433.wav
38	Spectrogram 1	1	11581.022254338	11581.723812871	495.2	857.1	Iniskin_HB11_191029195433.wav
39	Spectrogram 1	1	11586.400869757	11586.868575445	495.2	704.8	Iniskin_HB11_191029195433.wav
40	Spectrogram 1	1	11590.910888897	11591.779485175	476.2	723.8	Iniskin_HB11_191029195433.wav
41	Spectrogram 1	1	11595.287277840	11595.988836372	571.4	781.0	Iniskin_HB11_191029195433.wav
42	Spectrogram 1	1	11599.329591291	11599.897519627	133.3	704.8	Iniskin_HB11_191029195433.wav
43	Spectrogram 1	1	11603.839610431	11604.207093472	76.2	723.8	Iniskin_HB11_191029195433.wav
44	Spectrogram 1	1	11614.630248817	11614.964324309	190.5	685.7	Iniskin_HB11_191029195433.wav
45	Spectrogram 1	1	11976.594625209	11978.432040414	190.5	590.5	Iniskin_HB11_191029195433.wav
46	Spectrogram 1	1	12435.634733018	12437.037850084	247.6	400.0	Iniskin_HB11_191029195433.wav
47	Spectrogram 1	1	12520.703753758	12521.839610431	209.5	381.0	Iniskin_HB11_191029195433.wav
48	Spectrogram 1	1	12936.668130150	12937.870801921	209.5	419.0	Iniskin_HB11_191029195433.wav
49	Spectrogram 1	1	13016.291720374	13017.661429890	266.7	514.3	Iniskin_HB11_191029195433.wav
50	Spectrogram 1	1	13095.327375232	13096.964345142	228.6	476.2	Iniskin_HB11_191029195433.wav
51	Spectrogram 1	1	13132.857453485	13134.093532804	438.1	628.6	Iniskin_HB11_191029195433.wav
52	Spectrogram 1	1	13138.937627436	13140.073484108	266.7	476.2	Iniskin_HB11_191029195433.wav
53	Spectrogram 1	1	13212.380821061	13214.685941954	171.4	495.2	Iniskin_HB11_191029195433.wav
54	Spectrogram 1	1	13271.893066676	13273.396406389	228.6	514.3	Iniskin_HB11_191029195433.wav
55	Spectrogram 1	1	13343.345207869	13345.449883468	190.5	438.1	Iniskin_HB11_191029195433.wav
56	Spectrogram 1	1	13461.501102821	13462.336291551	495.2	723.8	Iniskin_HB11_191029195433.wav
57	Spectrogram 1	1	13489.630259233	13491.033376299	171.4	495.2	Iniskin_HB11_191029195433.wav
58	Spectrogram 1	1	13491.567897086	13492.436493365	304.8	514.3	Iniskin_HB11_191029195433.wav
59	Spectrogram 1	1	13521.213793731	13522.282835305	247.6	400.0	Iniskin_HB11_191029195433.wav
60	Spectrogram 1	1	13565.726049763	13567.429834772	190.5	552.4	Iniskin_HB11_191029195433.wav
61	Spectrogram 1	1	14086.670346209	14088.340723668	114.3	514.3	Iniskin_HB11_191029195433.wav
62	Spectrogram 1	1	14838.728255406	14840.365225316	228.6	514.3	Iniskin_HB11_191029195433.wav
63	Spectrogram 1	1	14926.750540994	14928.454326002	76.2	552.4	Iniskin_HB11_191029195433.wav
64	Spectrogram 1	1	15029.071257633	15030.875265289	95.2	476.2	Iniskin_HB11_191029195433.wav
65	Spectrogram 1	1	15039.861896019	15041.465458380	190.5	476.2	Iniskin_HB11_191029195433.wav
66	Spectrogram 1	1	15083.973261461	15085.008895485	400.0	552.4	Iniskin_HB11_191029195433.wav
67	Spectrogram 1	1	15090.688178847	15091.656997773	247.6	400.0	Iniskin_HB11_191029195433.wav
