Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	78.120250510	79.322922281	236.1	491.8	Iniskin_HB4_191009205408.wav
2	Spectrogram 1	1	370.670346209	371.538942488	570.5	767.2	Iniskin_HB4_191009205408.wav
3	Spectrogram 1	1	402.020027863	402.821809043	550.8	727.9	Iniskin_HB4_191009205408.wav
4	Spectrogram 1	1	406.596862101	407.498865929	432.8	668.9	Iniskin_HB4_191009205408.wav
5	Spectrogram 1	1	414.046745569	414.614673905	137.7	472.1	Iniskin_HB4_191009205408.wav
6	Spectrogram 1	1	418.590172258	418.991062848	118.0	531.1	Iniskin_HB4_191009205408.wav
7	Spectrogram 1	1	428.712659660	429.648071037	472.1	688.5	Iniskin_HB4_191009205408.wav
8	Spectrogram 1	1	451.543416272	453.013348436	236.1	472.1	Iniskin_HB4_191009205408.wav
9	Spectrogram 1	1	468.380821061	469.650307930	354.1	668.9	Iniskin_HB4_191009205408.wav
10	Spectrogram 1	1	474.561217660	475.530036586	275.4	531.1	Iniskin_HB4_191009205408.wav
11	Spectrogram 1	1	498.093532804	499.396427223	236.1	491.8	Iniskin_HB4_191009205408.wav
12	Spectrogram 1	1	509.619137273	511.189292084	432.8	649.2	Iniskin_HB4_191009205408.wav
13	Spectrogram 1	1	530.231595119	531.668119734	432.8	649.2	Iniskin_HB4_191009205408.wav
14	Spectrogram 1	1	554.498876346	556.135846256	393.4	649.2	Iniskin_HB4_191009205408.wav
15	Spectrogram 1	1	560.779495592	562.149205109	255.7	649.2	Iniskin_HB4_191009205408.wav
16	Spectrogram 1	1	567.461005429	568.363009257	118.0	491.8	Iniskin_HB4_191009205408.wav
17	Spectrogram 1	1	577.917568323	579.253870290	413.1	629.5	Iniskin_HB4_191009205408.wav
18	Spectrogram 1	1	594.521120267	595.289493898	137.7	511.5	Iniskin_HB4_191009205408.wav
19	Spectrogram 1	1	651.942090804	652.510019140	452.5	708.2	Iniskin_HB4_191009205408.wav
20	Spectrogram 1	1	655.850774058	656.485517493	196.7	432.8	Iniskin_HB4_191009205408.wav
21	Spectrogram 1	1	661.329612124	661.797317813	236.1	511.5	Iniskin_HB4_191009205408.wav
22	Spectrogram 1	1	663.400880174	663.968808510	196.7	472.1	Iniskin_HB4_191009205408.wav
23	Spectrogram 1	1	666.574597346	667.209340780	157.4	531.1	Iniskin_HB4_191009205408.wav
24	Spectrogram 1	1	713.258344075	714.260570550	511.5	747.5	Iniskin_HB4_191009205408.wav
25	Spectrogram 1	1	718.069031157	719.071257633	531.1	708.2	Iniskin_HB4_191009205408.wav
26	Spectrogram 1	1	1303.383068370	1304.184849550	432.8	668.9	Iniskin_HB4_191009205408.wav
27	Spectrogram 1	1	1310.331838600	1311.233842428	118.0	334.4	Iniskin_HB4_191009205408.wav
28	Spectrogram 1	1	2292.621363748	2294.224926109	255.7	452.5	Iniskin_HB4_191009205408.wav
29	Spectrogram 1	1	2400.821809043	2401.824035519	295.1	491.8	Iniskin_HB4_191009205408.wav
30	Spectrogram 1	1	2409.674809577	2410.342960561	196.7	491.8	Iniskin_HB4_191009205408.wav
