Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	96.534506774	97.837400891	96.8	464.5	Iniskin_HB16_191116065140.wav
2	Spectrogram 1	1	301.915907224	303.569580526	116.1	522.6	Iniskin_HB16_191116065140.wav
3	Spectrogram 1	1	441.405868295	443.134708565	77.4	483.9	Iniskin_HB16_191116065140.wav
4	Spectrogram 1	1	564.860209470	566.238270555	96.8	483.9	Iniskin_HB16_191116065140.wav
5	Spectrogram 1	1	722.500525311	724.229365581	77.4	503.2	Iniskin_HB16_191116065140.wav
6	Spectrogram 1	1	968.807871914	970.611879153	96.8	619.4	Iniskin_HB16_191116065140.wav
7	Spectrogram 1	1	1137.708237101	1139.612466964	77.4	541.9	Iniskin_HB16_191116065140.wav
8	Spectrogram 1	1	1266.825156552	1268.804553383	77.4	600.0	Iniskin_HB16_191116065140.wav
9	Spectrogram 1	1	1420.732179635	1421.884739815	96.8	464.5	Iniskin_HB16_191116065140.wav
10	Spectrogram 1	1	1690.867455178	1691.794514453	116.1	483.9	Iniskin_HB16_191116065140.wav
11	Spectrogram 1	1	1762.772252018	1764.025034823	77.4	483.9	Iniskin_HB16_191116065140.wav
12	Spectrogram 1	1	1795.880833473	1797.709896367	58.1	561.3	Iniskin_HB16_191116065140.wav
13	Spectrogram 1	1	1835.228273293	1836.080165599	96.8	464.5	Iniskin_HB16_191116065140.wav
14	Spectrogram 1	1	1837.458226684	1838.736065145	116.1	561.3	Iniskin_HB16_191116065140.wav
15	Spectrogram 1	1	1925.624144325	1927.854097717	77.4	696.8	Iniskin_HB16_191116065140.wav
16	Spectrogram 1	1	1962.666463785	1964.094636182	96.8	348.4	Iniskin_HB16_191116065140.wav
17	Spectrogram 1	1	2042.087957452	2043.466018537	96.8	503.2	Iniskin_HB16_191116065140.wav
18	Spectrogram 1	1	2125.743856997	2127.773365140	116.1	754.8	Iniskin_HB16_191116065140.wav
19	Spectrogram 1	1	2153.390305424	2154.693199541	77.4	464.5	Iniskin_HB16_191116065140.wav
20	Spectrogram 1	1	2272.109127598	2274.138635741	77.4	541.9	Iniskin_HB16_191116065140.wav
21	Spectrogram 1	1	2323.934284150	2325.011677362	116.1	600.0	Iniskin_HB16_191116065140.wav
22	Spectrogram 1	1	2394.611353842	2395.964359271	96.8	445.2	Iniskin_HB16_191116065140.wav
23	Spectrogram 1	1	2414.981602241	2416.910887760	77.4	696.8	Iniskin_HB16_191116065140.wav
24	Spectrogram 1	1	2503.798966940	2505.678141147	77.4	483.9	Iniskin_HB16_191116065140.wav
25	Spectrogram 1	1	2623.996072824	2625.048410380	116.1	522.6	Iniskin_HB16_191116065140.wav
26	Spectrogram 1	1	2743.767232554	2745.471017168	96.8	638.7	Iniskin_HB16_191116065140.wav
27	Spectrogram 1	1	2808.932057906	2810.134729399	77.4	541.9	Iniskin_HB16_191116065140.wav
28	Spectrogram 1	1	2877.379174207	2879.283404069	77.4	851.6	Iniskin_HB16_191116065140.wav
29	Spectrogram 1	1	2890.783950213	2892.437623515	96.8	754.8	Iniskin_HB16_191116065140.wav
30	Spectrogram 1	1	2964.467698636	2965.394757911	77.4	464.5	Iniskin_HB16_191116065140.wav
31	Spectrogram 1	1	3005.869702255	3006.896984155	96.8	406.5	Iniskin_HB16_191116065140.wav
32	Spectrogram 1	1	3053.635842520	3055.214348854	77.4	541.9	Iniskin_HB16_191116065140.wav
33	Spectrogram 1	1	3104.784496358	3106.688726220	77.4	638.7	Iniskin_HB16_191116065140.wav
34	Spectrogram 1	1	3131.679275102	3133.057336187	96.8	832.3	Iniskin_HB16_191116065140.wav
35	Spectrogram 1	1	3205.638635741	3207.693199541	58.1	890.3	Iniskin_HB16_191116065140.wav
36	Spectrogram 1	1	3349.062334818	3352.219347485	58.1	619.4	Iniskin_HB16_191116065140.wav
37	Spectrogram 1	1	3433.344625766	3434.722686850	77.4	638.7	Iniskin_HB16_191116065140.wav
38	Spectrogram 1	1	3513.718234363	3514.895850200	77.4	774.2	Iniskin_HB16_191116065140.wav
39	Spectrogram 1	1	3523.514995894	3525.068446571	77.4	425.8	Iniskin_HB16_191116065140.wav
