Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	32.739398200	34.443183208	59.1	433.5	Iniskin_HB2_191002205519.wav
2	Spectrogram 1	1	756.120229677	758.057867530	98.5	433.5	Iniskin_HB2_191002205519.wav
3	Spectrogram 1	1	1507.042282201	1508.979920054	78.8	472.9	Iniskin_HB2_191002205519.wav
4	Spectrogram 1	1	1953.755004362	1955.391974272	98.5	335.0	Iniskin_HB2_191002205519.wav
5	Spectrogram 1	1	2244.801760347	2246.104654765	78.8	374.4	Iniskin_HB2_191002205519.wav
6	Spectrogram 1	1	2557.610231371	2559.380831477	78.8	374.4	Iniskin_HB2_191002205519.wav
7	Spectrogram 1	1	3851.505555772	3853.242748330	78.8	433.5	Iniskin_HB2_191002205519.wav
8	Spectrogram 1	1	4010.131393305	4012.069031157	98.5	453.2	Iniskin_HB2_191002205519.wav
9	Spectrogram 1	1	4278.761683788	4280.766136739	78.8	472.9	Iniskin_HB2_191002205519.wav
10	Spectrogram 1	1	4495.697095165	4497.734955665	78.8	472.9	Iniskin_HB2_191002205519.wav
11	Spectrogram 1	1	4748.512214365	4750.349629570	78.8	532.0	Iniskin_HB2_191002205519.wav
12	Spectrogram 1	1	5450.244953972	5452.449852218	78.8	492.6	Iniskin_HB2_191002205519.wav
