Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	98.097964922	99.033376299	268.4	498.4	Iniskin_HB10_191028075451.wav
2	Spectrogram 1	1	122.164800854	123.200434878	249.2	421.7	Iniskin_HB10_191028075451.wav
3	Spectrogram 1	1	238.115797559	239.251654232	287.5	440.9	Iniskin_HB10_191028075451.wav
4	Spectrogram 1	1	267.681478587	268.550074865	230.0	460.1	Iniskin_HB10_191028075451.wav
5	Spectrogram 1	1	382.677056886	383.579060714	268.4	402.6	Iniskin_HB10_191028075451.wav
6	Spectrogram 1	1	533.271682094	534.240501021	249.2	479.2	Iniskin_HB10_191028075451.wav
7	Spectrogram 1	1	563.351876879	564.287288256	460.1	632.6	Iniskin_HB10_191028075451.wav
8	Spectrogram 1	1	760.710464435	761.779506009	249.2	440.9	Iniskin_HB10_191028075451.wav
9	Spectrogram 1	1	766.256117599	766.790638386	134.2	364.2	Iniskin_HB10_191028075451.wav
10	Spectrogram 1	1	790.643628503	791.979930470	268.4	575.1	Iniskin_HB10_191028075451.wav
11	Spectrogram 1	1	884.913125789	885.714906969	268.4	440.9	Iniskin_HB10_191028075451.wav
12	Spectrogram 1	1	1000.663677199	1001.699311224	210.9	440.9	Iniskin_HB10_191028075451.wav
13	Spectrogram 1	1	1044.106891657	1044.841857739	287.5	498.4	Iniskin_HB10_191028075451.wav
14	Spectrogram 1	1	1394.398632865	1395.133598947	210.9	440.9	Iniskin_HB10_191028075451.wav
15	Spectrogram 1	1	1399.142504849	1399.476580341	134.2	421.7	Iniskin_HB10_191028075451.wav
16	Spectrogram 1	1	1540.663677199	1541.866348970	249.2	498.4	Iniskin_HB10_191028075451.wav
17	Spectrogram 1	1	1564.717112611	1565.919784382	383.4	613.4	Iniskin_HB10_191028075451.wav
18	Spectrogram 1	1	1585.510008723	1586.612457846	306.7	460.1	Iniskin_HB10_191028075451.wav
19	Spectrogram 1	1	1702.930937593	1703.866348970	268.4	460.1	Iniskin_HB10_191028075451.wav
