Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	75.881944715	76.516688150	316.3	573.3	Iniskin_HB9_191023201201.wav
2	Spectrogram 1	1	85.603541527	85.904209470	316.3	731.5	Iniskin_HB9_191023201201.wav
3	Spectrogram 1	1	97.296183742	98.031149824	355.8	632.6	Iniskin_HB9_191023201201.wav
4	Spectrogram 1	1	107.184818300	107.819561734	375.6	731.5	Iniskin_HB9_191023201201.wav
5	Spectrogram 1	1	123.768363215	124.236068903	454.7	731.5	Iniskin_HB9_191023201201.wav
6	Spectrogram 1	1	131.118024035	131.852990117	395.4	731.5	Iniskin_HB9_191023201201.wav
7	Spectrogram 1	1	139.436503782	139.904209470	474.5	751.2	Iniskin_HB9_191023201201.wav
8	Spectrogram 1	1	163.089048603	163.656976939	415.2	731.5	Iniskin_HB9_191023201201.wav
9	Spectrogram 1	1	169.750551411	170.184849550	474.5	771.0	Iniskin_HB9_191023201201.wav
10	Spectrogram 1	1	201.754983528	202.155874118	632.6	790.8	Iniskin_HB9_191023201201.wav
11	Spectrogram 1	1	208.703753758	209.171459447	474.5	731.5	Iniskin_HB9_191023201201.wav
12	Spectrogram 1	1	220.710464435	221.345207869	454.7	711.7	Iniskin_HB9_191023201201.wav
13	Spectrogram 1	1	226.857453485	227.258344075	533.8	751.2	Iniskin_HB9_191023201201.wav
14	Spectrogram 1	1	237.447646576	237.948759813	573.3	751.2	Iniskin_HB9_191023201201.wav
15	Spectrogram 1	1	364.790617553	365.492176086	415.2	691.9	Iniskin_HB9_191023201201.wav
16	Spectrogram 1	1	407.596157294	408.241391611	375.6	731.5	Iniskin_HB9_191023201201.wav
