Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	52.115776726	53.518893792	390.2	624.4	Iniskin_HB3_191007205431.wav
2	Spectrogram 1	1	254.619126856	255.654760881	429.3	604.9	Iniskin_HB3_191007205431.wav
3	Spectrogram 1	1	1124.632485709	1125.901972578	390.2	604.9	Iniskin_HB3_191007205431.wav
4	Spectrogram 1	1	1149.334065075	1150.336291551	370.7	624.4	Iniskin_HB3_191007205431.wav
5	Spectrogram 1	1	1195.783958960	1196.819592984	409.8	565.9	Iniskin_HB3_191007205431.wav
6	Spectrogram 1	1	1274.405322708	1275.507771831	390.2	682.9	Iniskin_HB3_191007205431.wav
7	Spectrogram 1	1	1905.033397133	1905.935400960	409.8	565.9	Iniskin_HB3_191007205431.wav
8	Spectrogram 1	1	2831.819582568	2832.654771297	526.8	761.0	Iniskin_HB3_191007205431.wav
9	Spectrogram 1	1	2837.231605535	2837.599088576	565.9	800.0	Iniskin_HB3_191007205431.wav
10	Spectrogram 1	1	2841.440956733	2842.209330364	351.2	800.0	Iniskin_HB3_191007205431.wav
11	Spectrogram 1	1	2845.616900380	2846.452089110	312.2	761.0	Iniskin_HB3_191007205431.wav
12	Spectrogram 1	1	2850.394179914	2850.861885602	234.1	780.5	Iniskin_HB3_191007205431.wav
13	Spectrogram 1	1	2856.775021808	2857.509987890	429.3	702.4	Iniskin_HB3_191007205431.wav
14	Spectrogram 1	1	2890.162563962	2891.732718773	429.3	663.4	Iniskin_HB3_191007205431.wav
15	Spectrogram 1	1	5521.463242321	5522.799544288	169.3	470.2	Iniskin_HB3_191007205431.wav
16	Spectrogram 1	1	5525.338518026	5526.073484108	112.9	357.4	Iniskin_HB3_191007205431.wav
17	Spectrogram 1	1	5531.351876879	5532.120250510	150.5	526.6	Iniskin_HB3_191007205431.wav
18	Spectrogram 1	1	5579.138072731	5580.106891657	395.0	620.7	Iniskin_HB3_191007205431.wav
19	Spectrogram 1	1	5583.881944715	5584.917578740	225.7	470.2	Iniskin_HB3_191007205431.wav
20	Spectrogram 1	1	5588.859669543	5589.728265822	131.7	376.2	Iniskin_HB3_191007205431.wav
21	Spectrogram 1	1	5593.236058486	5594.238284962	75.2	263.3	Iniskin_HB3_191007205431.wav
22	Spectrogram 1	1	5607.734934832	5608.971014152	413.8	583.1	Iniskin_HB3_191007205431.wav
23	Spectrogram 1	1	5645.766126322	5646.434277306	526.6	677.1	Iniskin_HB3_191007205431.wav
24	Spectrogram 1	1	5661.200414045	5662.603531111	300.9	526.6	Iniskin_HB3_191007205431.wav
25	Spectrogram 1	1	5694.721586396	5695.757220420	188.1	413.8	Iniskin_HB3_191007205431.wav
26	Spectrogram 1	1	5698.964345142	5699.933164068	451.4	695.9	Iniskin_HB3_191007205431.wav
27	Spectrogram 1	1	5951.759457313	5952.861906436	282.1	489.0	Iniskin_HB3_191007205431.wav
28	Spectrogram 1	1	5957.839631264	5958.608004895	244.5	451.4	Iniskin_HB3_191007205431.wav
29	Spectrogram 1	1	5962.583503248	5963.151431584	150.5	376.2	Iniskin_HB3_191007205431.wav
30	Spectrogram 1	1	5964.754993945	5965.389737379	112.9	376.2	Iniskin_HB3_191007205431.wav
31	Spectrogram 1	1	5979.086832545	5980.523357159	150.5	395.0	Iniskin_HB3_191007205431.wav
32	Spectrogram 1	1	5985.167006496	5986.202640521	206.9	413.8	Iniskin_HB3_191007205431.wav
33	Spectrogram 1	1	5988.875244455	5989.543395439	150.5	319.7	Iniskin_HB3_191007205431.wav
34	Spectrogram 1	1	6054.380841894	6055.449883468	376.2	695.9	Iniskin_HB3_191007205431.wav
35	Spectrogram 1	1	6059.993310157	6061.028944182	451.4	677.1	Iniskin_HB3_191007205431.wav
36	Spectrogram 1	1	6064.302884001	6065.004442534	169.3	451.4	Iniskin_HB3_191007205431.wav
37	Spectrogram 1	1	6068.712680494	6070.015574912	206.9	451.4	Iniskin_HB3_191007205431.wav
38	Spectrogram 1	1	6073.456552478	6074.291741207	131.7	432.6	Iniskin_HB3_191007205431.wav
39	Spectrogram 1	1	6079.770579273	6080.839620847	395.0	545.5	Iniskin_HB3_191007205431.wav
40	Spectrogram 1	1	6092.365225316	6093.501081988	150.5	357.4	Iniskin_HB3_191007205431.wav
41	Spectrogram 1	1	6517.583492831	6518.852979700	432.6	620.7	Iniskin_HB3_191007205431.wav
42	Spectrogram 1	1	6528.607984062	6529.643618086	206.9	376.2	Iniskin_HB3_191007205431.wav
43	Spectrogram 1	1	6544.924268583	6546.293978099	188.1	432.6	Iniskin_HB3_191007205431.wav
44	Spectrogram 1	1	6591.841868156	6592.543426689	263.3	432.6	Iniskin_HB3_191007205431.wav
45	Spectrogram 1	1	6596.184849550	6597.086853378	188.1	395.0	Iniskin_HB3_191007205431.wav
46	Spectrogram 1	1	6825.848537166	6826.917578740	282.1	489.0	Iniskin_HB3_191007205431.wav
47	Spectrogram 1	1	6830.458778953	6831.360782781	169.3	395.0	Iniskin_HB3_191007205431.wav
48	Spectrogram 1	1	6851.071236799	6852.207093472	376.2	620.7	Iniskin_HB3_191007205431.wav
49	Spectrogram 1	1	7082.819592984	7084.089079853	244.5	470.2	Iniskin_HB3_191007205431.wav
50	Spectrogram 1	1	7588.195971511	7589.465458380	150.5	376.2	Iniskin_HB3_191007205431.wav
51	Spectrogram 1	1	7669.890829784	7671.327354399	357.4	601.9	Iniskin_HB3_191007205431.wav
52	Spectrogram 1	1	7674.948770230	7676.151442001	263.3	470.2	Iniskin_HB3_191007205431.wav
53	Spectrogram 1	1	7680.060125255	7680.828498886	225.7	470.2	Iniskin_HB3_191007205431.wav
54	Spectrogram 1	1	7682.465468796	7683.033397133	150.5	526.6	Iniskin_HB3_191007205431.wav
55	Spectrogram 1	1	7684.670367043	7685.104665182	131.7	526.6	Iniskin_HB3_191007205431.wav
56	Spectrogram 1	1	7939.790607136	7941.227131751	225.7	470.2	Iniskin_HB3_191007205431.wav
57	Spectrogram 1	1	7945.416475919	7946.552332591	188.1	395.0	Iniskin_HB3_191007205431.wav
58	Spectrogram 1	1	9015.380810644	9016.817335259	131.7	413.8	Iniskin_HB3_191007205431.wav
59	Spectrogram 1	1	9027.120260927	9028.089079853	188.1	658.3	Iniskin_HB3_191007205431.wav
