Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	77.652544822	79.356329830	60.7	546.4	Iniskin_HB5_191017205258.wav
2	Spectrogram 1	1	273.207124722	274.342981394	80.9	425.0	Iniskin_HB5_191017205258.wav
3	Spectrogram 1	1	415.917568323	417.521130684	80.9	505.9	Iniskin_HB5_191017205258.wav
4	Spectrogram 1	1	500.632506542	502.035623608	80.9	546.4	Iniskin_HB5_191017205258.wav
5	Spectrogram 1	1	620.692631798	622.162563962	80.9	566.6	Iniskin_HB5_191017205258.wav
6	Spectrogram 1	1	752.111323775	754.115776726	60.7	566.6	Iniskin_HB5_191017205258.wav
7	Spectrogram 1	1	866.258312825	867.795060087	80.9	505.9	Iniskin_HB5_191017205258.wav
8	Spectrogram 1	1	1054.496639453	1056.334054659	80.9	445.2	Iniskin_HB5_191017205258.wav
9	Spectrogram 1	1	1136.839641681	1138.376388943	60.7	546.4	Iniskin_HB5_191017205258.wav
10	Spectrogram 1	1	1229.859659127	1231.630259233	101.2	465.4	Iniskin_HB5_191017205258.wav
11	Spectrogram 1	1	1788.247211697	1790.218257099	77.2	405.1	Iniskin_HB5_191017205258.wav
12	Spectrogram 1	1	1895.412022968	1897.449883468	96.5	482.3	Iniskin_HB5_191017205258.wav
13	Spectrogram 1	1	1958.532283895	1960.803997239	77.2	559.5	Iniskin_HB5_191017205258.wav
14	Spectrogram 1	1	2139.207103888	2140.810666249	192.9	501.6	Iniskin_HB5_191017205258.wav
15	Spectrogram 1	1	2625.541179380	2626.710443602	173.6	424.4	Iniskin_HB5_191017205258.wav
16	Spectrogram 1	1	2768.498876346	2770.336291551	57.9	463.0	Iniskin_HB5_191017205258.wav
17	Spectrogram 1	1	3397.008874652	3398.111323775	154.3	463.0	Iniskin_HB5_191017205258.wav
18	Spectrogram 1	1	3653.979930470	3655.917568323	192.9	540.2	Iniskin_HB5_191017205258.wav
19	Spectrogram 1	1	3819.454315586	3821.057877946	115.8	443.7	Iniskin_HB5_191017205258.wav
20	Spectrogram 1	1	4155.848516333	4157.485486243	154.3	443.7	Iniskin_HB5_191017205258.wav
21	Spectrogram 1	1	4813.483291017	4814.418702394	173.6	424.4	Iniskin_HB5_191017205258.wav
