Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	86.258333658	87.461005429	76.8	422.4	Iniskin_HB1_190918205754.wav
2	Spectrogram 1	1	547.817366509	549.454336419	211.2	518.4	Iniskin_HB1_190918205754.wav
3	Spectrogram 1	1	2217.327354399	2218.429803522	211.2	403.2	Iniskin_HB1_190918205754.wav
4	Spectrogram 1	1	2548.363009257	2549.799533872	211.2	480.0	Iniskin_HB1_190918205754.wav
5	Spectrogram 1	1	2796.414228610	2798.351866463	96.0	537.6	Iniskin_HB1_190918205754.wav
6	Spectrogram 1	1	2971.603541527	2973.607994478	96.0	556.8	Iniskin_HB1_190918205754.wav
7	Spectrogram 1	1	3300.100222648	3301.937637853	76.8	480.0	Iniskin_HB1_190918205754.wav
8	Spectrogram 1	1	3674.465468796	3675.801770764	211.2	441.6	Iniskin_HB1_190918205754.wav
9	Spectrogram 1	1	3927.928711117	3930.033386716	76.8	460.8	Iniskin_HB1_190918205754.wav
10	Spectrogram 1	1	4235.746077626	4237.516677733	76.8	518.4	Iniskin_HB1_190918205754.wav
11	Spectrogram 1	1	4626.046766402	4627.115807976	172.8	422.4	Iniskin_HB1_190918205754.wav
12	Spectrogram 1	1	7309.710433185	7310.879697406	230.4	441.6	Iniskin_HB1_190918205754.wav
13	Spectrogram 1	1	7535.378594585	7537.182602241	115.2	556.8	Iniskin_HB1_190918205754.wav
14	Spectrogram 1	1	7698.006669010	7699.142525682	211.2	441.6	Iniskin_HB1_190918205754.wav
15	Spectrogram 1	1	7869.020038280	7870.723823288	115.2	441.6	Iniskin_HB1_190918205754.wav
16	Spectrogram 1	1	8055.734955665	8057.672593518	96.0	460.8	Iniskin_HB1_190918205754.wav
17	Spectrogram 1	1	8196.748304102	8198.752757053	96.0	537.6	Iniskin_HB1_190918205754.wav
18	Spectrogram 1	1	8611.169243388	8612.672583101	249.6	480.0	Iniskin_HB1_190918205754.wav
19	Spectrogram 1	1	8744.231595119	8745.935380127	172.8	537.6	Iniskin_HB1_190918205754.wav
20	Spectrogram 1	1	9071.425381821	9072.761683788	230.4	422.4	Iniskin_HB1_190918205754.wav
21	Spectrogram 1	1	9385.389737379	9387.561228076	76.8	595.2	Iniskin_HB1_190918205754.wav
