Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	15.668140567	17.204887829	96.3	520.1	Chinitna_HB1_191002205500.wav
2	Spectrogram 1	1	1253.592419567	1255.830725362	96.3	443.0	Chinitna_HB1_191002205500.wav
3	Spectrogram 1	1	1481.084616486	1483.289514732	57.8	597.1	Chinitna_HB1_191002205500.wav
4	Spectrogram 1	1	1579.997763108	1581.935400960	77.0	404.5	Chinitna_HB1_191002205500.wav
5	Spectrogram 1	1	1771.797296979	1773.467674439	96.3	423.8	Chinitna_HB1_191002205500.wav
6	Spectrogram 1	1	1917.594635625	1919.365235732	77.0	462.3	Chinitna_HB1_191002205500.wav
7	Spectrogram 1	1	2074.717133445	2075.819582568	77.0	443.0	Chinitna_HB1_191002205500.wav
8	Spectrogram 1	1	2330.418702394	2331.688189263	250.4	520.1	Chinitna_HB1_191002205500.wav
9	Spectrogram 1	1	2385.454336419	2387.492196919	96.3	520.1	Chinitna_HB1_191002205500.wav
10	Spectrogram 1	1	2576.518904208	2578.556764709	77.0	500.8	Chinitna_HB1_191002205500.wav
11	Spectrogram 1	1	8924.365246149	8925.968808510	77.0	462.3	Chinitna_HB1_191002205500.wav
12	Spectrogram 1	1	9448.583482415	9450.120229677	96.3	443.0	Chinitna_HB1_191002205500.wav
13	Spectrogram 1	1	9676.189302501	9677.325159173	77.0	385.2	Chinitna_HB1_191002205500.wav
14	Spectrogram 1	1	10143.601304635	10145.371904742	77.0	404.5	Chinitna_HB1_191002205500.wav
15	Spectrogram 1	1	13351.930948009	13353.100212231	96.3	346.7	Chinitna_HB1_191002205500.wav
16	Spectrogram 1	1	13791.982167363	13794.053435412	77.0	481.5	Chinitna_HB1_191002205500.wav
17	Spectrogram 1	1	14145.948738980	14147.552301341	77.0	443.0	Chinitna_HB1_191002205500.wav
18	Spectrogram 1	1	14337.327375232	14339.131382888	96.3	520.1	Chinitna_HB1_191002205500.wav
19	Spectrogram 1	1	14738.077916226	14739.748293685	96.3	443.0	Chinitna_HB1_191002205500.wav
20	Spectrogram 1	1	16152.848547583	16154.385294845	115.6	385.2	Chinitna_HB1_191002205500.wav
21	Spectrogram 1	1	16642.122487403	16643.859679960	77.0	462.3	Chinitna_HB1_191002205500.wav
22	Spectrogram 1	1	17127.487743968	17129.458789370	57.8	558.6	Chinitna_HB1_191002205500.wav
23	Spectrogram 1	1	17264.719349504	17266.757210004	57.8	443.0	Chinitna_HB1_191002205500.wav
