Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	112.062320481	112.897509210	446.6	621.4	Chinitna_HB10.2_191029202054.wav
2	Spectrogram 1	1	135.861896019	136.763899847	427.2	660.2	Chinitna_HB10.2_191029202054.wav
3	Spectrogram 1	1	1459.469932164	1460.538973738	466.0	718.4	Chinitna_HB10.2_191029202054.wav
4	Spectrogram 1	1	1540.563454552	1541.265013085	582.5	796.1	Chinitna_HB10.2_191029202054.wav
5	Spectrogram 1	1	1549.884160774	1550.619126856	563.1	815.5	Chinitna_HB10.2_191029202054.wav
6	Spectrogram 1	1	1555.162553545	1555.763889430	524.3	737.9	Chinitna_HB10.2_191029202054.wav
7	Spectrogram 1	1	1559.772795332	1560.407538767	388.3	718.4	Chinitna_HB10.2_191029202054.wav
8	Spectrogram 1	1	1564.249406923	1564.850742808	524.3	737.9	Chinitna_HB10.2_191029202054.wav
9	Spectrogram 1	1	1568.325127923	1568.826241161	174.8	621.4	Chinitna_HB10.2_191029202054.wav
10	Spectrogram 1	1	1829.405312291	1830.841836906	233.0	407.8	Chinitna_HB10.2_191029202054.wav
11	Spectrogram 1	1	2132.458778953	2134.429824355	77.7	446.6	Chinitna_HB10.2_191029202054.wav
12	Spectrogram 1	1	2283.033397133	2284.603551944	77.7	466.0	Chinitna_HB10.2_191029202054.wav
13	Spectrogram 1	1	2309.558991184	2310.293957266	485.4	737.9	Chinitna_HB10.2_191029202054.wav
14	Spectrogram 1	1	2327.044539927	2327.579060714	504.9	757.3	Chinitna_HB10.2_191029202054.wav
15	Spectrogram 1	1	2430.400890590	2432.171490697	97.1	524.3	Chinitna_HB10.2_191029202054.wav
16	Spectrogram 1	1	2547.521151517	2548.289525148	407.8	699.0	Chinitna_HB10.2_191029202054.wav
17	Spectrogram 1	1	2603.024491231	2603.893087509	582.5	835.0	Chinitna_HB10.2_191029202054.wav
18	Spectrogram 1	1	2609.238295379	2610.273929403	543.7	873.8	Chinitna_HB10.2_191029202054.wav
19	Spectrogram 1	1	2816.886408083	2818.423155345	77.7	466.0	Chinitna_HB10.2_191029202054.wav
20	Spectrogram 1	1	2888.659224248	2889.160337486	543.7	757.3	Chinitna_HB10.2_191029202054.wav
21	Spectrogram 1	1	2893.002205642	2893.570133978	563.1	776.7	Chinitna_HB10.2_191029202054.wav
22	Spectrogram 1	1	2984.665914091	2985.768363215	485.4	737.9	Chinitna_HB10.2_191029202054.wav
23	Spectrogram 1	1	3011.391953438	3012.761662955	194.2	543.7	Chinitna_HB10.2_191029202054.wav
24	Spectrogram 1	1	3014.265002668	3015.367451791	679.6	854.4	Chinitna_HB10.2_191029202054.wav
25	Spectrogram 1	1	3021.982146529	3022.817335259	427.2	737.9	Chinitna_HB10.2_191029202054.wav
26	Spectrogram 1	1	3090.394200747	3092.131393305	97.1	485.4	Chinitna_HB10.2_191029202054.wav
27	Spectrogram 1	1	3101.986620314	3103.256107183	427.2	621.4	Chinitna_HB10.2_191029202054.wav
28	Spectrogram 1	1	3107.799533872	3109.069020741	271.8	485.4	Chinitna_HB10.2_191029202054.wav
29	Spectrogram 1	1	3207.447646576	3210.153658060	77.7	485.4	Chinitna_HB10.2_191029202054.wav
30	Spectrogram 1	1	3266.893077093	3268.797307396	77.7	524.3	Chinitna_HB10.2_191029202054.wav
31	Spectrogram 1	1	3327.040066142	3327.741624675	582.5	699.0	Chinitna_HB10.2_191029202054.wav
32	Spectrogram 1	1	3331.884160774	3333.020017446	504.9	660.2	Chinitna_HB10.2_191029202054.wav
33	Spectrogram 1	1	3338.064557373	3338.699300807	485.4	640.8	Chinitna_HB10.2_191029202054.wav
34	Spectrogram 1	1	3338.365225316	3340.636938660	77.7	407.8	Chinitna_HB10.2_191029202054.wav
35	Spectrogram 1	1	3401.017780554	3401.485486243	543.7	873.8	Chinitna_HB10.2_191029202054.wav
36	Spectrogram 1	1	3430.429824355	3431.365235732	504.9	737.9	Chinitna_HB10.2_191029202054.wav
37	Spectrogram 1	1	3484.496639453	3486.367462208	77.7	466.0	Chinitna_HB10.2_191029202054.wav
38	Spectrogram 1	1	3515.846321107	3517.550106115	77.7	427.2	Chinitna_HB10.2_191029202054.wav
39	Spectrogram 1	1	3561.046735152	3562.616889964	116.5	543.7	Chinitna_HB10.2_191029202054.wav
40	Spectrogram 1	1	3686.498876346	3687.467695272	77.7	446.6	Chinitna_HB10.2_191029202054.wav
41	Spectrogram 1	1	3765.754983528	3766.623579807	504.9	815.5	Chinitna_HB10.2_191029202054.wav
42	Spectrogram 1	1	3912.721586396	3914.525594052	77.7	485.4	Chinitna_HB10.2_191029202054.wav
43	Spectrogram 1	1	4035.521130684	4036.690394905	446.6	660.2	Chinitna_HB10.2_191029202054.wav
44	Spectrogram 1	1	4042.069010324	4043.873017980	97.1	524.3	Chinitna_HB10.2_191029202054.wav
45	Spectrogram 1	1	4082.071247216	4083.474364282	97.1	446.6	Chinitna_HB10.2_191029202054.wav
46	Spectrogram 1	1	4317.347403095	4318.516667316	563.1	796.1	Chinitna_HB10.2_191029202054.wav
47	Spectrogram 1	1	4534.783927710	4536.621342915	77.7	466.0	Chinitna_HB10.2_191029202054.wav
48	Spectrogram 1	1	4814.853000534	4815.487743968	97.1	349.5	Chinitna_HB10.2_191029202054.wav
49	Spectrogram 1	1	4833.895303568	4835.432050831	77.7	504.9	Chinitna_HB10.2_191029202054.wav
50	Spectrogram 1	1	4891.035613191	4892.973251044	174.8	349.5	Chinitna_HB10.2_191029202054.wav
51	Spectrogram 1	1	4896.213783315	4897.216009790	155.3	368.9	Chinitna_HB10.2_191029202054.wav
52	Spectrogram 1	1	4905.601304635	4906.603531111	155.3	310.7	Chinitna_HB10.2_191029202054.wav
53	Spectrogram 1	1	4921.683736312	4923.354113771	97.1	563.1	Chinitna_HB10.2_191029202054.wav
54	Spectrogram 1	1	5024.238305795	5026.342981394	116.5	621.4	Chinitna_HB10.2_191029202054.wav
55	Spectrogram 1	1	5035.296204575	5036.766136739	97.1	446.6	Chinitna_HB10.2_191029202054.wav
56	Spectrogram 1	1	5053.069020741	5054.472137806	427.2	582.5	Chinitna_HB10.2_191029202054.wav
57	Spectrogram 1	1	5059.850753225	5060.852979700	213.6	466.0	Chinitna_HB10.2_191029202054.wav
58	Spectrogram 1	1	5078.759426063	5080.496618620	446.6	640.8	Chinitna_HB10.2_191029202054.wav
59	Spectrogram 1	1	5084.886408083	5086.256117599	310.7	485.4	Chinitna_HB10.2_191029202054.wav
60	Spectrogram 1	1	5110.376368110	5112.581266356	77.7	485.4	Chinitna_HB10.2_191029202054.wav
61	Spectrogram 1	1	5119.162553545	5119.463221488	388.3	796.1	Chinitna_HB10.2_191029202054.wav
62	Spectrogram 1	1	5122.803976406	5123.605757586	621.4	932.0	Chinitna_HB10.2_191029202054.wav
63	Spectrogram 1	1	5127.080142701	5127.781701234	388.3	757.3	Chinitna_HB10.2_191029202054.wav
64	Spectrogram 1	1	5131.122456153	5131.790607136	446.6	835.0	Chinitna_HB10.2_191029202054.wav
65	Spectrogram 1	1	5140.389747796	5141.391974272	466.0	757.3	Chinitna_HB10.2_191029202054.wav
66	Spectrogram 1	1	5145.033397133	5146.069031157	524.3	718.4	Chinitna_HB10.2_191029202054.wav
67	Spectrogram 1	1	5150.278382354	5150.679272945	174.8	796.1	Chinitna_HB10.2_191029202054.wav
68	Spectrogram 1	1	5152.616910797	5154.654771297	97.1	524.3	Chinitna_HB10.2_191029202054.wav
69	Spectrogram 1	1	5161.436503782	5162.405322708	427.2	563.1	Chinitna_HB10.2_191029202054.wav
70	Spectrogram 1	1	5168.819572151	5170.189281668	271.8	427.2	Chinitna_HB10.2_191029202054.wav
71	Spectrogram 1	1	5182.917557906	5184.020007030	524.3	796.1	Chinitna_HB10.2_191029202054.wav
72	Spectrogram 1	1	5212.463231904	5213.665903675	485.4	699.0	Chinitna_HB10.2_191029202054.wav
73	Spectrogram 1	1	5267.866348970	5269.469911331	77.7	485.4	Chinitna_HB10.2_191029202054.wav
74	Spectrogram 1	1	5304.394200747	5305.429834772	504.9	679.6	Chinitna_HB10.2_191029202054.wav
75	Spectrogram 1	1	5376.835167896	5378.538952905	97.1	427.2	Chinitna_HB10.2_191029202054.wav
76	Spectrogram 1	1	5394.741614259	5395.543395439	427.2	757.3	Chinitna_HB10.2_191029202054.wav
77	Spectrogram 1	1	5397.714886136	5398.616889964	543.7	737.9	Chinitna_HB10.2_191029202054.wav
78	Spectrogram 1	1	5421.180386182	5422.149205109	427.2	718.4	Chinitna_HB10.2_191029202054.wav
79	Spectrogram 1	1	5431.202650937	5431.636949077	446.6	776.7	Chinitna_HB10.2_191029202054.wav
80	Spectrogram 1	1	5435.612447429	5435.946522921	310.7	757.3	Chinitna_HB10.2_191029202054.wav
81	Spectrogram 1	1	5438.719349504	5438.986609897	194.2	737.9	Chinitna_HB10.2_191029202054.wav
82	Spectrogram 1	1	5441.692621381	5442.193734619	135.9	737.9	Chinitna_HB10.2_191029202054.wav
83	Spectrogram 1	1	5445.634712184	5446.302863168	446.6	621.4	Chinitna_HB10.2_191029202054.wav
84	Spectrogram 1	1	5447.939833078	5448.708206709	563.1	854.4	Chinitna_HB10.2_191029202054.wav
85	Spectrogram 1	1	5451.982146529	5452.449852218	233.0	776.7	Chinitna_HB10.2_191029202054.wav
86	Spectrogram 1	1	5456.959871358	5457.327354399	116.5	718.4	Chinitna_HB10.2_191029202054.wav
87	Spectrogram 1	1	5459.779506009	5460.080173951	116.5	776.7	Chinitna_HB10.2_191029202054.wav
88	Spectrogram 1	1	5464.222710050	5465.224936526	407.8	621.4	Chinitna_HB10.2_191029202054.wav
89	Spectrogram 1	1	5468.832951837	5469.768363215	970.9	1126.2	Chinitna_HB10.2_191029202054.wav
90	Spectrogram 1	1	5472.775042641	5473.142525682	349.5	737.9	Chinitna_HB10.2_191029202054.wav
91	Spectrogram 1	1	5505.180365349	5506.917557906	58.3	466.0	Chinitna_HB10.2_191029202054.wav
92	Spectrogram 1	1	5507.084595652	5508.487712718	524.3	854.4	Chinitna_HB10.2_191029202054.wav
93	Spectrogram 1	1	5514.982177779	5516.518925042	699.0	951.5	Chinitna_HB10.2_191029202054.wav
94	Spectrogram 1	1	5516.051219353	5518.055672304	77.7	427.2	Chinitna_HB10.2_191029202054.wav
95	Spectrogram 1	1	5534.191518560	5535.260560134	466.0	796.1	Chinitna_HB10.2_191029202054.wav
96	Spectrogram 1	1	5536.429824355	5537.465458380	543.7	796.1	Chinitna_HB10.2_191029202054.wav
97	Spectrogram 1	1	5539.636949077	5541.106881241	407.8	718.4	Chinitna_HB10.2_191029202054.wav
98	Spectrogram 1	1	5544.614673905	5545.783938126	407.8	737.9	Chinitna_HB10.2_191029202054.wav
99	Spectrogram 1	1	5548.824025102	5549.625806282	174.8	912.6	Chinitna_HB10.2_191029202054.wav
100	Spectrogram 1	1	5551.362998840	5552.031149824	155.3	466.0	Chinitna_HB10.2_191029202054.wav
101	Spectrogram 1	1	5554.703753758	5555.371904742	174.8	640.8	Chinitna_HB10.2_191029202054.wav
102	Spectrogram 1	1	5559.815108783	5560.483259767	155.3	679.6	Chinitna_HB10.2_191029202054.wav
103	Spectrogram 1	1	5564.659203415	5565.260539300	116.5	737.9	Chinitna_HB10.2_191029202054.wav
104	Spectrogram 1	1	5569.783958960	5571.287298673	466.0	699.0	Chinitna_HB10.2_191029202054.wav
105	Spectrogram 1	1	5576.365246149	5577.768363215	194.2	504.9	Chinitna_HB10.2_191029202054.wav
106	Spectrogram 1	1	5581.910899313	5582.512235199	135.9	368.9	Chinitna_HB10.2_191029202054.wav
107	Spectrogram 1	1	5590.563454552	5592.334054659	77.7	485.4	Chinitna_HB10.2_191029202054.wav
108	Spectrogram 1	1	5600.886387249	5602.456542061	427.2	679.6	Chinitna_HB10.2_191029202054.wav
109	Spectrogram 1	1	5608.135825422	5609.605757586	271.8	524.3	Chinitna_HB10.2_191029202054.wav
110	Spectrogram 1	1	5613.180365349	5613.915331431	155.3	640.8	Chinitna_HB10.2_191029202054.wav
111	Spectrogram 1	1	5631.835178313	5633.472148223	427.2	563.1	Chinitna_HB10.2_191029202054.wav
112	Spectrogram 1	1	5634.140299207	5635.710454018	407.8	582.5	Chinitna_HB10.2_191029202054.wav
113	Spectrogram 1	1	5636.311789903	5636.979940887	466.0	660.2	Chinitna_HB10.2_191029202054.wav
114	Spectrogram 1	1	5639.251654232	5640.821809043	310.7	543.7	Chinitna_HB10.2_191029202054.wav
115	Spectrogram 1	1	5651.378594585	5652.547858807	640.8	796.1	Chinitna_HB10.2_191029202054.wav
116	Spectrogram 1	1	5654.285051364	5656.723802455	679.6	873.8	Chinitna_HB10.2_191029202054.wav
