Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	190.129156412	191.198197986	427.8	652.0	Chinitna_HB5.1_191019205208.wav
2	Spectrogram 1	1	194.906435946	195.574586929	224.1	692.7	Chinitna_HB5.1_191019205208.wav
3	Spectrogram 1	1	200.518904208	202.089059020	101.9	448.2	Chinitna_HB5.1_191019205208.wav
4	Spectrogram 1	1	396.407559600	397.242748330	101.9	326.0	Chinitna_HB5.1_191019205208.wav
5	Spectrogram 1	1	399.815129617	400.650318346	81.5	326.0	Chinitna_HB5.1_191019205208.wav
6	Spectrogram 1	1	434.859648710	436.630248817	244.5	529.7	Chinitna_HB5.1_191019205208.wav
7	Spectrogram 1	1	441.420928870	442.690415739	264.9	489.0	Chinitna_HB5.1_191019205208.wav
8	Spectrogram 1	1	464.772805749	465.641402028	285.2	468.6	Chinitna_HB5.1_191019205208.wav
9	Spectrogram 1	1	472.656987356	473.692621381	224.1	509.3	Chinitna_HB5.1_191019205208.wav
10	Spectrogram 1	1	551.492196919	552.628053591	305.6	448.2	Chinitna_HB5.1_191019205208.wav
11	Spectrogram 1	1	557.138072731	558.140299207	203.7	427.8	Chinitna_HB5.1_191019205208.wav
12	Spectrogram 1	1	575.478817233	576.547858807	285.2	468.6	Chinitna_HB5.1_191019205208.wav
13	Spectrogram 1	1	607.596872518	608.832951837	244.5	427.8	Chinitna_HB5.1_191019205208.wav
14	Spectrogram 1	1	684.213783315	685.182602241	489.0	692.7	Chinitna_HB5.1_191019205208.wav
15	Spectrogram 1	1	690.260549717	690.895293151	468.6	733.4	Chinitna_HB5.1_191019205208.wav
16	Spectrogram 1	1	700.383037120	701.084595652	489.0	672.3	Chinitna_HB5.1_191019205208.wav
17	Spectrogram 1	1	706.229358227	706.763879014	509.3	713.1	Chinitna_HB5.1_191019205208.wav
18	Spectrogram 1	1	721.409786076	722.378605002	427.8	590.8	Chinitna_HB5.1_191019205208.wav
19	Spectrogram 1	1	726.621363748	727.690405322	326.0	489.0	Chinitna_HB5.1_191019205208.wav
20	Spectrogram 1	1	743.158100594	744.293957266	468.6	672.3	Chinitna_HB5.1_191019205208.wav
21	Spectrogram 1	1	749.873017980	751.509987890	285.2	509.3	Chinitna_HB5.1_191019205208.wav
22	Spectrogram 1	1	763.717143861	764.853000534	448.2	590.8	Chinitna_HB5.1_191019205208.wav
23	Spectrogram 1	1	856.135825422	858.040055726	81.5	489.0	Chinitna_HB5.1_191019205208.wav
24	Spectrogram 1	1	976.476611591	977.579060714	264.9	468.6	Chinitna_HB5.1_191019205208.wav
25	Spectrogram 1	1	995.418691978	996.320695805	529.7	713.1	Chinitna_HB5.1_191019205208.wav
26	Spectrogram 1	1	1027.957644882	1028.792833612	244.5	713.1	Chinitna_HB5.1_191019205208.wav
27	Spectrogram 1	1	1050.955439240	1052.358556306	244.5	407.5	Chinitna_HB5.1_191019205208.wav
28	Spectrogram 1	1	1073.004421701	1074.474353865	264.9	509.3	Chinitna_HB5.1_191019205208.wav
29	Spectrogram 1	1	1078.583482415	1079.752746636	305.6	489.0	Chinitna_HB5.1_191019205208.wav
30	Spectrogram 1	1	1084.028912932	1084.830694112	142.6	407.5	Chinitna_HB5.1_191019205208.wav
31	Spectrogram 1	1	1088.084626902	1088.786185435	101.9	427.8	Chinitna_HB5.1_191019205208.wav
32	Spectrogram 1	1	1089.888634558	1090.456562894	183.4	448.2	Chinitna_HB5.1_191019205208.wav
33	Spectrogram 1	1	1105.089069437	1106.458778953	427.8	611.2	Chinitna_HB5.1_191019205208.wav
34	Spectrogram 1	1	1109.966571617	1111.236058486	326.0	509.3	Chinitna_HB5.1_191019205208.wav
35	Spectrogram 1	1	1149.233842428	1149.734955665	142.6	489.0	Chinitna_HB5.1_191019205208.wav
36	Spectrogram 1	1	1151.004442534	1151.505555772	142.6	590.8	Chinitna_HB5.1_191019205208.wav
37	Spectrogram 1	1	1154.077937059	1154.512235199	142.6	489.0	Chinitna_HB5.1_191019205208.wav
38	Spectrogram 1	1	1155.648091871	1156.316242854	163.0	468.6	Chinitna_HB5.1_191019205208.wav
39	Spectrogram 1	1	1164.935390544	1166.204877413	244.5	427.8	Chinitna_HB5.1_191019205208.wav
40	Spectrogram 1	1	1170.213783315	1171.015564495	81.5	468.6	Chinitna_HB5.1_191019205208.wav
41	Spectrogram 1	1	1174.957655299	1175.659213832	122.2	244.5	Chinitna_HB5.1_191019205208.wav
42	Spectrogram 1	1	1184.311769070	1185.481033292	183.4	468.6	Chinitna_HB5.1_191019205208.wav
43	Spectrogram 1	1	1190.325127923	1191.126909104	81.5	285.2	Chinitna_HB5.1_191019205208.wav
44	Spectrogram 1	1	1197.888634558	1198.991083681	183.4	509.3	Chinitna_HB5.1_191019205208.wav
45	Spectrogram 1	1	1303.550106115	1304.385294845	550.1	753.8	Chinitna_HB5.1_191019205208.wav
46	Spectrogram 1	1	1313.371925575	1313.939853911	183.4	489.0	Chinitna_HB5.1_191019205208.wav
47	Spectrogram 1	1	1551.988836372	1553.291730791	244.5	427.8	Chinitna_HB5.1_191019205208.wav
48	Spectrogram 1	1	1557.367451791	1558.636938660	101.9	448.2	Chinitna_HB5.1_191019205208.wav
49	Spectrogram 1	1	1562.011101128	1562.913104955	142.6	346.3	Chinitna_HB5.1_191019205208.wav
50	Spectrogram 1	1	1567.924237333	1569.160316653	163.0	448.2	Chinitna_HB5.1_191019205208.wav
51	Spectrogram 1	1	1572.648102287	1573.115807976	387.1	652.0	Chinitna_HB5.1_191019205208.wav
52	Spectrogram 1	1	1598.405322708	1599.507771831	122.2	448.2	Chinitna_HB5.1_191019205208.wav
53	Spectrogram 1	1	1621.002226476	1621.536747262	448.2	611.2	Chinitna_HB5.1_191019205208.wav
54	Spectrogram 1	1	1625.244985222	1626.080173951	264.9	489.0	Chinitna_HB5.1_191019205208.wav
55	Spectrogram 1	1	1703.933164068	1705.536726429	61.1	427.8	Chinitna_HB5.1_191019205208.wav
56	Spectrogram 1	1	1714.590172258	1715.158100594	468.6	733.4	Chinitna_HB5.1_191019205208.wav
57	Spectrogram 1	1	1724.144731324	1724.812882308	183.4	713.1	Chinitna_HB5.1_191019205208.wav
58	Spectrogram 1	1	1727.819561734	1728.621342915	183.4	427.8	Chinitna_HB5.1_191019205208.wav
59	Spectrogram 1	1	1729.556754292	1730.425350571	122.2	448.2	Chinitna_HB5.1_191019205208.wav
60	Spectrogram 1	1	1733.612468263	1734.414249443	101.9	407.5	Chinitna_HB5.1_191019205208.wav
61	Spectrogram 1	1	1737.855227009	1739.191528976	285.2	489.0	Chinitna_HB5.1_191019205208.wav
62	Spectrogram 1	1	1743.467695272	1744.570144395	264.9	427.8	Chinitna_HB5.1_191019205208.wav
63	Spectrogram 1	1	1761.006658593	1762.643628503	122.2	387.1	Chinitna_HB5.1_191019205208.wav
64	Spectrogram 1	1	1809.293967683	1810.162563962	203.7	407.5	Chinitna_HB5.1_191019205208.wav
65	Spectrogram 1	1	1816.844073798	1817.746077626	224.1	448.2	Chinitna_HB5.1_191019205208.wav
66	Spectrogram 1	1	1861.690405322	1863.260560134	101.9	264.9	Chinitna_HB5.1_191019205208.wav
67	Spectrogram 1	1	2028.467684855	2030.138062314	81.5	448.2	Chinitna_HB5.1_191019205208.wav
68	Spectrogram 1	1	2410.576813405	2411.311779487	489.0	672.3	Chinitna_HB5.1_191019205208.wav
69	Spectrogram 1	1	2427.614663488	2428.316222021	142.6	570.5	Chinitna_HB5.1_191019205208.wav
