Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	12.060125255	14.131393305	476.8	834.4	Chinitna_HB14.1_191101202023.wav
2	Spectrogram 1	1	150.694847856	151.964334725	496.7	933.8	Chinitna_HB14.1_191101202023.wav
3	Spectrogram 1	1	196.643628503	197.612447429	238.4	457.0	Chinitna_HB14.1_191101202023.wav
4	Spectrogram 1	1	201.420908036	201.988836372	59.6	417.2	Chinitna_HB14.1_191101202023.wav
5	Spectrogram 1	1	340.737182141	343.109118133	278.1	655.6	Chinitna_HB14.1_191101202023.wav
6	Spectrogram 1	1	344.445420100	345.247201281	397.4	516.6	Chinitna_HB14.1_191101202023.wav
7	Spectrogram 1	1	412.209330364	413.645854979	178.8	715.2	Chinitna_HB14.1_191101202023.wav
8	Spectrogram 1	1	445.997763108	447.801770764	198.7	913.9	Chinitna_HB14.1_191101202023.wav
9	Spectrogram 1	1	793.717123028	794.251643815	139.1	615.9	Chinitna_HB14.1_191101202023.wav
10	Spectrogram 1	1	909.668119734	910.971014152	99.3	516.6	Chinitna_HB14.1_191101202023.wav
11	Spectrogram 1	1	1059.407549183	1060.610220954	476.8	655.6	Chinitna_HB14.1_191101202023.wav
12	Spectrogram 1	1	1081.656976939	1083.527799694	496.7	695.4	Chinitna_HB14.1_191101202023.wav
13	Spectrogram 1	1	1088.719370337	1090.456562894	258.3	675.5	Chinitna_HB14.1_191101202023.wav
14	Spectrogram 1	1	1105.256107183	1106.625816699	317.9	715.2	Chinitna_HB14.1_191101202023.wav
15	Spectrogram 1	1	1115.913115372	1117.115787143	476.8	774.8	Chinitna_HB14.1_191101202023.wav
16	Spectrogram 1	1	1121.124693045	1122.160327069	715.2	874.2	Chinitna_HB14.1_191101202023.wav
17	Spectrogram 1	1	6935.786175019	6936.888624142	440.9	690.1	Chinitna_HB14.1_191101202023.wav
18	Spectrogram 1	1	6955.997742274	6957.133598947	421.7	728.4	Chinitna_HB14.1_191101202023.wav
19	Spectrogram 1	1	7027.984404255	7029.253891124	517.6	709.3	Chinitna_HB14.1_191101202023.wav
20	Spectrogram 1	1	7035.801770764	7036.937627436	536.7	843.5	Chinitna_HB14.1_191101202023.wav
21	Spectrogram 1	1	7063.429813938	7064.565670611	594.2	766.8	Chinitna_HB14.1_191101202023.wav
22	Spectrogram 1	1	7068.674799160	7069.710433185	460.1	670.9	Chinitna_HB14.1_191101202023.wav
