Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	124.536736846	125.739408616	371.9	626.4	Chinitna_HB15_191102082018.wav
2	Spectrogram 1	1	131.084616486	132.654771297	371.9	587.3	Chinitna_HB15_191102082018.wav
3	Spectrogram 1	1	454.115797559	455.184839133	195.8	783.0	Chinitna_HB15_191102082018.wav
4	Spectrogram 1	1	467.579039880	468.714896553	215.3	861.3	Chinitna_HB15_191102082018.wav
5	Spectrogram 1	1	480.207093472	480.975467103	254.5	763.5	Chinitna_HB15_191102082018.wav
6	Spectrogram 1	1	485.452078693	486.721565562	176.2	743.9	Chinitna_HB15_191102082018.wav
7	Spectrogram 1	1	492.748324935	493.750551411	97.9	391.5	Chinitna_HB15_191102082018.wav
8	Spectrogram 1	1	514.129156412	515.532273478	78.3	606.9	Chinitna_HB15_191102082018.wav
9	Spectrogram 1	1	536.445399267	537.748293685	313.2	528.5	Chinitna_HB15_191102082018.wav
10	Spectrogram 1	1	545.879728656	546.915362681	156.6	743.9	Chinitna_HB15_191102082018.wav
11	Spectrogram 1	1	557.171480280	557.873038813	117.5	548.1	Chinitna_HB15_191102082018.wav
12	Spectrogram 1	1	768.110247866	769.079066792	352.4	900.5	Chinitna_HB15_191102082018.wav
13	Spectrogram 1	1	772.954342497	774.090199169	254.5	724.3	Chinitna_HB15_191102082018.wav
14	Spectrogram 1	1	778.834071153	779.468814588	117.5	763.5	Chinitna_HB15_191102082018.wav
15	Spectrogram 1	1	782.475494014	783.143644998	137.0	763.5	Chinitna_HB15_191102082018.wav
16	Spectrogram 1	1	787.152550900	787.753886785	156.6	352.4	Chinitna_HB15_191102082018.wav
17	Spectrogram 1	1	795.771698589	796.640294868	176.2	724.3	Chinitna_HB15_191102082018.wav
18	Spectrogram 1	1	800.381940377	801.183721557	411.1	783.0	Chinitna_HB15_191102082018.wav
19	Spectrogram 1	1	805.907586512	806.542329946	156.6	724.3	Chinitna_HB15_191102082018.wav
20	Spectrogram 1	1	812.655911447	813.891990767	234.9	704.7	Chinitna_HB15_191102082018.wav
21	Spectrogram 1	1	828.524497309	830.061244571	391.5	626.4	Chinitna_HB15_191102082018.wav
22	Spectrogram 1	1	831.130286145	832.399773014	567.7	783.0	Chinitna_HB15_191102082018.wav
23	Spectrogram 1	1	835.139192047	836.842977055	215.3	528.5	Chinitna_HB15_191102082018.wav
24	Spectrogram 1	1	842.989966105	844.092415228	156.6	646.0	Chinitna_HB15_191102082018.wav
25	Spectrogram 1	1	847.232724852	849.237177803	137.0	469.8	Chinitna_HB15_191102082018.wav
26	Spectrogram 1	1	875.208244038	875.842987472	411.1	743.9	Chinitna_HB15_191102082018.wav
27	Spectrogram 1	1	880.185968866	880.920934948	450.2	783.0	Chinitna_HB15_191102082018.wav
28	Spectrogram 1	1	896.021147179	897.524486892	332.8	724.3	Chinitna_HB15_191102082018.wav
29	Spectrogram 1	1	902.168136229	903.370807999	215.3	704.7	Chinitna_HB15_191102082018.wav
30	Spectrogram 1	1	922.226066258	924.096889013	587.3	724.3	Chinitna_HB15_191102082018.wav
31	Spectrogram 1	1	925.500006078	927.304013734	626.4	802.6	Chinitna_HB15_191102082018.wav
32	Spectrogram 1	1	929.575727079	931.212696989	332.8	646.0	Chinitna_HB15_191102082018.wav
33	Spectrogram 1	1	973.653684971	974.756134094	548.1	724.3	Chinitna_HB15_191102082018.wav
34	Spectrogram 1	1	978.631409800	979.733858923	332.8	704.7	Chinitna_HB15_191102082018.wav
35	Spectrogram 1	1	983.675949726	984.945436595	313.2	665.6	Chinitna_HB15_191102082018.wav
36	Spectrogram 1	1	988.854119850	989.989976522	215.3	724.3	Chinitna_HB15_191102082018.wav
37	Spectrogram 1	1	995.535629686	996.437633514	176.2	626.4	Chinitna_HB15_191102082018.wav
38	Spectrogram 1	1	999.177052547	999.912018629	156.6	704.7	Chinitna_HB15_191102082018.wav
39	Spectrogram 1	1	1004.021147179	1004.722705712	78.3	450.2	Chinitna_HB15_191102082018.wav
40	Spectrogram 1	1	1008.230498376	1009.266132401	97.9	430.7	Chinitna_HB15_191102082018.wav
41	Spectrogram 1	1	1012.105774081	1013.141408106	117.5	626.4	Chinitna_HB15_191102082018.wav
42	Spectrogram 1	1	1034.067934414	1034.535640103	665.6	959.2	Chinitna_HB15_191102082018.wav
43	Spectrogram 1	1	1041.918708473	1042.620267005	489.4	1057.1	Chinitna_HB15_191102082018.wav
44	Spectrogram 1	1	1190.455466152	1192.259473808	137.0	763.5	Chinitna_HB15_191102082018.wav
45	Spectrogram 1	1	1195.533413628	1196.435417455	156.6	450.2	Chinitna_HB15_191102082018.wav
46	Spectrogram 1	1	1199.742764825	1200.912029046	195.8	509.0	Chinitna_HB15_191102082018.wav
47	Spectrogram 1	1	1204.620267005	1205.622493481	97.9	783.0	Chinitna_HB15_191102082018.wav
