Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	53.017780554	53.752746636	357.0	654.5	Chinitna_HB9_191028082108.wav
2	Spectrogram 1	1	63.454336419	64.222710050	357.0	674.4	Chinitna_HB9_191028082108.wav
3	Spectrogram 1	1	67.964355559	68.498876346	178.5	535.5	Chinitna_HB9_191028082108.wav
4	Spectrogram 1	1	75.982167363	76.282835305	218.2	535.5	Chinitna_HB9_191028082108.wav
5	Spectrogram 1	1	79.022254338	79.322922281	198.3	575.2	Chinitna_HB9_191028082108.wav
6	Spectrogram 1	1	81.995526216	82.563454552	178.5	436.4	Chinitna_HB9_191028082108.wav
7	Spectrogram 1	1	86.939843495	88.209330364	357.0	634.7	Chinitna_HB9_191028082108.wav
8	Spectrogram 1	1	93.153647643	94.556764709	218.2	476.0	Chinitna_HB9_191028082108.wav
9	Spectrogram 1	1	98.198187570	99.334044242	198.3	396.7	Chinitna_HB9_191028082108.wav
10	Spectrogram 1	1	102.908652004	103.576802988	138.8	456.2	Chinitna_HB9_191028082108.wav
11	Spectrogram 1	1	107.986599480	108.554527816	138.8	357.0	Chinitna_HB9_191028082108.wav
12	Spectrogram 1	1	112.229358227	112.897509210	99.2	376.9	Chinitna_HB9_191028082108.wav
13	Spectrogram 1	1	117.821819460	118.890861034	416.5	614.9	Chinitna_HB9_191028082108.wav
14	Spectrogram 1	1	124.670367043	126.006669010	238.0	416.5	Chinitna_HB9_191028082108.wav
15	Spectrogram 1	1	208.436493365	209.472127390	495.9	694.2	Chinitna_HB9_191028082108.wav
16	Spectrogram 1	1	213.146957800	213.915331431	396.7	654.5	Chinitna_HB9_191028082108.wav
17	Spectrogram 1	1	217.222678800	217.757199587	218.2	595.0	Chinitna_HB9_191028082108.wav
18	Spectrogram 1	1	238.383057953	239.285061781	416.5	614.9	Chinitna_HB9_191028082108.wav
19	Spectrogram 1	1	244.463231904	245.899756519	297.5	456.2	Chinitna_HB9_191028082108.wav
20	Spectrogram 1	1	268.950965456	270.020007030	396.7	614.9	Chinitna_HB9_191028082108.wav
21	Spectrogram 1	1	282.360793198	283.028944182	416.5	634.7	Chinitna_HB9_191028082108.wav
22	Spectrogram 1	1	289.443193625	290.779495592	277.7	436.4	Chinitna_HB9_191028082108.wav
23	Spectrogram 1	1	374.011101128	374.512214365	476.0	614.9	Chinitna_HB9_191028082108.wav
24	Spectrogram 1	1	379.356308997	380.091275079	416.5	575.2	Chinitna_HB9_191028082108.wav
25	Spectrogram 1	1	406.964345142	408.066794265	257.9	456.2	Chinitna_HB9_191028082108.wav
26	Spectrogram 1	1	488.338528443	489.106902074	376.9	634.7	Chinitna_HB9_191028082108.wav
27	Spectrogram 1	1	492.748324935	493.383068370	178.5	654.5	Chinitna_HB9_191028082108.wav
28	Spectrogram 1	1	497.625827116	498.227163001	198.3	595.0	Chinitna_HB9_191028082108.wav
29	Spectrogram 1	1	501.367472624	502.002216059	218.2	495.9	Chinitna_HB9_191028082108.wav
30	Spectrogram 1	1	504.708227543	505.242748330	158.7	555.4	Chinitna_HB9_191028082108.wav
31	Spectrogram 1	1	510.253880707	511.289514732	416.5	575.2	Chinitna_HB9_191028082108.wav
32	Spectrogram 1	1	516.400869757	517.636949077	257.9	436.4	Chinitna_HB9_191028082108.wav
33	Spectrogram 1	1	521.846300274	522.547858807	158.7	376.9	Chinitna_HB9_191028082108.wav
34	Spectrogram 1	1	731.799533872	732.567907503	198.3	416.5	Chinitna_HB9_191028082108.wav
35	Spectrogram 1	1	737.679262528	738.213783315	178.5	357.0	Chinitna_HB9_191028082108.wav
36	Spectrogram 1	1	743.291730791	744.026696873	138.8	396.7	Chinitna_HB9_191028082108.wav
37	Spectrogram 1	1	758.091275079	759.193724202	376.9	614.9	Chinitna_HB9_191028082108.wav
38	Spectrogram 1	1	763.984404255	764.619147689	198.3	495.9	Chinitna_HB9_191028082108.wav
39	Spectrogram 1	1	782.024480814	783.527820527	436.4	674.4	Chinitna_HB9_191028082108.wav
40	Spectrogram 1	1	842.906435946	843.474364282	456.2	694.2	Chinitna_HB9_191028082108.wav
41	Spectrogram 1	1	846.681489003	847.516677733	198.3	813.2	Chinitna_HB9_191028082108.wav
42	Spectrogram 1	1	851.124693045	851.659213832	138.8	476.0	Chinitna_HB9_191028082108.wav
43	Spectrogram 1	1	854.097964922	854.699300807	158.7	495.9	Chinitna_HB9_191028082108.wav
44	Spectrogram 1	1	857.238274545	857.906425529	158.7	515.7	Chinitna_HB9_191028082108.wav
45	Spectrogram 1	1	860.612437013	861.313995546	119.0	535.5	Chinitna_HB9_191028082108.wav
46	Spectrogram 1	1	866.124682628	867.227131751	376.9	595.0	Chinitna_HB9_191028082108.wav
47	Spectrogram 1	1	872.385294845	873.554559066	277.7	535.5	Chinitna_HB9_191028082108.wav
48	Spectrogram 1	1	877.830725362	878.465468796	178.5	436.4	Chinitna_HB9_191028082108.wav
49	Spectrogram 1	1	882.674819994	883.342970977	119.0	396.7	Chinitna_HB9_191028082108.wav
50	Spectrogram 1	1	906.995515799	908.298410217	297.5	495.9	Chinitna_HB9_191028082108.wav
51	Spectrogram 1	1	918.922010857	919.991052431	138.8	436.4	Chinitna_HB9_191028082108.wav
52	Spectrogram 1	1	932.432061247	933.133619780	456.2	614.9	Chinitna_HB9_191028082108.wav
53	Spectrogram 1	1	978.113581501	978.881955132	376.9	674.4	Chinitna_HB9_191028082108.wav
54	Spectrogram 1	1	982.757230837	983.692642214	456.2	694.2	Chinitna_HB9_191028082108.wav
55	Spectrogram 1	1	987.868585862	988.803997239	476.0	793.4	Chinitna_HB9_191028082108.wav
56	Spectrogram 1	1	992.311789903	992.846310690	198.3	535.5	Chinitna_HB9_191028082108.wav
57	Spectrogram 1	1	996.287288256	996.922031691	198.3	376.9	Chinitna_HB9_191028082108.wav
58	Spectrogram 1	1	999.561228076	1000.129156412	158.7	436.4	Chinitna_HB9_191028082108.wav
59	Spectrogram 1	1	1003.135835839	1003.703764175	119.0	456.2	Chinitna_HB9_191028082108.wav
60	Spectrogram 1	1	1007.278371938	1007.779485175	138.8	535.5	Chinitna_HB9_191028082108.wav
61	Spectrogram 1	1	1018.603531111	1019.839610431	257.9	436.4	Chinitna_HB9_191028082108.wav
62	Spectrogram 1	1	1024.282814472	1024.817335259	158.7	396.7	Chinitna_HB9_191028082108.wav
63	Spectrogram 1	1	1056.534499954	1058.004432118	257.9	456.2	Chinitna_HB9_191028082108.wav
64	Spectrogram 1	1	1075.509987890	1076.913104955	436.4	674.4	Chinitna_HB9_191028082108.wav
65	Spectrogram 1	1	1082.759426063	1084.262765776	416.5	614.9	Chinitna_HB9_191028082108.wav
66	Spectrogram 1	1	1174.824025102	1175.726028930	436.4	694.2	Chinitna_HB9_191028082108.wav
67	Spectrogram 1	1	1180.169232971	1181.138051898	456.2	733.9	Chinitna_HB9_191028082108.wav
68	Spectrogram 1	1	1184.846289857	1185.714886136	337.2	654.5	Chinitna_HB9_191028082108.wav
69	Spectrogram 1	1	1188.754973112	1189.356308997	158.7	535.5	Chinitna_HB9_191028082108.wav
70	Spectrogram 1	1	1192.563433718	1193.164769604	218.2	376.9	Chinitna_HB9_191028082108.wav
71	Spectrogram 1	1	1196.585740140	1197.086853378	138.8	436.4	Chinitna_HB9_191028082108.wav
72	Spectrogram 1	1	1200.962129083	1201.396427223	138.8	614.9	Chinitna_HB9_191028082108.wav
73	Spectrogram 1	1	1204.636959493	1205.405333125	158.7	357.0	Chinitna_HB9_191028082108.wav
74	Spectrogram 1	1	1210.383057953	1211.251654232	376.9	595.0	Chinitna_HB9_191028082108.wav
75	Spectrogram 1	1	1215.962118666	1217.465458380	218.2	456.2	Chinitna_HB9_191028082108.wav
76	Spectrogram 1	1	1221.507771831	1222.276145462	119.0	396.7	Chinitna_HB9_191028082108.wav
77	Spectrogram 1	1	1239.915331431	1240.750520161	396.7	555.4	Chinitna_HB9_191028082108.wav
78	Spectrogram 1	1	1246.342981394	1247.913136205	277.7	515.7	Chinitna_HB9_191028082108.wav
79	Spectrogram 1	1	1271.097975339	1272.367462208	357.0	654.5	Chinitna_HB9_191028082108.wav
80	Spectrogram 1	1	1292.144731324	1293.581255939	456.2	733.9	Chinitna_HB9_191028082108.wav
81	Spectrogram 1	1	1352.338528443	1353.307347369	416.5	694.2	Chinitna_HB9_191028082108.wav
82	Spectrogram 1	1	1357.216030624	1358.218257099	515.7	714.0	Chinitna_HB9_191028082108.wav
83	Spectrogram 1	1	1362.360793198	1363.396427223	476.0	674.4	Chinitna_HB9_191028082108.wav
84	Spectrogram 1	1	1367.672593518	1368.674819994	476.0	733.9	Chinitna_HB9_191028082108.wav
85	Spectrogram 1	1	1373.218246682	1374.153658060	515.7	753.7	Chinitna_HB9_191028082108.wav
86	Spectrogram 1	1	1377.795080921	1378.897530044	238.0	674.4	Chinitna_HB9_191028082108.wav
87	Spectrogram 1	1	1382.338507610	1383.073473692	138.8	575.2	Chinitna_HB9_191028082108.wav
88	Spectrogram 1	1	1387.282824889	1387.850753225	178.5	456.2	Chinitna_HB9_191028082108.wav
89	Spectrogram 1	1	1391.826251578	1392.527810110	99.2	495.9	Chinitna_HB9_191028082108.wav
90	Spectrogram 1	1	1397.672572685	1398.641391611	357.0	634.7	Chinitna_HB9_191028082108.wav
91	Spectrogram 1	1	1403.652523988	1405.055641054	277.7	495.9	Chinitna_HB9_191028082108.wav
92	Spectrogram 1	1	1408.777279533	1410.013358853	178.5	476.0	Chinitna_HB9_191028082108.wav
93	Spectrogram 1	1	1414.423155345	1415.224936526	178.5	476.0	Chinitna_HB9_191028082108.wav
94	Spectrogram 1	1	1425.681499420	1427.051208937	456.2	694.2	Chinitna_HB9_191028082108.wav
95	Spectrogram 1	1	1431.561228076	1432.864122494	277.7	495.9	Chinitna_HB9_191028082108.wav
96	Spectrogram 1	1	1653.307326536	1653.875254872	119.0	376.9	Chinitna_HB9_191028082108.wav
97	Spectrogram 1	1	1657.650307930	1658.151421167	178.5	376.9	Chinitna_HB9_191028082108.wav
98	Spectrogram 1	1	1661.826251578	1662.394179914	178.5	555.4	Chinitna_HB9_191028082108.wav
99	Spectrogram 1	1	1673.819561734	1675.189271251	238.0	416.5	Chinitna_HB9_191028082108.wav
100	Spectrogram 1	1	1679.445430517	1679.913136205	158.7	416.5	Chinitna_HB9_191028082108.wav
101	Spectrogram 1	1	1701.761673371	1703.198197986	257.9	476.0	Chinitna_HB9_191028082108.wav
102	Spectrogram 1	1	1724.612437013	1726.015554079	297.5	515.7	Chinitna_HB9_191028082108.wav
103	Spectrogram 1	1	1745.706001067	1747.209340780	476.0	654.5	Chinitna_HB9_191028082108.wav
104	Spectrogram 1	1	1758.668130150	1760.037839667	456.2	654.5	Chinitna_HB9_191028082108.wav
105	Spectrogram 1	1	1771.964334725	1773.267229143	456.2	634.7	Chinitna_HB9_191028082108.wav
106	Spectrogram 1	1	1778.411991718	1779.648071037	178.5	337.2	Chinitna_HB9_191028082108.wav
107	Spectrogram 1	1	1808.993299740	1809.761673371	456.2	714.0	Chinitna_HB9_191028082108.wav
108	Spectrogram 1	1	1813.971024568	1814.639175552	456.2	773.6	Chinitna_HB9_191028082108.wav
109	Spectrogram 1	1	1828.670346209	1829.505534939	456.2	714.0	Chinitna_HB9_191028082108.wav
110	Spectrogram 1	1	1833.848516333	1834.884150357	456.2	753.7	Chinitna_HB9_191028082108.wav
111	Spectrogram 1	1	1838.592388317	1839.694837440	495.9	733.9	Chinitna_HB9_191028082108.wav
112	Spectrogram 1	1	1843.483291017	1844.452109943	416.5	674.4	Chinitna_HB9_191028082108.wav
113	Spectrogram 1	1	1847.959902608	1848.461015845	178.5	773.6	Chinitna_HB9_191028082108.wav
114	Spectrogram 1	1	1852.102438706	1852.570144395	119.0	694.2	Chinitna_HB9_191028082108.wav
115	Spectrogram 1	1	1855.977714412	1856.579050297	99.2	575.2	Chinitna_HB9_191028082108.wav
116	Spectrogram 1	1	1860.253880707	1860.654771297	158.7	476.0	Chinitna_HB9_191028082108.wav
117	Spectrogram 1	1	1863.761673371	1864.329601707	158.7	456.2	Chinitna_HB9_191028082108.wav
118	Spectrogram 1	1	1868.639175552	1870.175922815	456.2	674.4	Chinitna_HB9_191028082108.wav
119	Spectrogram 1	1	1874.351866463	1875.654760881	357.0	535.5	Chinitna_HB9_191028082108.wav
120	Spectrogram 1	1	1879.730481881	1880.632485709	218.2	376.9	Chinitna_HB9_191028082108.wav
121	Spectrogram 1	1	1884.173685922	1884.875244455	138.8	476.0	Chinitna_HB9_191028082108.wav
122	Spectrogram 1	1	1902.360793198	1903.596872518	376.9	674.4	Chinitna_HB9_191028082108.wav
123	Spectrogram 1	1	1908.140299207	1909.510008723	297.5	555.4	Chinitna_HB9_191028082108.wav
124	Spectrogram 1	1	1921.403096232	1922.906435946	456.2	674.4	Chinitna_HB9_191028082108.wav
125	Spectrogram 1	1	1928.619126856	1929.754983528	495.9	654.5	Chinitna_HB9_191028082108.wav
126	Spectrogram 1	1	1949.178170123	1950.915362681	436.4	694.2	Chinitna_HB9_191028082108.wav
127	Spectrogram 1	1	1962.574597346	1964.412012551	476.0	733.9	Chinitna_HB9_191028082108.wav
128	Spectrogram 1	1	1970.358556306	1971.661450724	476.0	674.4	Chinitna_HB9_191028082108.wav
129	Spectrogram 1	1	1975.536726429	1976.806213298	238.0	515.7	Chinitna_HB9_191028082108.wav
130	Spectrogram 1	1	1980.514451257	1981.316232438	138.8	376.9	Chinitna_HB9_191028082108.wav
131	Spectrogram 1	1	2001.293946849	2002.630248817	396.7	614.9	Chinitna_HB9_191028082108.wav
132	Spectrogram 1	1	2007.020038280	2008.489970444	396.7	634.7	Chinitna_HB9_191028082108.wav
133	Spectrogram 1	1	2028.467684855	2029.770579273	436.4	634.7	Chinitna_HB9_191028082108.wav
134	Spectrogram 1	1	2051.685931538	2052.621342915	158.7	515.7	Chinitna_HB9_191028082108.wav
135	Spectrogram 1	1	2055.995505382	2056.964324309	456.2	694.2	Chinitna_HB9_191028082108.wav
136	Spectrogram 1	1	2061.888634558	2063.358566722	257.9	495.9	Chinitna_HB9_191028082108.wav
137	Spectrogram 1	1	2068.403106649	2069.438740674	138.8	357.0	Chinitna_HB9_191028082108.wav
138	Spectrogram 1	1	2073.848537166	2074.583503248	158.7	337.2	Chinitna_HB9_191028082108.wav
139	Spectrogram 1	1	2154.140278373	2154.975467103	575.2	694.2	Chinitna_HB9_191028082108.wav
140	Spectrogram 1	1	2159.819561734	2160.387490071	495.9	654.5	Chinitna_HB9_191028082108.wav
141	Spectrogram 1	1	2165.779506009	2166.648102287	436.4	674.4	Chinitna_HB9_191028082108.wav
142	Spectrogram 1	1	2170.389747796	2171.158121427	416.5	733.9	Chinitna_HB9_191028082108.wav
143	Spectrogram 1	1	2174.432061247	2174.899766936	138.8	495.9	Chinitna_HB9_191028082108.wav
144	Spectrogram 1	1	2178.608004895	2178.875265289	238.0	515.7	Chinitna_HB9_191028082108.wav
145	Spectrogram 1	1	2182.182612658	2182.616910797	138.8	535.5	Chinitna_HB9_191028082108.wav
146	Spectrogram 1	1	2185.757220420	2186.057888363	138.8	357.0	Chinitna_HB9_191028082108.wav
147	Spectrogram 1	1	2189.097975339	2189.532273478	99.2	495.9	Chinitna_HB9_191028082108.wav
148	Spectrogram 1	1	2194.342960561	2195.445409684	416.5	595.0	Chinitna_HB9_191028082108.wav
149	Spectrogram 1	1	2201.224915692	2202.460995012	317.4	456.2	Chinitna_HB9_191028082108.wav
150	Spectrogram 1	1	2230.236068903	2231.472148223	495.9	674.4	Chinitna_HB9_191028082108.wav
151	Spectrogram 1	1	2236.383057953	2237.619137273	297.5	495.9	Chinitna_HB9_191028082108.wav
152	Spectrogram 1	1	2453.251654232	2454.320695805	238.0	416.5	Chinitna_HB9_191028082108.wav
153	Spectrogram 1	1	2480.178138873	2481.080142701	198.3	436.4	Chinitna_HB9_191028082108.wav
154	Spectrogram 1	1	2504.879718240	2506.449873051	476.0	634.7	Chinitna_HB9_191028082108.wav
155	Spectrogram 1	1	2518.142515265	2519.111334192	456.2	674.4	Chinitna_HB9_191028082108.wav
156	Spectrogram 1	1	2555.806223715	2556.674819994	575.2	733.9	Chinitna_HB9_191028082108.wav
157	Spectrogram 1	1	2560.884171191	2561.719359920	495.9	733.9	Chinitna_HB9_191028082108.wav
158	Spectrogram 1	1	2565.594635625	2566.596862101	515.7	674.4	Chinitna_HB9_191028082108.wav
159	Spectrogram 1	1	2570.772805749	2571.908662421	495.9	753.7	Chinitna_HB9_191028082108.wav
160	Spectrogram 1	1	2575.550085282	2576.418681561	495.9	733.9	Chinitna_HB9_191028082108.wav
161	Spectrogram 1	1	2580.293957266	2581.195961094	456.2	694.2	Chinitna_HB9_191028082108.wav
162	Spectrogram 1	1	2584.536716012	2585.538942488	436.4	753.7	Chinitna_HB9_191028082108.wav
163	Spectrogram 1	1	2589.113550251	2589.781701234	138.8	575.2	Chinitna_HB9_191028082108.wav
164	Spectrogram 1	1	2593.122456153	2593.456531644	218.2	694.2	Chinitna_HB9_191028082108.wav
165	Spectrogram 1	1	2596.964324309	2597.432029997	198.3	753.7	Chinitna_HB9_191028082108.wav
166	Spectrogram 1	1	2605.763910264	2606.532283895	436.4	614.9	Chinitna_HB9_191028082108.wav
167	Spectrogram 1	1	2611.944306862	2613.113571084	238.0	456.2	Chinitna_HB9_191028082108.wav
168	Spectrogram 1	1	2634.962108250	2636.398632865	416.5	714.0	Chinitna_HB9_191028082108.wav
169	Spectrogram 1	1	2641.109097300	2642.278361521	238.0	515.7	Chinitna_HB9_191028082108.wav
170	Spectrogram 1	1	2669.485507076	2670.888624142	456.2	694.2	Chinitna_HB9_191028082108.wav
171	Spectrogram 1	1	2729.732718773	2730.534499954	416.5	694.2	Chinitna_HB9_191028082108.wav
172	Spectrogram 1	1	2734.777258700	2735.478817233	436.4	634.7	Chinitna_HB9_191028082108.wav
173	Spectrogram 1	1	2742.527810110	2742.928700701	515.7	714.0	Chinitna_HB9_191028082108.wav
174	Spectrogram 1	1	2747.338497193	2748.307316119	555.4	714.0	Chinitna_HB9_191028082108.wav
175	Spectrogram 1	1	2752.817335259	2753.852969284	476.0	813.2	Chinitna_HB9_191028082108.wav
176	Spectrogram 1	1	2757.460984595	2758.463211071	476.0	733.9	Chinitna_HB9_191028082108.wav
177	Spectrogram 1	1	2768.198208403	2769.334065075	277.7	674.4	Chinitna_HB9_191028082108.wav
178	Spectrogram 1	1	2790.982156946	2791.950975872	436.4	634.7	Chinitna_HB9_191028082108.wav
179	Spectrogram 1	1	2797.062330897	2798.432040414	238.0	436.4	Chinitna_HB9_191028082108.wav
180	Spectrogram 1	1	2864.592388317	2865.394169497	436.4	674.4	Chinitna_HB9_191028082108.wav
181	Spectrogram 1	1	2891.899756519	2892.768352798	436.4	674.4	Chinitna_HB9_191028082108.wav
182	Spectrogram 1	1	2923.048992878	2923.850774058	456.2	674.4	Chinitna_HB9_191028082108.wav
183	Spectrogram 1	1	2928.594646042	2929.429834772	476.0	714.0	Chinitna_HB9_191028082108.wav
184	Spectrogram 1	1	2933.505555772	2934.440967149	456.2	674.4	Chinitna_HB9_191028082108.wav
185	Spectrogram 1	1	2938.349650404	2939.218246682	257.9	654.5	Chinitna_HB9_191028082108.wav
186	Spectrogram 1	1	2942.625816699	2943.260560134	218.2	674.4	Chinitna_HB9_191028082108.wav
187	Spectrogram 1	1	2947.236058486	2947.837394372	119.0	733.9	Chinitna_HB9_191028082108.wav
188	Spectrogram 1	1	2960.231595119	2961.200414045	396.7	575.2	Chinitna_HB9_191028082108.wav
189	Spectrogram 1	1	2965.677025636	2967.013327603	218.2	476.0	Chinitna_HB9_191028082108.wav
190	Spectrogram 1	1	2986.269476452	2987.204887829	396.7	654.5	Chinitna_HB9_191028082108.wav
191	Spectrogram 1	1	2992.015574912	2993.318469330	178.5	476.0	Chinitna_HB9_191028082108.wav
