Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	170.151442001	171.587966616	512.3	748.8	Chinitna_HB14.2_191101202023.wav
2	Spectrogram 1	1	226.389747796	228.160347903	453.2	729.1	Chinitna_HB14.2_191101202023.wav
3	Spectrogram 1	1	236.913125789	237.915352264	453.2	670.0	Chinitna_HB14.2_191101202023.wav
4	Spectrogram 1	1	252.648081454	254.619126856	472.9	689.7	Chinitna_HB14.2_191101202023.wav
5	Spectrogram 1	1	519.875254872	522.013338020	512.3	807.9	Chinitna_HB14.2_191101202023.wav
6	Spectrogram 1	1	553.095759280	554.565691444	472.9	748.8	Chinitna_HB14.2_191101202023.wav
7	Spectrogram 1	1	556.937627436	558.875265289	571.4	807.9	Chinitna_HB14.2_191101202023.wav
8	Spectrogram 1	1	589.777248283	590.913104955	433.5	847.3	Chinitna_HB14.2_191101202023.wav
9	Spectrogram 1	1	607.296204575	609.033397133	453.2	650.2	Chinitna_HB14.2_191101202023.wav
10	Spectrogram 1	1	721.142525682	723.080163535	78.8	492.6	Chinitna_HB14.2_191101202023.wav
11	Spectrogram 1	1	1064.619126856	1066.189281668	78.8	453.2	Chinitna_HB14.2_191101202023.wav
12	Spectrogram 1	1	1306.857453485	1308.293978099	78.8	374.4	Chinitna_HB14.2_191101202023.wav
13	Spectrogram 1	1	1945.957644882	1947.795060087	78.8	472.9	Chinitna_HB14.2_191101202023.wav
14	Spectrogram 1	1	2044.636938660	2046.340723668	78.8	374.4	Chinitna_HB14.2_191101202023.wav
15	Spectrogram 1	1	2264.211546423	2266.149184275	98.5	335.0	Chinitna_HB14.2_191101202023.wav
16	Spectrogram 1	1	2341.610231371	2343.581276772	59.1	472.9	Chinitna_HB14.2_191101202023.wav
17	Spectrogram 1	1	2366.966561201	2368.904199053	78.8	374.4	Chinitna_HB14.2_191101202023.wav
18	Spectrogram 1	1	2414.184828717	2415.621353331	512.3	768.5	Chinitna_HB14.2_191101202023.wav
19	Spectrogram 1	1	2489.111355025	2490.982177779	78.8	472.9	Chinitna_HB14.2_191101202023.wav
20	Spectrogram 1	1	2623.469911331	2625.741624675	59.1	610.8	Chinitna_HB14.2_191101202023.wav
21	Spectrogram 1	1	2658.293978099	2659.897540460	197.0	433.5	Chinitna_HB14.2_191101202023.wav
22	Spectrogram 1	1	3017.906425529	3019.610210537	78.8	354.7	Chinitna_HB14.2_191101202023.wav
23	Spectrogram 1	1	3059.712670077	3060.414228610	492.6	788.2	Chinitna_HB14.2_191101202023.wav
24	Spectrogram 1	1	3063.955428823	3064.991062848	492.6	827.6	Chinitna_HB14.2_191101202023.wav
25	Spectrogram 1	1	3071.138051898	3072.374131218	413.8	610.8	Chinitna_HB14.2_191101202023.wav
26	Spectrogram 1	1	3104.024480814	3105.861896019	78.8	413.8	Chinitna_HB14.2_191101202023.wav
27	Spectrogram 1	1	3934.202640521	3936.273908570	98.5	472.9	Chinitna_HB14.2_191101202023.wav
28	Spectrogram 1	1	4261.844063382	4263.547848390	78.8	413.8	Chinitna_HB14.2_191101202023.wav
29	Spectrogram 1	1	4382.452109943	4383.654781714	157.6	354.7	Chinitna_HB14.2_191101202023.wav
30	Spectrogram 1	1	5028.648102287	5030.184849550	394.1	689.7	Chinitna_HB14.2_191101202023.wav
31	Spectrogram 1	1	5046.654771297	5047.924258166	453.2	650.2	Chinitna_HB14.2_191101202023.wav
32	Spectrogram 1	1	5051.866348970	5053.236058486	413.8	729.1	Chinitna_HB14.2_191101202023.wav
33	Spectrogram 1	1	5269.002205642	5269.937617019	532.0	689.7	Chinitna_HB14.2_191101202023.wav
34	Spectrogram 1	1	5274.080153118	5274.648081454	492.6	670.0	Chinitna_HB14.2_191101202023.wav
35	Spectrogram 1	1	5291.852969284	5292.554527816	177.3	433.5	Chinitna_HB14.2_191101202023.wav
36	Spectrogram 1	1	5340.641391611	5341.476580341	670.0	827.6	Chinitna_HB14.2_191101202023.wav
37	Spectrogram 1	1	5345.886376833	5347.155863702	472.9	827.6	Chinitna_HB14.2_191101202023.wav
38	Spectrogram 1	1	5351.478838066	5353.015585329	374.4	650.2	Chinitna_HB14.2_191101202023.wav
39	Spectrogram 1	1	5355.220483575	5355.922042107	354.7	630.5	Chinitna_HB14.2_191101202023.wav
40	Spectrogram 1	1	5359.496649870	5359.997763108	256.2	610.8	Chinitna_HB14.2_191101202023.wav
41	Spectrogram 1	1	5369.685952371	5370.554548650	197.0	394.1	Chinitna_HB14.2_191101202023.wav
42	Spectrogram 1	1	5572.824045935	5573.559012017	295.6	551.7	Chinitna_HB14.2_191101202023.wav
43	Spectrogram 1	1	5589.060114839	5589.661450724	354.7	650.2	Chinitna_HB14.2_191101202023.wav
44	Spectrogram 1	1	5599.483270184	5600.184828717	354.7	610.8	Chinitna_HB14.2_191101202023.wav
45	Spectrogram 1	1	5624.184849550	5624.786185435	394.1	650.2	Chinitna_HB14.2_191101202023.wav
46	Spectrogram 1	1	5641.790627970	5642.358556306	394.1	650.2	Chinitna_HB14.2_191101202023.wav
47	Spectrogram 1	1	5672.592388317	5673.193724202	433.5	670.0	Chinitna_HB14.2_191101202023.wav
48	Spectrogram 1	1	6484.677056886	6485.579060714	670.0	886.7	Chinitna_HB14.2_191101202023.wav
49	Spectrogram 1	1	6573.721575979	6574.824025102	98.5	413.8	Chinitna_HB14.2_191101202023.wav
50	Spectrogram 1	1	6577.496629037	6579.100191398	315.3	689.7	Chinitna_HB14.2_191101202023.wav
51	Spectrogram 1	1	6625.216009790	6626.151421167	394.1	709.4	Chinitna_HB14.2_191101202023.wav
52	Spectrogram 1	1	6765.868585862	6767.004442534	256.2	807.9	Chinitna_HB14.2_191101202023.wav
53	Spectrogram 1	1	6821.037850084	6822.240521854	256.2	689.7	Chinitna_HB14.2_191101202023.wav
54	Spectrogram 1	1	6832.262786609	6833.498865929	216.7	689.7	Chinitna_HB14.2_191101202023.wav
55	Spectrogram 1	1	6839.612447429	6840.614673905	236.5	650.2	Chinitna_HB14.2_191101202023.wav
56	Spectrogram 1	1	6844.723802455	6845.525583635	275.9	650.2	Chinitna_HB14.2_191101202023.wav
57	Spectrogram 1	1	6846.795070504	6847.630259233	689.7	1024.6	Chinitna_HB14.2_191101202023.wav
58	Spectrogram 1	1	6855.247180447	6856.349629570	177.3	867.0	Chinitna_HB14.2_191101202023.wav
59	Spectrogram 1	1	6858.487712718	6859.590161841	571.4	945.8	Chinitna_HB14.2_191101202023.wav
60	Spectrogram 1	1	6981.801770764	6983.071257633	177.3	670.0	Chinitna_HB14.2_191101202023.wav
61	Spectrogram 1	1	7194.527830944	7195.530057419	197.0	591.1	Chinitna_HB14.2_191101202023.wav
62	Spectrogram 1	1	7197.100212231	7197.901993411	335.0	670.0	Chinitna_HB14.2_191101202023.wav
63	Spectrogram 1	1	7209.394190330	7210.329601707	236.5	709.4	Chinitna_HB14.2_191101202023.wav
64	Spectrogram 1	1	7211.365235732	7212.601315052	216.7	630.5	Chinitna_HB14.2_191101202023.wav
65	Spectrogram 1	1	7213.369688683	7214.538952905	236.5	532.0	Chinitna_HB14.2_191101202023.wav
66	Spectrogram 1	1	7224.995515799	7226.298410217	335.0	729.1	Chinitna_HB14.2_191101202023.wav
67	Spectrogram 1	1	7383.855206176	7384.991062848	295.6	591.1	Chinitna_HB14.2_191101202023.wav
68	Spectrogram 1	1	7543.282824889	7544.452089110	413.8	748.8	Chinitna_HB14.2_191101202023.wav
69	Spectrogram 1	1	7556.879697406	7557.514440841	256.2	748.8	Chinitna_HB14.2_191101202023.wav
70	Spectrogram 1	1	7600.222689217	7601.959881774	236.5	748.8	Chinitna_HB14.2_191101202023.wav
71	Spectrogram 1	1	7808.672583101	7809.808439774	157.6	551.7	Chinitna_HB14.2_191101202023.wav
72	Spectrogram 1	1	7811.011111544	7811.979930470	137.9	571.4	Chinitna_HB14.2_191101202023.wav
73	Spectrogram 1	1	7812.915341848	7813.750530577	197.0	610.8	Chinitna_HB14.2_191101202023.wav
74	Spectrogram 1	1	7814.819572151	7815.587945782	354.7	630.5	Chinitna_HB14.2_191101202023.wav
75	Spectrogram 1	1	7816.824025102	7817.726028930	275.9	729.1	Chinitna_HB14.2_191101202023.wav
76	Spectrogram 1	1	7818.828478053	7820.064557373	216.7	709.4	Chinitna_HB14.2_191101202023.wav
77	Spectrogram 1	1	7833.026686456	7834.697063915	256.2	748.8	Chinitna_HB14.2_191101202023.wav
78	Spectrogram 1	1	7835.645875812	7836.948770230	197.0	788.2	Chinitna_HB14.2_191101202023.wav
79	Spectrogram 1	1	7897.429834772	7898.565691444	216.7	650.2	Chinitna_HB14.2_191101202023.wav
80	Spectrogram 1	1	7899.968808510	7900.770589690	216.7	571.4	Chinitna_HB14.2_191101202023.wav
81	Spectrogram 1	1	7924.055651471	7925.124693045	118.2	354.7	Chinitna_HB14.2_191101202023.wav
82	Spectrogram 1	1	7967.866348970	7969.269466036	78.8	512.3	Chinitna_HB14.2_191101202023.wav
83	Spectrogram 1	1	7972.844073798	7974.481043708	98.5	492.6	Chinitna_HB14.2_191101202023.wav
84	Spectrogram 1	1	8053.416475919	8054.685962788	118.2	472.9	Chinitna_HB14.2_191101202023.wav
85	Spectrogram 1	1	8061.668140567	8063.138072731	98.5	453.2	Chinitna_HB14.2_191101202023.wav
