Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	59.111355025	60.815140033	59.4	495.0	Chinitna_HB4_191018205217.wav
2	Spectrogram 1	1	184.149205109	186.086842961	99.0	475.2	Chinitna_HB4_191018205217.wav
3	Spectrogram 1	1	1144.924268583	1146.728276239	59.4	495.0	Chinitna_HB4_191018205217.wav
4	Spectrogram 1	1	1501.730481881	1503.100191398	99.0	514.9	Chinitna_HB4_191018205217.wav
5	Spectrogram 1	1	1911.514461674	1913.051208937	79.2	455.4	Chinitna_HB4_191018205217.wav
6	Spectrogram 1	1	2186.959892191	2188.396416806	79.2	415.8	Chinitna_HB4_191018205217.wav
7	Spectrogram 1	1	2329.349660820	2331.454336419	79.2	514.9	Chinitna_HB4_191018205217.wav
8	Spectrogram 1	1	2382.848547583	2384.318479747	99.0	475.2	Chinitna_HB4_191018205217.wav
9	Spectrogram 1	1	2732.639175552	2734.409775659	79.2	475.2	Chinitna_HB4_191018205217.wav
10	Spectrogram 1	1	3323.398643281	3324.601315052	99.0	495.0	Chinitna_HB4_191018205217.wav
11	Spectrogram 1	1	3765.888613725	3767.124693045	217.8	435.6	Chinitna_HB4_191018205217.wav
12	Spectrogram 1	1	5049.461005429	5050.830714945	79.2	257.4	Chinitna_HB4_191018205217.wav
13	Spectrogram 1	1	6829.122476986	6830.325148756	59.4	455.4	Chinitna_HB4_191018205217.wav
14	Spectrogram 1	1	8971.182623074	8973.153668476	79.2	514.9	Chinitna_HB4_191018205217.wav
15	Spectrogram 1	1	9145.409786076	9147.314016379	99.0	415.8	Chinitna_HB4_191018205217.wav
16	Spectrogram 1	1	9254.512235199	9256.550095699	59.4	475.2	Chinitna_HB4_191018205217.wav
17	Spectrogram 1	1	9580.950986289	9583.155884535	59.4	435.6	Chinitna_HB4_191018205217.wav
