Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	57.494392145	58.496618620	695.9	902.8	Chinitna_HB17_191118071752.wav
2	Spectrogram 1	1	183.314016379	184.149205109	489.0	902.8	Chinitna_HB17_191118071752.wav
3	Spectrogram 1	1	314.365225316	315.367451791	808.8	1109.7	Chinitna_HB17_191118071752.wav
4	Spectrogram 1	1	318.741614259	319.409765242	695.9	884.0	Chinitna_HB17_191118071752.wav
5	Spectrogram 1	1	361.817345676	362.552311758	695.9	884.0	Chinitna_HB17_191118071752.wav
6	Spectrogram 1	1	482.077916226	482.913104955	695.9	902.8	Chinitna_HB17_191118071752.wav
7	Spectrogram 1	1	572.405322708	573.140288790	808.8	921.6	Chinitna_HB17_191118071752.wav
8	Spectrogram 1	1	844.476590757	845.011111544	771.2	940.4	Chinitna_HB17_191118071752.wav
9	Spectrogram 1	1	1084.944317279	1085.512245615	733.5	921.6	Chinitna_HB17_191118071752.wav
10	Spectrogram 1	1	1305.888634558	1307.191528976	206.9	413.8	Chinitna_HB17_191118071752.wav
11	Spectrogram 1	1	2062.189302501	2063.659234665	225.7	507.8	Chinitna_HB17_191118071752.wav
12	Spectrogram 1	1	2089.884160774	2091.454315586	620.7	996.9	Chinitna_HB17_191118071752.wav
13	Spectrogram 1	1	2284.536736846	2285.639185969	470.2	677.1	Chinitna_HB17_191118071752.wav
14	Spectrogram 1	1	2312.866338553	2314.169232971	131.7	865.2	Chinitna_HB17_191118071752.wav
15	Spectrogram 1	1	2316.808429357	2317.443172791	188.1	489.0	Chinitna_HB17_191118071752.wav
16	Spectrogram 1	1	2321.251633398	2322.053414579	188.1	413.8	Chinitna_HB17_191118071752.wav
17	Spectrogram 1	1	2324.659203415	2325.227131751	94.0	620.7	Chinitna_HB17_191118071752.wav
18	Spectrogram 1	1	2938.249427756	2939.752767469	131.7	545.5	Chinitna_HB17_191118071752.wav
19	Spectrogram 1	1	2960.599078160	2962.503308463	112.9	489.0	Chinitna_HB17_191118071752.wav
20	Spectrogram 1	1	3012.427587463	3013.429813938	695.9	921.6	Chinitna_HB17_191118071752.wav
21	Spectrogram 1	1	3064.189281668	3065.024470397	545.5	978.1	Chinitna_HB17_191118071752.wav
22	Spectrogram 1	1	3093.334065075	3094.135846256	545.5	884.0	Chinitna_HB17_191118071752.wav
23	Spectrogram 1	1	3107.131382888	3107.766126322	545.5	827.6	Chinitna_HB17_191118071752.wav
24	Spectrogram 1	1	3113.545632331	3114.247190864	564.3	902.8	Chinitna_HB17_191118071752.wav
25	Spectrogram 1	1	3119.926474225	3120.661440307	601.9	884.0	Chinitna_HB17_191118071752.wav
26	Spectrogram 1	1	3583.677046469	3584.679272945	413.8	733.5	Chinitna_HB17_191118071752.wav
27	Spectrogram 1	1	3603.187055192	3604.924247750	112.9	470.2	Chinitna_HB17_191118071752.wav
28	Spectrogram 1	1	3901.262797026	3901.930948009	391.5	646.0	Chinitna_HB17_191118071752.wav
29	Spectrogram 1	1	3903.334065075	3904.002216059	371.9	724.3	Chinitna_HB17_191118071752.wav
30	Spectrogram 1	1	3905.605778420	3906.240521854	371.9	783.0	Chinitna_HB17_191118071752.wav
31	Spectrogram 1	1	3907.342970977	3908.144752158	352.4	665.6	Chinitna_HB17_191118071752.wav
32	Spectrogram 1	1	3909.748314518	3910.449873051	371.9	822.2	Chinitna_HB17_191118071752.wav
33	Spectrogram 1	1	3911.752767469	3912.521141101	391.5	743.9	Chinitna_HB17_191118071752.wav
34	Spectrogram 1	1	4381.249438173	4382.218257099	176.2	411.1	Chinitna_HB17_191118071752.wav
35	Spectrogram 1	1	6057.988857206	6058.790638386	274.1	587.3	Chinitna_HB17_191118071752.wav
36	Spectrogram 1	1	6061.262797026	6062.231615952	332.8	606.9	Chinitna_HB17_191118071752.wav
37	Spectrogram 1	1	6083.579039880	6084.247190864	293.6	626.4	Chinitna_HB17_191118071752.wav
38	Spectrogram 1	1	6085.950975872	6087.086832545	352.4	685.2	Chinitna_HB17_191118071752.wav
39	Spectrogram 1	1	7594.610220954	7595.779485175	78.3	411.1	Chinitna_HB17_191118071752.wav
40	Spectrogram 1	1	9200.946533338	9202.850763641	78.3	430.7	Chinitna_HB17_191118071752.wav
41	Spectrogram 1	1	9328.824025102	9330.060104422	39.2	371.9	Chinitna_HB17_191118071752.wav
42	Spectrogram 1	1	9437.893066676	9439.496629037	58.7	371.9	Chinitna_HB17_191118071752.wav
43	Spectrogram 1	1	9626.899766936	9628.469921747	97.9	450.2	Chinitna_HB17_191118071752.wav
44	Spectrogram 1	1	9837.521151517	9839.291751624	78.3	450.2	Chinitna_HB17_191118071752.wav
45	Spectrogram 1	1	10025.512224782	10027.015564495	78.3	391.5	Chinitna_HB17_191118071752.wav
46	Spectrogram 1	1	10635.447625742	10636.817335259	97.9	411.1	Chinitna_HB17_191118071752.wav
47	Spectrogram 1	1	12351.220462741	12352.991062848	78.3	274.1	Chinitna_HB17_191118071752.wav
48	Spectrogram 1	1	12519.534489537	12521.371904742	97.9	411.1	Chinitna_HB17_191118071752.wav
49	Spectrogram 1	1	12634.215999374	12636.120229677	97.9	450.2	Chinitna_HB17_191118071752.wav
50	Spectrogram 1	1	12751.683736312	12753.253891124	97.9	430.7	Chinitna_HB17_191118071752.wav
