Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	554.398653698	555.801770764	289.4	463.0	Chinitna_HB8_191027202114.wav
2	Spectrogram 1	1	753.180365349	754.416444669	250.8	482.3	Chinitna_HB8_191027202114.wav
3	Spectrogram 1	1	866.238305795	867.273939820	405.1	636.7	Chinitna_HB8_191027202114.wav
4	Spectrogram 1	1	912.474353865	913.409765242	405.1	636.7	Chinitna_HB8_191027202114.wav
5	Spectrogram 1	1	918.754973112	919.423124095	270.1	540.2	Chinitna_HB8_191027202114.wav
6	Spectrogram 1	1	942.120250510	943.256107183	463.0	655.9	Chinitna_HB8_191027202114.wav
7	Spectrogram 1	1	1210.817356092	1211.585729723	289.4	443.7	Chinitna_HB8_191027202114.wav
8	Spectrogram 1	1	1242.053414579	1243.356308997	366.6	636.7	Chinitna_HB8_191027202114.wav
9	Spectrogram 1	1	1398.407538767	1399.476580341	308.7	463.0	Chinitna_HB8_191027202114.wav
10	Spectrogram 1	1	1534.583503248	1535.619137273	250.8	463.0	Chinitna_HB8_191027202114.wav
11	Spectrogram 1	1	1566.554527816	1567.723792038	250.8	501.6	Chinitna_HB8_191027202114.wav
12	Spectrogram 1	1	1592.425371404	1593.661450724	366.6	559.5	Chinitna_HB8_191027202114.wav
13	Spectrogram 1	1	1667.305089644	1668.340723668	308.7	482.3	Chinitna_HB8_191027202114.wav
14	Spectrogram 1	1	1692.273929403	1693.109118133	366.6	578.8	Chinitna_HB8_191027202114.wav
15	Spectrogram 1	1	1698.788401494	1699.590182674	289.4	463.0	Chinitna_HB8_191027202114.wav
16	Spectrogram 1	1	2007.755004362	2008.556785542	463.0	655.9	Chinitna_HB8_191027202114.wav
17	Spectrogram 1	1	2012.832951837	2013.400880174	482.3	752.4	Chinitna_HB8_191027202114.wav
18	Spectrogram 1	1	2028.968798093	2030.004432118	385.9	617.4	Chinitna_HB8_191027202114.wav
19	Spectrogram 1	1	2035.850753225	2036.986609897	328.0	501.6	Chinitna_HB8_191027202114.wav
20	Spectrogram 1	1	2066.164800854	2067.367472624	289.4	463.0	Chinitna_HB8_191027202114.wav
21	Spectrogram 1	1	2161.670377459	2162.438751090	424.4	713.8	Chinitna_HB8_191027202114.wav
22	Spectrogram 1	1	2189.298420634	2190.334054659	270.1	520.9	Chinitna_HB8_191027202114.wav
23	Spectrogram 1	1	2224.790638386	2225.993310157	308.7	443.7	Chinitna_HB8_191027202114.wav
24	Spectrogram 1	1	2250.146968216	2250.881934298	443.7	694.5	Chinitna_HB8_191027202114.wav
25	Spectrogram 1	1	2365.864112078	2367.066783848	270.1	463.0	Chinitna_HB8_191027202114.wav
26	Spectrogram 1	1	2704.175943648	2705.345207869	328.0	482.3	Chinitna_HB8_191027202114.wav
27	Spectrogram 1	1	3139.884181607	3140.919815632	405.1	578.8	Chinitna_HB8_191027202114.wav
