Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	97.730481881	98.265002668	152.4	761.9	Chinitna_HB11_191030082049.wav
2	Spectrogram 1	1	101.605757586	102.307316119	190.5	628.6	Chinitna_HB11_191030082049.wav
3	Spectrogram 1	1	115.282845722	116.151442001	114.3	400.0	Chinitna_HB11_191030082049.wav
4	Spectrogram 1	1	120.060125255	120.628053591	95.2	304.8	Chinitna_HB11_191030082049.wav
5	Spectrogram 1	1	124.436514198	125.706001067	95.2	285.7	Chinitna_HB11_191030082049.wav
6	Spectrogram 1	1	170.485517493	171.354113771	476.2	685.7	Chinitna_HB11_191030082049.wav
7	Spectrogram 1	1	183.213793731	183.982167363	400.0	685.7	Chinitna_HB11_191030082049.wav
8	Spectrogram 1	1	190.763899847	191.164790437	190.5	590.5	Chinitna_HB11_191030082049.wav
9	Spectrogram 1	1	201.721575979	202.656987356	247.6	533.3	Chinitna_HB11_191030082049.wav
10	Spectrogram 1	1	247.336281134	248.138062314	514.3	666.7	Chinitna_HB11_191030082049.wav
11	Spectrogram 1	1	252.213783315	253.048972044	171.4	704.8	Chinitna_HB11_191030082049.wav
12	Spectrogram 1	1	255.855206176	257.057877946	171.4	647.6	Chinitna_HB11_191030082049.wav
13	Spectrogram 1	1	260.097964922	260.766115906	152.4	381.0	Chinitna_HB11_191030082049.wav
14	Spectrogram 1	1	272.826241161	274.229358227	304.8	495.2	Chinitna_HB11_191030082049.wav
15	Spectrogram 1	1	279.320706222	279.788411911	95.2	361.9	Chinitna_HB11_191030082049.wav
16	Spectrogram 1	1	303.440956733	304.376368110	400.0	609.5	Chinitna_HB11_191030082049.wav
17	Spectrogram 1	1	329.679283361	330.547879640	419.0	781.0	Chinitna_HB11_191030082049.wav
18	Spectrogram 1	1	334.657008189	335.592419567	419.0	704.8	Chinitna_HB11_191030082049.wav
19	Spectrogram 1	1	339.734955665	340.636959493	342.9	590.5	Chinitna_HB11_191030082049.wav
20	Spectrogram 1	1	344.779495592	345.347423928	285.7	647.6	Chinitna_HB11_191030082049.wav
21	Spectrogram 1	1	349.656997773	350.158111011	133.3	495.2	Chinitna_HB11_191030082049.wav
22	Spectrogram 1	1	353.398643281	353.899756519	114.3	438.1	Chinitna_HB11_191030082049.wav
23	Spectrogram 1	1	365.258323241	366.193734619	209.5	476.2	Chinitna_HB11_191030082049.wav
24	Spectrogram 1	1	390.561238493	391.530057419	438.1	628.6	Chinitna_HB11_191030082049.wav
25	Spectrogram 1	1	411.574586929	412.910888897	476.2	590.5	Chinitna_HB11_191030082049.wav
26	Spectrogram 1	1	417.754983528	418.757210004	171.4	552.4	Chinitna_HB11_191030082049.wav
27	Spectrogram 1	1	422.231595119	422.866338553	114.3	438.1	Chinitna_HB11_191030082049.wav
28	Spectrogram 1	1	426.474353865	426.975467103	133.3	552.4	Chinitna_HB11_191030082049.wav
29	Spectrogram 1	1	451.276155879	452.211567256	495.2	723.8	Chinitna_HB11_191030082049.wav
30	Spectrogram 1	1	456.721586396	457.590182674	457.1	628.6	Chinitna_HB11_191030082049.wav
31	Spectrogram 1	1	461.966571617	462.768352798	514.3	742.9	Chinitna_HB11_191030082049.wav
32	Spectrogram 1	1	466.610220954	467.211556839	514.3	666.7	Chinitna_HB11_191030082049.wav
33	Spectrogram 1	1	470.986609897	471.554538233	476.2	647.6	Chinitna_HB11_191030082049.wav
34	Spectrogram 1	1	477.501081988	478.536716012	361.9	666.7	Chinitna_HB11_191030082049.wav
35	Spectrogram 1	1	481.309542595	482.044508677	495.2	723.8	Chinitna_HB11_191030082049.wav
36	Spectrogram 1	1	509.452099527	510.187065609	457.1	685.7	Chinitna_HB11_191030082049.wav
37	Spectrogram 1	1	539.318448497	540.120229677	438.1	647.6	Chinitna_HB11_191030082049.wav
38	Spectrogram 1	1	544.864101661	545.799513038	457.1	685.7	Chinitna_HB11_191030082049.wav
39	Spectrogram 1	1	554.699321641	555.066804682	171.4	514.3	Chinitna_HB11_191030082049.wav
40	Spectrogram 1	1	562.316242854	562.750540994	114.3	495.2	Chinitna_HB11_191030082049.wav
41	Spectrogram 1	1	565.122476986	565.690405322	152.4	571.4	Chinitna_HB11_191030082049.wav
42	Spectrogram 1	1	568.062341314	568.596862101	114.3	476.2	Chinitna_HB11_191030082049.wav
43	Spectrogram 1	1	886.583503248	887.685952371	438.1	647.6	Chinitna_HB11_191030082049.wav
44	Spectrogram 1	1	978.781732484	979.650328763	400.0	685.7	Chinitna_HB11_191030082049.wav
