Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	72.641412444	73.376378526	278.1	437.1	Chinitna_HB6.2_191020205157.wav
2	Spectrogram 1	1	78.888624142	80.258333658	337.7	516.6	Chinitna_HB6.2_191020205157.wav
3	Spectrogram 1	1	88.042292618	89.412002134	337.7	635.8	Chinitna_HB6.2_191020205157.wav
4	Spectrogram 1	1	91.015564495	91.984383421	298.0	576.2	Chinitna_HB6.2_191020205157.wav
5	Spectrogram 1	1	97.530036586	98.665893258	317.9	615.9	Chinitna_HB6.2_191020205157.wav
6	Spectrogram 1	1	104.178138873	105.681478587	357.6	556.3	Chinitna_HB6.2_191020205157.wav
7	Spectrogram 1	1	111.661429890	112.964324309	317.9	715.2	Chinitna_HB6.2_191020205157.wav
8	Spectrogram 1	1	117.454336419	119.258344075	317.9	576.2	Chinitna_HB6.2_191020205157.wav
9	Spectrogram 1	1	648.668150984	650.472158640	695.4	814.6	Chinitna_HB6.2_191020205157.wav
10	Spectrogram 1	1	651.908683254	653.211577673	457.0	695.4	Chinitna_HB6.2_191020205157.wav
11	Spectrogram 1	1	653.645875812	654.581287189	437.1	735.1	Chinitna_HB6.2_191020205157.wav
12	Spectrogram 1	1	655.750551411	656.652555238	337.7	794.7	Chinitna_HB6.2_191020205157.wav
13	Spectrogram 1	1	657.521151517	658.456562894	377.5	715.2	Chinitna_HB6.2_191020205157.wav
14	Spectrogram 1	1	1623.106902074	1624.175943648	59.6	258.3	Chinitna_HB6.2_191020205157.wav
15	Spectrogram 1	1	2939.485507076	2940.120250510	305.7	515.9	Chinitna_HB6.2_191020205157.wav
16	Spectrogram 1	1	2948.004432118	2948.973251044	420.4	592.4	Chinitna_HB6.2_191020205157.wav
17	Spectrogram 1	1	2972.572381287	2973.574607763	152.9	382.2	Chinitna_HB6.2_191020205157.wav
18	Spectrogram 1	1	2974.209351197	2974.810687082	210.2	649.7	Chinitna_HB6.2_191020205157.wav
19	Spectrogram 1	1	2998.363009257	2999.899756519	687.9	859.9	Chinitna_HB6.2_191020205157.wav
20	Spectrogram 1	1	3611.538942488	3612.875244455	783.4	936.3	Chinitna_HB6.2_191020205157.wav
21	Spectrogram 1	1	3615.414218193	3616.149184275	764.3	917.2	Chinitna_HB6.2_191020205157.wav
22	Spectrogram 1	1	5203.944306862	5204.946533338	172.0	420.4	Chinitna_HB6.2_191020205157.wav
23	Spectrogram 1	1	5559.848516333	5561.752746636	630.6	879.0	Chinitna_HB6.2_191020205157.wav
24	Spectrogram 1	1	5563.022233505	5565.193724202	687.9	898.1	Chinitna_HB6.2_191020205157.wav
25	Spectrogram 1	1	6030.514451257	6031.048972044	401.3	802.5	Chinitna_HB6.2_191020205157.wav
26	Spectrogram 1	1	6032.786164602	6033.487723135	649.7	974.5	Chinitna_HB6.2_191020205157.wav
27	Spectrogram 1	1	6105.207124722	6106.643649336	57.3	439.5	Chinitna_HB6.2_191020205157.wav
28	Spectrogram 1	1	6345.093522388	6346.396416806	76.4	458.6	Chinitna_HB6.2_191020205157.wav
29	Spectrogram 1	1	7041.614684322	7042.884171191	95.5	420.4	Chinitna_HB6.2_191020205157.wav
30	Spectrogram 1	1	7112.719349504	7113.788391077	248.4	401.3	Chinitna_HB6.2_191020205157.wav
31	Spectrogram 1	1	7142.331822476	7144.369682976	707.0	898.1	Chinitna_HB6.2_191020205157.wav
32	Spectrogram 1	1	7147.409769952	7149.046739862	477.7	745.2	Chinitna_HB6.2_191020205157.wav
33	Spectrogram 1	1	7477.723796747	7478.458762829	668.8	840.8	Chinitna_HB6.2_191020205157.wav
34	Spectrogram 1	1	7479.628027051	7480.563438428	917.2	1051.0	Chinitna_HB6.2_191020205157.wav
35	Spectrogram 1	1	7483.904193346	7485.374125510	382.2	1070.1	Chinitna_HB6.2_191020205157.wav
36	Spectrogram 1	1	7536.233815887	7537.737155600	57.3	439.5	Chinitna_HB6.2_191020205157.wav
37	Spectrogram 1	1	7781.532236521	7782.901946037	95.5	439.5	Chinitna_HB6.2_191020205157.wav
38	Spectrogram 1	1	7842.861890312	7845.033381009	57.3	554.1	Chinitna_HB6.2_191020205157.wav
39	Spectrogram 1	1	7945.603504570	7946.505508398	324.8	592.4	Chinitna_HB6.2_191020205157.wav
40	Spectrogram 1	1	8202.541152840	8203.008858528	324.8	1051.0	Chinitna_HB6.2_191020205157.wav
