Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	85.570133978	86.204877413	500.8	731.9	Chinitna_HB3_191009205342.wav
2	Spectrogram 1	1	90.013338020	90.815119200	443.0	674.2	Chinitna_HB3_191009205342.wav
3	Spectrogram 1	1	706.643649336	707.412022968	558.6	770.5	Chinitna_HB3_191009205342.wav
4	Spectrogram 1	1	738.113560667	738.982156946	520.1	847.5	Chinitna_HB3_191009205342.wav
5	Spectrogram 1	1	742.723802455	743.258323241	443.0	597.1	Chinitna_HB3_191009205342.wav
6	Spectrogram 1	1	764.452109943	765.287298673	404.5	674.2	Chinitna_HB3_191009205342.wav
7	Spectrogram 1	1	845.512224782	847.282824889	481.5	635.6	Chinitna_HB3_191009205342.wav
8	Spectrogram 1	1	866.158090177	867.661429890	481.5	674.2	Chinitna_HB3_191009205342.wav
9	Spectrogram 1	1	891.427597880	892.028933765	423.8	635.6	Chinitna_HB3_191009205342.wav
10	Spectrogram 1	1	896.605768003	898.209330364	308.2	597.1	Chinitna_HB3_191009205342.wav
11	Spectrogram 1	1	913.810655832	915.213772898	462.3	577.8	Chinitna_HB3_191009205342.wav
12	Spectrogram 1	1	987.968808510	988.636959493	500.8	654.9	Chinitna_HB3_191009205342.wav
13	Spectrogram 1	1	1053.995526216	1054.730492298	500.8	674.2	Chinitna_HB3_191009205342.wav
14	Spectrogram 1	1	1639.242748330	1639.910899313	481.5	635.6	Chinitna_HB3_191009205342.wav
15	Spectrogram 1	1	2668.950986289	2669.786175019	423.8	693.4	Chinitna_HB3_191009205342.wav
16	Spectrogram 1	1	2731.770579273	2732.806213298	462.3	731.9	Chinitna_HB3_191009205342.wav
17	Spectrogram 1	1	2736.614673905	2737.650307930	308.2	520.1	Chinitna_HB3_191009205342.wav
18	Spectrogram 1	1	4433.244985222	4434.013358853	231.1	500.8	Chinitna_HB3_191009205342.wav
19	Spectrogram 1	1	4487.512245615	4488.614694738	539.3	751.2	Chinitna_HB3_191009205342.wav
20	Spectrogram 1	1	4505.719359920	4506.387510904	154.1	308.2	Chinitna_HB3_191009205342.wav
21	Spectrogram 1	1	4518.481043708	4519.650307930	211.9	443.0	Chinitna_HB3_191009205342.wav
